frame,seed,policy,psnr,psnr_pre,psnr_post,delta_q_step,delta_q_trajectory,delta_q_cumulative,ssim,depth_l1,n_gaussians,n_selected,fraction_selected,predicted_cost,scheduled_cost,budget_ms,actual_opt_ms,frame_wall_ms,is_pred_violation,is_opt_violation,is_frame_violation,jaccard_overlap,rejected_negative_count,norm_drift,vram_allocated_mb,vram_max_mb
23,42,no_op,11.636208295822144,11.636208295822144,11.636208295822144,0.0,0.024656057357788086,-1.7988204956054688,0.40803441405296326,1.4314640760421753,5074,0,0.0,0.0,0.0,15.0,0.0,5931.468474998837,False,False,True,0.0,0,0.0,51.1904296875,69.14453125
24,42,no_op,11.726493835449219,11.726493835449219,11.726493835449219,0.0,0.0902855396270752,-1.7085349559783936,0.422503799200058,1.4347059726715088,5144,0,0.0,0.0,0.0,15.0,0.0,6065.063043002738,False,False,True,0.0,0,0.0,51.21240234375,69.17236328125
25,42,no_op,11.837198734283447,11.837198734283447,11.837198734283447,0.0,0.11070489883422852,-1.597830057144165,0.4401681423187256,1.4379076957702637,5211,0,0.0,0.0,0.0,15.0,0.0,5960.352347996377,False,False,True,0.0,0,0.0,51.22607421875,69.19677734375
26,42,no_op,11.872782707214355,11.872782707214355,11.872782707214355,0.0,0.0355839729309082,-1.5622460842132568,0.44996771216392517,1.436058521270752,5280,0,0.0,0.0,0.0,15.0,0.0,6108.533557002374,False,False,True,0.0,0,0.0,51.24609375,69.212890625
27,42,no_op,11.96652889251709,11.96652889251709,11.96652889251709,0.0,0.09374618530273438,-1.4684998989105225,0.4663454294204712,1.454829454421997,5354,0,0.0,0.0,0.0,15.0,0.0,6156.397867001942,False,False,True,0.0,0,0.0,51.25927734375,69.2353515625
28,42,no_op,12.141479253768921,12.141479253768921,12.141479253768921,0.0,0.17495036125183105,-1.2935495376586914,0.49138307571411133,1.462035894393921,5423,0,0.0,0.0,0.0,15.0,0.0,6276.255452998157,False,False,True,0.0,0,0.0,51.28173828125,69.2509765625
29,42,no_op,12.141212224960327,12.141212224960327,12.141212224960327,0.0,-0.00026702880859375,-1.2938165664672852,0.4918493926525116,1.4478615522384644,5491,0,0.0,0.0,0.0,15.0,0.0,6250.138032002724,False,False,True,0.0,0,0.0,51.29296875,69.27099609375
1,42,error_only,13.465118408203125,13.458311557769775,13.465118408203125,0.006806850433349609,0.030089616775512695,0.030089616775512695,0.6542250514030457,1.3533592224121094,3568,2,0.0005605381165919282,13.610227584838867,14.971250534057617,15.0,32.74655342102051,5670.434405001288,False,True,True,0.0,0,0.0,61.90185546875,81.33984375
2,42,error_only,13.430743217468262,13.426265716552734,13.430743217468262,0.004477500915527344,-0.03437519073486328,-0.004285573959350586,0.6504256725311279,1.3560621738433838,3639,1,0.0002748007694421544,8.516637802124023,9.368301391601562,15.0,7.310152053833008,5551.282016000187,False,False,True,0.0,0,0.0,61.9287109375,81.47412109375
3,42,error_only,13.305054903030396,13.296890258789062,13.305054903030396,0.008164644241333008,-0.1256883144378662,-0.1299738883972168,0.6377766132354736,1.3608897924423218,3706,1,0.0002698327037236913,8.505992889404297,9.356592178344727,15.0,8.508920669555664,5695.196943001065,False,False,True,0.0,0,0.0,61.94287109375,81.51708984375
4,42,error_only,13.128135204315186,13.115246295928955,13.128135204315186,0.012888908386230469,-0.17691969871520996,-0.30689358711242676,0.6210216879844666,1.3368854522705078,3776,1,0.00026483050847457627,8.495455741882324,9.345001220703125,15.0,6.491422653198242,5526.0825930017745,False,False,True,0.0,0,0.0,61.96923828125,81.58447265625
5,42,error_only,12.959343194961548,12.949469089508057,12.959343194961548,0.009874105453491211,-0.1687920093536377,-0.47568559646606445,0.6043660044670105,1.36764395236969,3850,1,0.00025974025974025974,8.484971046447754,9.333468437194824,15.0,9.038925170898438,5651.900295997621,False,False,True,0.0,0,0.0,62.00390625,81.6416015625
6,42,error_only,12.898508310317993,12.880349159240723,12.898508310317993,0.018159151077270508,-0.06083488464355469,-0.5365204811096191,0.5988320112228394,1.3397855758666992,3918,1,0.00025523226135783564,8.474637031555176,9.322100639343262,15.0,8.48078727722168,5792.899259002297,False,False,True,0.0,0,0.0,62.01806640625,81.66796875
7,42,error_only,12.852016687393188,12.838999032974243,12.852016687393188,0.013017654418945312,-0.04649162292480469,-0.5830121040344238,0.5941135883331299,1.3465946912765503,3989,1,0.000250689395838556,8.464983940124512,9.311482429504395,15.0,10.25843620300293,5799.224075002712,False,False,True,0.0,0,0.0,62.04443359375,81.7568359375
8,42,error_only,12.849513292312622,12.831984758377075,12.849513292312622,0.017528533935546875,-0.0025033950805664062,-0.5855154991149902,0.5944364070892334,1.3449037075042725,4061,1,0.0002462447672986949,8.45573616027832,9.301309585571289,15.0,8.202314376831055,5562.572978997196,False,False,True,0.0,0,0.0,62.0625,81.802734375
9,42,error_only,12.805541753768921,12.790862321853638,12.805541753768921,0.014679431915283203,-0.04397153854370117,-0.6294870376586914,0.586053192615509,1.330196738243103,4130,1,0.00024213075060532688,8.44640827178955,9.291049003601074,15.0,10.075569152832031,5590.180920997227,False,False,True,0.0,0,0.0,62.08740234375,81.814453125
10,42,error_only,12.724438905715942,12.71159052848816,12.724438905715942,0.012848377227783203,-0.08110284805297852,-0.7105898857116699,0.5741769075393677,1.329634428024292,4193,1,0.00023849272597185786,8.437300682067871,9.281030654907227,15.0,8.182048797607422,5911.809174001974,False,False,True,0.0,0,0.0,62.1044921875,81.8896484375
11,42,error_only,12.648755311965942,12.638366222381592,12.648755311965942,0.010389089584350586,-0.07568359375,-0.7862734794616699,0.5613735914230347,1.3303253650665283,4268,1,0.00023430178069353328,8.427967071533203,9.270764350891113,15.0,8.194208145141602,5952.256974000193,False,False,True,0.0,0,0.0,62.1318359375,81.91357421875
12,42,error_only,12.522729635238647,12.515021562576294,12.522729635238647,0.007708072662353516,-0.12602567672729492,-0.9122991561889648,0.5444978475570679,1.3418779373168945,4334,1,0.00023073373327180433,8.418529510498047,9.260382652282715,15.0,6.239891052246094,5836.395133999758,False,False,True,0.0,0,0.0,62.14599609375,81.96337890625
13,42,error_only,12.352094650268555,12.333407402038574,12.352094650268555,0.01868724822998047,-0.17063498497009277,-1.0829341411590576,0.5220715999603271,1.3744534254074097,4400,1,0.00022727272727272727,8.408477783203125,9.2493257522583,15.0,8.07809829711914,5811.6056689977995,False,False,True,0.0,0,0.0,62.17236328125,82.10888671875
14,42,error_only,12.224923372268677,12.21365213394165,12.224923372268677,0.011271238327026367,-0.12717127799987793,-1.2101054191589355,0.5046011805534363,1.3736311197280884,4468,1,0.00022381378692927484,8.399004936218262,9.238905906677246,15.0,8.404731750488281,5936.502158001531,False,False,True,0.0,0,0.0,62.1865234375,82.1259765625
15,42,error_only,12.08866000175476,12.079694271087646,12.08866000175476,0.008965730667114258,-0.13626337051391602,-1.3463687896728516,0.4850066304206848,1.3793480396270752,4536,1,0.0002204585537918871,8.389555931091309,9.228511810302734,15.0,7.152318954467773,6228.687003997038,False,False,True,0.0,0,0.0,62.212890625,82.14599609375
16,42,error_only,11.975644826889038,11.966332197189331,11.975644826889038,0.009312629699707031,-0.11301517486572266,-1.4593839645385742,0.4689614772796631,1.3964228630065918,4607,1,0.00021706099413935315,8.380011558532715,9.218012809753418,15.0,6.237506866455078,6116.480929995305,False,False,True,0.0,0,0.0,62.22705078125,82.1513671875
17,42,error_only,11.920163631439209,11.91532850265503,11.920163631439209,0.0048351287841796875,-0.0554811954498291,-1.5148651599884033,0.45996615290641785,1.4090666770935059,4673,1,0.00021399529210357372,8.370868682861328,9.207955360412598,15.0,8.479118347167969,6341.400663994136,False,False,True,0.0,0,0.0,62.2607421875,82.20849609375
18,42,error_only,11.792371273040771,11.785697937011719,11.792371273040771,0.006673336029052734,-0.1277923583984375,-1.6426575183868408,0.4377254247665405,1.4057201147079468,4739,1,0.00021101498206372652,8.361873626708984,9.198060989379883,15.0,8.677244186401367,6313.566049997462,False,False,True,0.0,0,0.0,62.28857421875,82.296875
19,42,error_only,11.725234985351562,11.713846921920776,11.725234985351562,0.011388063430786133,-0.06713628768920898,-1.7097938060760498,0.4275903105735779,1.421609878540039,4806,1,0.00020807324178110696,8.353218078613281,9.1885404586792,15.0,5.878686904907227,6193.096265000349,False,False,True,0.0,0,0.0,62.302734375,82.4033203125
20,42,error_only,11.708390712738037,11.700301170349121,11.708390712738037,0.008089542388916016,-0.01684427261352539,-1.7266380786895752,0.4207007884979248,1.424498438835144,4872,1,0.00020525451559934318,8.344995498657227,9.179494857788086,15.0,8.49294662475586,6234.477573998447,False,False,True,0.0,0,0.0,62.3291015625,82.525390625
21,42,error_only,11.637351512908936,11.633892059326172,11.637351512908936,0.003459453582763672,-0.07103919982910156,-1.7976772785186768,0.4076763093471527,1.4319705963134766,4940,1,0.00020242914979757084,8.33694839477539,9.17064380645752,15.0,8.086442947387695,6446.945559997403,False,False,True,0.0,0,0.0,62.34326171875,82.525390625
22,42,error_only,11.625336408615112,11.612377166748047,11.625336408615112,0.01295924186706543,-0.012015104293823242,-1.8096923828125,0.4067227244377136,1.4348652362823486,5017,1,0.00019932230416583617,8.330345153808594,9.163379669189453,15.0,6.316661834716797,6400.035862003278,False,False,True,0.0,0,0.0,62.36962890625,82.595703125
23,42,error_only,11.648142337799072,11.639419794082642,11.648142337799072,0.008722543716430664,0.02280592918395996,-1.78688645362854,0.40910863876342773,1.4314640760421753,5088,1,0.00019654088050314466,8.324499130249023,9.156949043273926,15.0,8.087635040283203,6227.543346998573,False,False,True,0.0,0,0.0,62.3876953125,82.6396484375
24,42,error_only,11.739722490310669,11.7282235622406,11.739722490310669,0.01149892807006836,0.09158015251159668,-1.6953063011169434,0.42291104793548584,1.4347059726715088,5159,1,0.0001938360147315371,8.319238662719727,9.151163101196289,15.0,8.116960525512695,6407.627295993734,False,False,True,0.0,0,0.0,62.41259765625,82.70068359375
25,42,error_only,11.846919059753418,11.837267875671387,11.846919059753418,0.00965118408203125,0.10719656944274902,-1.5881097316741943,0.44020402431488037,1.4379076957702637,5226,1,0.00019135093761959434,8.314717292785645,9.14618968963623,15.0,6.3991546630859375,6623.237614003301,False,False,True,0.0,0,0.0,62.4296875,82.7607421875
26,42,error_only,11.870841979980469,11.864477396011353,11.870841979980469,0.006364583969116211,0.02392292022705078,-1.5641868114471436,0.4489996135234833,1.436058521270752,5293,1,0.0001889287738522577,8.310787200927734,9.141865730285645,15.0,8.971691131591797,6638.10656699934,False,False,True,0.0,0,0.0,62.45703125,82.8515625
27,42,error_only,11.968401670455933,11.964532136917114,11.968401670455933,0.0038695335388183594,0.09755969047546387,-1.4666271209716797,0.46591195464134216,1.454829454421997,5364,1,0.00018642803877703205,8.307891845703125,9.138681411743164,15.0,8.385419845581055,6531.9438239966985,False,False,True,0.0,0,0.0,62.47119140625,82.86962890625
28,42,error_only,12.140107154846191,12.136904001235962,12.140107154846191,0.003203153610229492,0.1717054843902588,-1.294921636581421,0.4907236695289612,1.462035894393921,5432,1,0.0001840942562592047,8.305330276489258,9.135863304138184,15.0,8.194684982299805,6561.800462004612,False,False,True,0.0,0,0.0,62.49755859375,82.93505859375
29,42,error_only,12.142641544342041,12.134087085723877,12.142641544342041,0.008554458618164062,0.0025343894958496094,-1.2923872470855713,0.4911654591560364,1.4478615522384644,5501,1,0.00018178512997636792,8.303106307983398,9.133417129516602,15.0,6.363391876220703,6724.551667000924,False,False,True,0.0,0,0.0,62.51171875,82.96484375
1,42,ours,13.461217880249023,13.458311557769775,13.461217880249023,0.002906322479248047,0.026189088821411133,0.026189088821411133,0.6538901925086975,1.3533592224121094,3575,1,0.0002797202797202797,12.680063247680664,13.94806957244873,15.0,10.556697845458984,5405.79635600443,False,False,True,0.0,3494,0.8310897946357727,61.90185546875,82.96484375
2,42,ours,13.421601057052612,13.421601057052612,13.421601057052612,0.0,-0.03961682319641113,-0.013427734375,0.6498878598213196,1.3560621738433838,3643,0,0.0,0.0,0.0,15.0,0.0,4989.805307995994,False,False,True,0.0,3642,0.7532743215560913,61.732421875,82.96484375
3,42,ours,13.292843103408813,13.292843103408813,13.292843103408813,0.0,-0.12875795364379883,-0.14218568801879883,0.6369787454605103,1.3608897924423218,3713,0,0.0,0.0,0.0,15.0,0.0,5005.283826001687,False,False,True,0.0,2975,0.6838580369949341,61.76123046875,82.96484375
4,42,ours,13.1143319606781,13.1143319606781,13.1143319606781,0.0,-0.1785111427307129,-0.3206968307495117,0.6201317310333252,1.3368854522705078,3781,0,0.0,0.0,0.0,15.0,0.0,5237.905832000251,False,False,True,0.0,3216,0.6217319965362549,61.7724609375,82.96484375
5,42,ours,12.954188585281372,12.954188585281372,12.954188585281372,0.0,-0.16014337539672852,-0.48084020614624023,0.6039851903915405,1.36764395236969,3850,0,0.0,0.0,0.0,15.0,0.0,5258.797084999969,False,False,True,0.0,3365,0.5659587383270264,61.7939453125,82.96484375
6,42,ours,12.88697600364685,12.88697600364685,12.88697600364685,0.0,-0.06721258163452148,-0.5480527877807617,0.5979465842247009,1.3397855758666992,3923,0,0.0,0.0,0.0,15.0,0.0,5216.414274000272,False,False,True,0.0,3448,0.5162810683250427,61.80517578125,82.96484375
7,42,ours,12.839235067367554,12.839235067367554,12.839235067367554,0.0,-0.047740936279296875,-0.5957937240600586,0.593150794506073,1.3465946912765503,3989,0,0.0,0.0,0.0,15.0,0.0,5078.078951002681,False,False,True,0.0,3539,0.4717303216457367,61.82666015625,82.96484375
8,42,ours,12.840594053268433,12.82918930053711,12.840594053268433,0.011404752731323242,0.0013589859008789062,-0.5944347381591797,0.5933912992477417,1.3449037075042725,4059,1,0.0002463661000246366,13.629271507263184,14.992198944091797,15.0,13.451576232910156,5732.822954996664,False,False,True,0.0,3614,0.43179789185523987,62.0625,82.96484375
9,42,ours,12.802878618240356,12.781623601913452,12.802878618240356,0.021255016326904297,-0.03771543502807617,-0.6321501731872559,0.585139274597168,1.330196738243103,4127,1,0.000242306760358614,13.085262298583984,14.393789291381836,15.0,13.092279434204102,5711.947272000543,False,False,True,0.0,3696,0.3960667550563812,62.08642578125,82.96484375
10,42,ours,12.721025943756104,12.707830667495728,12.721025943756104,0.013195276260375977,-0.08185267448425293,-0.7140028476715088,0.5733926296234131,1.329634428024292,4195,1,0.00023837902264600716,13.578579902648926,14.93643856048584,15.0,8.504629135131836,5773.183340999822,False,False,True,0.0,3783,0.36385297775268555,62.1044921875,82.96484375
11,42,ours,12.645747661590576,12.635557651519775,12.645747661590576,0.010190010070800781,-0.07527828216552734,-0.7892811298370361,0.5607006549835205,1.3303253650665283,4268,1,0.00023430178069353328,13.159809112548828,14.475790023803711,15.0,14.640092849731445,5689.184737995674,False,False,True,0.0,3864,0.3361642062664032,62.1318359375,82.96484375
12,42,ours,12.524232864379883,12.512505054473877,12.524232864379883,0.01172780990600586,-0.12151479721069336,-0.9107959270477295,0.5442454218864441,1.3418779373168945,4335,1,0.0002306805074971165,11.478856086730957,12.626742362976074,15.0,13.021230697631836,5950.825192994671,False,False,True,0.0,3948,0.314224511384964,62.14599609375,82.96484375
13,42,ours,12.348885536193848,12.334070205688477,12.348885536193848,0.014815330505371094,-0.17534732818603516,-1.0861432552337646,0.5207856893539429,1.3744534254074097,4405,1,0.00022701475595913735,10.955487251281738,12.05103588104248,15.0,13.950586318969727,6084.1928829977405,False,False,True,0.0,4015,0.29419270157814026,62.17236328125,82.96484375
14,42,ours,12.22665786743164,12.212611436843872,12.22665786743164,0.014046430587768555,-0.12222766876220703,-1.2083709239959717,0.5035898685455322,1.3736311197280884,4480,1,0.0002232142857142857,13.398893356323242,14.73878288269043,15.0,14.689445495605469,6001.574730995344,False,False,True,0.0,4105,0.2758680582046509,62.1865234375,82.96484375
15,42,ours,12.095544338226318,12.084356546401978,12.095544338226318,0.01118779182434082,-0.13111352920532227,-1.339484453201294,0.4846322536468506,1.3793480396270752,4545,1,0.00022002200220022002,9.572689056396484,10.52995777130127,15.0,14.22882080078125,6152.045711998653,False,False,True,0.0,4174,0.2596612572669983,62.2197265625,82.96484375
16,42,ours,11.984233856201172,11.971155405044556,11.984233856201172,0.013078451156616211,-0.11131048202514648,-1.4507949352264404,0.4684533476829529,1.3964228630065918,4611,1,0.00021687269572760788,9.633319854736328,10.596652030944824,15.0,8.821487426757812,6136.181534995558,False,False,True,0.0,4259,0.24476341903209686,62.248046875,82.96484375
17,42,ours,11.928272247314453,11.92472219467163,11.928272247314453,0.0035500526428222656,-0.05596160888671875,-1.5067565441131592,0.45934006571769714,1.4090666770935059,4681,1,0.00021362956633198035,9.374815940856934,10.312297821044922,15.0,13.397216796875,6011.450358004367,False,False,True,0.0,4183,0.23099660873413086,62.26220703125,82.96484375
18,42,ours,11.79863691329956,11.792956590652466,11.79863691329956,0.0056803226470947266,-0.12963533401489258,-1.6363918781280518,0.4370826184749603,1.4057201147079468,4749,1,0.0002105706464518846,10.135251998901367,11.14877700805664,15.0,10.807037353515625,6325.858878000872,False,False,True,0.0,4132,0.21884675323963165,62.28857421875,82.96484375
19,42,ours,11.729515790939331,11.720075607299805,11.729515790939331,0.009440183639526367,-0.06912112236022949,-1.7055130004882812,0.4274168908596039,1.421609878540039,4818,1,0.00020755500207555002,8.936017990112305,9.829620361328125,15.0,10.413169860839844,6068.48029899993,False,False,True,0.0,4170,0.20761723816394806,62.302734375,82.96484375
20,42,ours,11.709917783737183,11.706026792526245,11.709917783737183,0.0038909912109375,-0.019598007202148438,-1.7251110076904297,0.4202500581741333,1.424498438835144,4888,1,0.00020458265139116204,8.763925552368164,9.640317916870117,15.0,13.155221939086914,6365.095148001274,False,False,True,0.0,4222,0.19734282791614532,62.3291015625,82.96484375
21,42,ours,11.64293885231018,11.634541749954224,11.64293885231018,0.008397102355957031,-0.06697893142700195,-1.7920899391174316,0.4072084128856659,1.4319705963134766,4951,1,0.00020197939810139365,12.25863265991211,13.484496116638184,15.0,13.138771057128906,6507.482511005946,False,False,True,0.0,4288,0.1883164346218109,62.34716796875,82.96484375
22,42,ours,11.636123657226562,11.616849899291992,11.636123657226562,0.019273757934570312,-0.006815195083618164,-1.7989051342010498,0.40671584010124207,1.4348652362823486,5020,1,0.00019920318725099602,12.810328483581543,14.091361999511719,15.0,10.019302368164062,6408.541561002494,False,False,True,0.0,4324,0.17988137900829315,62.37060546875,82.96484375
23,42,ours,11.659045219421387,11.651164293289185,11.659045219421387,0.007880926132202148,0.02292156219482422,-1.7759835720062256,0.40954190492630005,1.4314640760421753,5093,1,0.00019634792852935403,8.139424324035645,8.953367233276367,15.0,9.264469146728516,6265.041012004076,False,False,True,0.0,4411,0.17196141183376312,62.388671875,82.96484375
24,42,ours,11.753101348876953,11.744072437286377,11.753101348876953,0.009028911590576172,0.0940561294555664,-1.6819274425506592,0.42396342754364014,1.4347059726715088,5163,2,0.0003873716831299632,13.188617706298828,14.507479190826416,15.0,19.47331428527832,6665.757499999017,False,True,True,0.0,4461,0.16510754823684692,62.41650390625,82.96484375
25,42,ours,11.859642267227173,11.852641105651855,11.859642267227173,0.007001161575317383,0.10654091835021973,-1.5753865242004395,0.4411783218383789,1.4379076957702637,5232,1,0.00019113149847094801,13.51367473602295,14.865042686462402,15.0,11.015176773071289,6665.550594996603,False,False,True,0.5,4541,0.15888194739818573,62.4306640625,82.96484375
26,42,ours,11.88212275505066,11.879911422729492,11.88212275505066,0.002211332321166992,0.022480487823486328,-1.5529060363769531,0.44993019104003906,1.436058521270752,5301,1,0.00018864365214110544,12.667019844055176,13.933722496032715,15.0,10.784387588500977,6671.417846999248,False,False,True,0.0,4614,0.15348178148269653,62.45703125,82.96484375
27,42,ours,11.986042261123657,11.974961757659912,11.986042261123657,0.011080503463745117,0.10391950607299805,-1.448986530303955,0.46703267097473145,1.454829454421997,5368,1,0.00018628912071535022,13.356876373291016,14.692564010620117,15.0,9.029865264892578,6787.49699099717,False,False,True,0.0,4641,0.1485895961523056,62.47119140625,82.96484375
28,42,ours,12.162562608718872,12.157727479934692,12.162562608718872,0.0048351287841796875,0.17652034759521484,-1.2724661827087402,0.4923504590988159,1.462035894393921,5438,1,0.00018389113644722325,12.96104907989502,14.25715446472168,15.0,10.090351104736328,6450.310210995667,False,False,True,0.0,4690,0.1440618336200714,62.49755859375,82.96484375
29,42,ours,12.163026332855225,12.15579628944397,12.163026332855225,0.007230043411254883,0.00046372413635253906,-1.2720024585723877,0.49265751242637634,1.4478615522384644,5508,1,0.00018155410312273057,12.850679397583008,14.135747909545898,15.0,8.212804794311523,6503.544416002114,False,False,True,0.0,4721,0.13991770148277283,62.5322265625,82.96484375
1,42,full,13.464701175689697,13.458311557769775,13.464701175689697,0.006389617919921875,0.02967238426208496,0.02967238426208496,0.6540154218673706,1.3533592224121094,3568,3568,1.0,0.0,0.0,15.0,427.3674488067627,5538.329745002557,False,False,False,0.0,0,0.0,60.11669921875,448.98291015625
2,42,full,13.429946899414062,13.425120115280151,13.429946899414062,0.004826784133911133,-0.034754276275634766,-0.005081892013549805,0.6501798033714294,1.3560621738433838,3634,3634,1.0,0.0,0.0,15.0,404.1767120361328,5565.159739999217,False,False,False,0.0,0,0.0,60.14306640625,452.00048828125
3,42,full,13.301790952682495,13.296806812286377,13.301790952682495,0.004984140396118164,-0.12815594673156738,-0.1332378387451172,0.6373090744018555,1.3608897924423218,3707,3707,1.0,0.0,0.0,15.0,393.7218189239502,5720.215888999519,False,False,False,0.0,0,0.0,60.15673828125,455.291015625
