frame,seed,policy,psnr,psnr_pre,psnr_post,delta_q_step,delta_q_trajectory,delta_q_cumulative,ssim,depth_l1,n_gaussians,n_selected,fraction_selected,predicted_cost,scheduled_cost,budget_ms,actual_opt_ms,frame_wall_ms,is_pred_violation,is_opt_violation,is_frame_violation,jaccard_overlap,rejected_negative_count,norm_drift,vram_allocated_mb,vram_max_mb
4,42,full,13.123884201049805,13.11490535736084,13.123884201049805,0.008978843688964844,-0.17790675163269043,-0.3111445903778076,0.6205921173095703,1.3368854522705078,3777,3777,1.0,0.0,0.0,15.0,398.45848083496094,5996.015112999885,False,False,False,0.0,0,0.0,60.189453125,459.0439453125
5,42,full,12.96285629272461,12.950245141983032,12.96285629272461,0.012611150741577148,-0.1610279083251953,-0.47217249870300293,0.6047497391700745,1.36764395236969,3847,3847,1.0,0.0,0.0,15.0,401.1244773864746,5922.623611004383,False,False,False,0.0,0,0.0,60.21630859375,461.47265625
6,42,full,12.894213199615479,12.885017395019531,12.894213199615479,0.009195804595947266,-0.06864309310913086,-0.5408155918121338,0.5987528562545776,1.3397855758666992,3917,3917,1.0,0.0,0.0,15.0,383.2516670227051,5838.009487000818,False,False,False,0.0,0,0.0,60.22998046875,464.5791015625
7,42,full,12.849748134613037,12.836483716964722,12.849748134613037,0.01326441764831543,-0.044465065002441406,-0.5852806568145752,0.5941199660301208,1.3465946912765503,3988,3988,1.0,0.0,0.0,15.0,403.26809883117676,5898.614651996468,False,False,False,0.0,0,0.0,60.255859375,467.30029296875
8,42,full,12.846156358718872,12.829941511154175,12.846156358718872,0.016214847564697266,-0.003591775894165039,-0.5888724327087402,0.5939809679985046,1.3449037075042725,4056,4056,1.0,0.0,0.0,15.0,425.0619411468506,6235.87225999654,False,False,False,0.0,0,0.0,60.2734375,470.84814453125
9,42,full,12.80234694480896,12.787526845932007,12.80234694480896,0.014820098876953125,-0.04380941390991211,-0.6326818466186523,0.5855557918548584,1.330196738243103,4127,4127,1.0,0.0,0.0,15.0,426.50890350341797,6133.872642996721,False,False,False,0.0,0,0.0,60.296875,473.9267578125
10,42,full,12.72735595703125,12.708628177642822,12.72735595703125,0.018727779388427734,-0.07499098777770996,-0.7076728343963623,0.5741987228393555,1.329634428024292,4200,4200,1.0,0.0,0.0,15.0,429.5544624328613,6400.115723001363,False,False,False,0.0,0,0.0,60.314453125,477.5703125
11,42,full,12.650531530380249,12.639925479888916,12.650531530380249,0.010606050491333008,-0.07682442665100098,-0.7844972610473633,0.5613332986831665,1.3303253650665283,4271,4271,1.0,0.0,0.0,15.0,447.17979431152344,6542.298542000935,False,False,False,0.0,0,0.0,60.34130859375,480.33447265625
12,42,full,12.53003716468811,12.511857748031616,12.53003716468811,0.01817941665649414,-0.12049436569213867,-0.904991626739502,0.5447921752929688,1.3418779373168945,4342,4342,1.0,0.0,0.0,15.0,482.6011657714844,6585.718046997499,False,False,False,0.0,0,0.0,60.35498046875,483.35302734375
13,42,full,12.349436283111572,12.337058782577515,12.349436283111572,0.012377500534057617,-0.18060088157653809,-1.08559250831604,0.5209840536117554,1.3744534254074097,4408,4408,1.0,0.0,0.0,15.0,419.3711280822754,6527.383764994738,False,False,False,0.0,0,0.0,60.380859375,486.82421875
14,42,full,12.220797538757324,12.209510803222656,12.220797538757324,0.011286735534667969,-0.12863874435424805,-1.214231252670288,0.5033757090568542,1.3736311197280884,4471,4471,1.0,0.0,0.0,15.0,424.0529537200928,6325.622850999935,False,False,False,0.0,0,0.0,60.39453125,490.61767578125
15,42,full,12.086492776870728,12.07969069480896,12.086492776870728,0.006802082061767578,-0.13430476188659668,-1.3485360145568848,0.4841529130935669,1.3793480396270752,4538,4538,1.0,0.0,0.0,15.0,431.4615726470947,6515.080830999068,False,False,False,0.0,0,0.0,60.42041015625,493.064453125
16,42,full,11.971118450164795,11.966224908828735,11.971118450164795,0.00489354133605957,-0.11537432670593262,-1.4639103412628174,0.4679985046386719,1.3964228630065918,4606,4606,1.0,0.0,0.0,15.0,426.4094829559326,6506.681334998575,False,False,False,0.0,0,0.0,60.43408203125,494.72802734375
17,42,full,11.922649145126343,11.914808750152588,11.922649145126343,0.007840394973754883,-0.04846930503845215,-1.5123796463012695,0.45994266867637634,1.4090666770935059,4671,4671,1.0,0.0,0.0,15.0,445.12057304382324,6591.375518000859,False,False,False,0.0,0,0.0,60.46044921875,498.45556640625
18,42,full,11.800603866577148,11.78996205329895,11.800603866577148,0.010641813278198242,-0.12204527854919434,-1.6344249248504639,0.43798232078552246,1.4057201147079468,4744,4744,1.0,0.0,0.0,15.0,453.204870223999,6857.702348002931,False,False,False,0.0,0,0.0,60.494140625,502.2890625
19,42,full,11.732569932937622,11.72183632850647,11.732569932937622,0.010733604431152344,-0.06803393363952637,-1.7024588584899902,0.4278160035610199,1.421609878540039,4812,4812,1.0,0.0,0.0,15.0,453.4461498260498,6938.99998600682,False,False,False,0.0,0,0.0,60.5078125,505.51806640625
20,42,full,11.714138984680176,11.70765995979309,11.714138984680176,0.006479024887084961,-0.01843094825744629,-1.7208898067474365,0.4209427833557129,1.424498438835144,4882,4882,1.0,0.0,0.0,15.0,465.67487716674805,6927.183906998835,False,False,False,0.0,0,0.0,60.53369140625,509.3583984375
21,42,full,11.643394231796265,11.638603210449219,11.643394231796265,0.0047910213470458984,-0.07074475288391113,-1.7916345596313477,0.40783995389938354,1.4319705963134766,4946,4946,1.0,0.0,0.0,15.0,459.2001438140869,7008.066727998084,False,False,False,0.0,0,0.0,60.54736328125,511.67529296875
22,42,full,11.621847152709961,11.617685556411743,11.621847152709961,0.0041615962982177734,-0.02154707908630371,-1.8131816387176514,0.40603193640708923,1.4348652362823486,5017,5017,1.0,0.0,0.0,15.0,442.0359134674072,7014.91098599945,False,False,False,0.0,0,0.0,60.5732421875,514.4326171875
23,42,full,11.646605730056763,11.637493371963501,11.646605730056763,0.009112358093261719,0.024758577346801758,-1.7884230613708496,0.40875422954559326,1.4314640760421753,5087,5087,1.0,0.0,0.0,15.0,454.8983573913574,6911.621267994633,False,False,False,0.0,0,0.0,60.5908203125,517.67333984375
24,42,full,11.744680404663086,11.731775999069214,11.744680404663086,0.01290440559387207,0.09807467460632324,-1.6903483867645264,0.4239438772201538,1.4347059726715088,5157,5157,1.0,0.0,0.0,15.0,452.17394828796387,7001.341104005405,False,False,False,0.0,0,0.0,60.615234375,519.89892578125
25,42,full,11.851388216018677,11.845510005950928,11.851388216018677,0.0058782100677490234,0.10670781135559082,-1.5836405754089355,0.4413815140724182,1.4379076957702637,5228,5228,1.0,0.0,0.0,15.0,443.7127113342285,6886.43423600297,False,False,False,0.0,0,0.0,60.6318359375,522.65966796875
26,42,full,11.876858472824097,11.872767210006714,11.876858472824097,0.0040912628173828125,0.025470256805419922,-1.5581703186035156,0.4504261910915375,1.436058521270752,5296,5296,1.0,0.0,0.0,15.0,441.9863224029541,7023.442694000551,False,False,False,0.0,0,0.0,60.65869140625,527.6025390625
27,42,full,11.971185207366943,11.968989372253418,11.971185207366943,0.0021958351135253906,0.09432673454284668,-1.463843584060669,0.466904878616333,1.454829454421997,5369,5369,1.0,0.0,0.0,15.0,459.34414863586426,7095.533177001926,False,False,False,0.0,0,0.0,60.67236328125,531.0107421875
28,42,full,12.141838073730469,12.137354612350464,12.141838073730469,0.004483461380004883,0.1706528663635254,-1.2931907176971436,0.4916097819805145,1.462035894393921,5434,5434,1.0,0.0,0.0,15.0,522.2933292388916,7340.470892995654,False,False,False,0.0,0,0.0,60.6982421875,533.689453125
29,42,full,12.138056755065918,12.134616374969482,12.138056755065918,0.003440380096435547,-0.0037813186645507812,-1.2969720363616943,0.4916873872280121,1.4478615522384644,5505,5505,1.0,0.0,0.0,15.0,447.298526763916,7018.09352300188,False,False,False,0.0,0,0.0,60.73193359375,538.40771484375
1,43,no_op,13.458311557769775,13.458311557769775,13.458311557769775,0.0,0.023282766342163086,0.023282766342163086,0.653879702091217,1.3533592224121094,3572,0,0.0,0.0,0.0,15.0,0.0,5205.847716999415,False,False,True,0.0,0,0.0,59.92529296875,538.40771484375
2,43,no_op,13.423510789871216,13.423510789871216,13.423510789871216,0.0,-0.03480076789855957,-0.011518001556396484,0.6499233245849609,1.3560621738433838,3648,0,0.0,0.0,0.0,15.0,0.0,4976.93947100197,False,False,True,0.0,0,0.0,59.947265625,538.40771484375
3,43,no_op,13.29345703125,13.29345703125,13.29345703125,0.0,-0.13005375862121582,-0.1415717601776123,0.6369540691375732,1.3608897924423218,3715,0,0.0,0.0,0.0,15.0,0.0,5312.129373000062,False,False,True,0.0,0,0.0,59.97607421875,538.40771484375
4,43,no_op,13.11646819114685,13.11646819114685,13.11646819114685,0.0,-0.17698884010314941,-0.3185606002807617,0.6199556589126587,1.3368854522705078,3787,0,0.0,0.0,0.0,15.0,0.0,5273.096237004211,False,False,True,0.0,0,0.0,59.9873046875,538.40771484375
5,43,no_op,12.95127272605896,12.95127272605896,12.95127272605896,0.0,-0.16519546508789062,-0.48375606536865234,0.6036573052406311,1.36764395236969,3852,0,0.0,0.0,0.0,15.0,0.0,5243.213697998726,False,False,True,0.0,0,0.0,60.0087890625,538.40771484375
6,43,no_op,12.878561019897461,12.878561019897461,12.878561019897461,0.0,-0.07271170616149902,-0.5564677715301514,0.5974144339561462,1.3397855758666992,3920,0,0.0,0.0,0.0,15.0,0.0,5352.21285699663,False,False,True,0.0,0,0.0,60.02001953125,538.40771484375
7,43,no_op,12.833967208862305,12.833967208862305,12.833967208862305,0.0,-0.04459381103515625,-0.6010615825653076,0.5926762819290161,1.3465946912765503,3989,0,0.0,0.0,0.0,15.0,0.0,5376.702509995084,False,False,True,0.0,0,0.0,60.04150390625,538.40771484375
8,43,no_op,12.826802730560303,12.826802730560303,12.826802730560303,0.0,-0.007164478302001953,-0.6082260608673096,0.5923517346382141,1.3449037075042725,4053,0,0.0,0.0,0.0,15.0,0.0,5364.182251003513,False,False,True,0.0,0,0.0,60.052734375,538.40771484375
9,43,no_op,12.77980089187622,12.77980089187622,12.77980089187622,0.0,-0.04700183868408203,-0.6552278995513916,0.5839413404464722,1.330196738243103,4127,0,0.0,0.0,0.0,15.0,0.0,5402.564689997234,False,False,True,0.0,0,0.0,60.07470703125,538.40771484375
10,43,no_op,12.708885669708252,12.708885669708252,12.708885669708252,0.0,-0.07091522216796875,-0.7261431217193604,0.5729755163192749,1.329634428024292,4197,0,0.0,0.0,0.0,15.0,0.0,5542.63845999958,False,False,True,0.0,0,0.0,60.0888671875,538.40771484375
11,43,no_op,12.637141942977905,12.637141942977905,12.637141942977905,0.0,-0.07174372673034668,-0.797886848449707,0.5603994131088257,1.3303253650665283,4269,0,0.0,0.0,0.0,15.0,0.0,5579.43632700335,False,False,True,0.0,0,0.0,60.111328125,538.40771484375
12,43,no_op,12.522048950195312,12.522048950195312,12.522048950195312,0.0,-0.11509299278259277,-0.9129798412322998,0.5443767309188843,1.3418779373168945,4341,0,0.0,0.0,0.0,15.0,0.0,5561.220212002809,False,False,True,0.0,0,0.0,60.12255859375,538.40771484375
13,43,no_op,12.341554164886475,12.341554164886475,12.341554164886475,0.0,-0.1804947853088379,-1.0934746265411377,0.5209622383117676,1.3744534254074097,4409,0,0.0,0.0,0.0,15.0,0.0,5589.747111000179,False,False,True,0.0,0,0.0,60.14404296875,538.40771484375
14,43,no_op,12.215224504470825,12.215224504470825,12.215224504470825,0.0,-0.12632966041564941,-1.219804286956787,0.5034772157669067,1.3736311197280884,4479,0,0.0,0.0,0.0,15.0,0.0,5621.20845100435,False,False,True,0.0,0,0.0,60.1552734375,538.40771484375
15,43,no_op,12.079335451126099,12.079335451126099,12.079335451126099,0.0,-0.13588905334472656,-1.3556933403015137,0.48376986384391785,1.3793480396270752,4551,0,0.0,0.0,0.0,15.0,0.0,5711.882043004152,False,False,True,0.0,0,0.0,60.18310546875,538.40771484375
16,43,no_op,11.96300745010376,11.96300745010376,11.96300745010376,0.0,-0.11632800102233887,-1.4720213413238525,0.4674697518348694,1.3964228630065918,4622,0,0.0,0.0,0.0,15.0,0.0,5668.443803995615,False,False,True,0.0,0,0.0,60.2060546875,538.40771484375
17,43,no_op,11.909562349319458,11.909562349319458,11.909562349319458,0.0,-0.05344510078430176,-1.5254664421081543,0.45871275663375854,1.4090666770935059,4687,0,0.0,0.0,0.0,15.0,0.0,5820.05605300219,False,False,True,0.0,0,0.0,60.21728515625,538.40771484375
18,43,no_op,11.78595781326294,11.78595781326294,11.78595781326294,0.0,-0.12360453605651855,-1.6490709781646729,0.4367590546607971,1.4057201147079468,4758,0,0.0,0.0,0.0,15.0,0.0,5858.74706600589,False,False,True,0.0,0,0.0,60.23876953125,538.40771484375
19,43,no_op,11.719045639038086,11.719045639038086,11.719045639038086,0.0,-0.06691217422485352,-1.7159831523895264,0.4270271062850952,1.421609878540039,4823,0,0.0,0.0,0.0,15.0,0.0,5980.410589996609,False,False,True,0.0,0,0.0,60.25244140625,538.40771484375
20,43,no_op,11.707768440246582,11.707768440246582,11.707768440246582,0.0,-0.011277198791503906,-1.7272603511810303,0.42087846994400024,1.424498438835144,4895,0,0.0,0.0,0.0,15.0,0.0,5895.193429998471,False,False,True,0.0,0,0.0,60.2724609375,538.40771484375
21,43,no_op,11.6392982006073,11.6392982006073,11.6392982006073,0.0,-0.06847023963928223,-1.7957305908203125,0.4078056216239929,1.4319705963134766,4962,0,0.0,0.0,0.0,15.0,0.0,5779.471287998604,False,False,True,0.0,0,0.0,60.28564453125,538.40771484375
22,43,no_op,11.622316837310791,11.622316837310791,11.622316837310791,0.0,-0.01698136329650879,-1.8127119541168213,0.40633338689804077,1.4348652362823486,5029,0,0.0,0.0,0.0,15.0,0.0,5753.687550997711,False,False,True,0.0,0,0.0,60.3056640625,538.40771484375
23,43,no_op,11.640089750289917,11.640089750289917,11.640089750289917,0.0,0.017772912979125977,-1.7949390411376953,0.4081145226955414,1.4314640760421753,5100,0,0.0,0.0,0.0,15.0,0.0,5911.389501998201,False,False,True,0.0,0,0.0,60.318359375,538.40771484375
24,43,no_op,11.731621026992798,11.731621026992798,11.731621026992798,0.0,0.09153127670288086,-1.7034077644348145,0.42266160249710083,1.4347059726715088,5165,0,0.0,0.0,0.0,15.0,0.0,6010.448329005158,False,False,True,0.0,0,0.0,60.34130859375,538.40771484375
25,43,no_op,11.829230785369873,11.829230785369873,11.829230785369873,0.0,0.0976097583770752,-1.6057980060577393,0.43915003538131714,1.4379076957702637,5238,0,0.0,0.0,0.0,15.0,0.0,5948.6505629975,False,False,True,0.0,0,0.0,60.3525390625,538.40771484375
26,43,no_op,11.853593587875366,11.853593587875366,11.853593587875366,0.0,0.024362802505493164,-1.581435203552246,0.4482470154762268,1.436058521270752,5301,0,0.0,0.0,0.0,15.0,0.0,6302.713977995154,False,False,True,0.0,0,0.0,60.3740234375,538.40771484375
27,43,no_op,11.95888876914978,11.95888876914978,11.95888876914978,0.0,0.10529518127441406,-1.476140022277832,0.4657615125179291,1.454829454421997,5374,0,0.0,0.0,0.0,15.0,0.0,6012.123556996812,False,False,True,0.0,0,0.0,60.38525390625,538.40771484375
28,43,no_op,12.139791250228882,12.139791250228882,12.139791250228882,0.0,0.18090248107910156,-1.2952375411987305,0.4915253520011902,1.462035894393921,5448,0,0.0,0.0,0.0,15.0,0.0,6130.693924998923,False,False,True,0.0,0,0.0,60.4130859375,538.40771484375
29,43,no_op,12.139850854873657,12.139850854873657,12.139850854873657,0.0,5.9604644775390625e-05,-1.295177936553955,0.49188265204429626,1.4478615522384644,5519,0,0.0,0.0,0.0,15.0,0.0,6163.388866996684,False,False,True,0.0,0,0.0,60.435546875,538.40771484375
1,43,error_only,13.458311557769775,13.458311557769775,13.458311557769775,0.0,0.023282766342163086,0.023282766342163086,0.653879702091217,1.3533592224121094,3573,0,0.0,0.0,0.0,15.0,0.0,5206.827330999658,False,False,True,0.0,0,0.0,59.92529296875,538.40771484375
2,43,error_only,13.42463493347168,13.42463493347168,13.42463493347168,0.0,-0.0336766242980957,-0.010393857955932617,0.6500678062438965,1.3560621738433838,3640,0,0.0,0.0,0.0,15.0,0.0,5208.349600005022,False,False,True,0.0,0,0.0,59.947265625,538.40771484375
3,43,error_only,13.297611474990845,13.297611474990845,13.297611474990845,0.0,-0.12702345848083496,-0.13741731643676758,0.6371653079986572,1.3608897924423218,3710,0,0.0,0.0,0.0,15.0,0.0,5064.225699003146,False,False,True,0.0,0,0.0,59.95849609375,538.40771484375
4,43,error_only,13.118473291397095,13.118473291397095,13.118473291397095,0.0,-0.17913818359375,-0.3165555000305176,0.620025634765625,1.3368854522705078,3779,0,0.0,0.0,0.0,15.0,0.0,5100.416096996923,False,False,True,0.0,0,0.0,59.986328125,538.40771484375
5,43,error_only,12.952369451522827,12.952369451522827,12.952369451522827,0.0,-0.16610383987426758,-0.48265933990478516,0.6037881374359131,1.36764395236969,3849,0,0.0,0.0,0.0,15.0,0.0,5418.182389999856,False,False,True,0.0,0,0.0,60.0087890625,538.40771484375
6,43,error_only,12.884529829025269,12.884529829025269,12.884529829025269,0.0,-0.0678396224975586,-0.5504989624023438,0.5978924036026001,1.3397855758666992,3918,0,0.0,0.0,0.0,15.0,0.0,5248.0927880023955,False,False,True,0.0,0,0.0,60.02001953125,538.40771484375
7,43,error_only,12.832967042922974,12.832967042922974,12.832967042922974,0.0,-0.05156278610229492,-0.6020617485046387,0.5927397012710571,1.3465946912765503,3984,0,0.0,0.0,0.0,15.0,0.0,5305.228138997336,False,False,True,0.0,0,0.0,60.04150390625,538.40771484375
8,43,error_only,12.822510004043579,12.822510004043579,12.822510004043579,0.0,-0.010457038879394531,-0.6125187873840332,0.5923470258712769,1.3449037075042725,4053,0,0.0,0.0,0.0,15.0,0.0,5437.166613002773,False,False,True,0.0,0,0.0,60.052734375,538.40771484375
9,43,error_only,12.783032655715942,12.783032655715942,12.783032655715942,0.0,-0.03947734832763672,-0.6519961357116699,0.5842169523239136,1.330196738243103,4124,0,0.0,0.0,0.0,15.0,0.0,5390.2697790035745,False,False,True,0.0,0,0.0,60.07470703125,538.40771484375
10,43,error_only,12.699792385101318,12.699792385101318,12.699792385101318,0.0,-0.08324027061462402,-0.735236406326294,0.5721263289451599,1.329634428024292,4193,0,0.0,0.0,0.0,15.0,0.0,5521.089178997499,False,False,True,0.0,0,0.0,60.0888671875,538.40771484375
11,43,error_only,12.637454271316528,12.637454271316528,12.637454271316528,0.0,-0.06233811378479004,-0.797574520111084,0.5606300234794617,1.3303253650665283,4266,0,0.0,0.0,0.0,15.0,0.0,5459.0961299982155,False,False,True,0.0,0,0.0,60.10888671875,538.40771484375
12,43,error_only,12.516847848892212,12.516847848892212,12.516847848892212,0.0,-0.1206064224243164,-0.9181809425354004,0.5439177751541138,1.3418779373168945,4332,0,0.0,0.0,0.0,15.0,0.0,5522.618145994784,False,False,True,0.0,0,0.0,60.12158203125,538.40771484375
13,43,error_only,12.347255945205688,12.347255945205688,12.347255945205688,0.0,-0.16959190368652344,-1.0877728462219238,0.5210379362106323,1.3744534254074097,4404,0,0.0,0.0,0.0,15.0,0.0,5564.024531005998,False,False,True,0.0,0,0.0,60.14404296875,538.40771484375
14,43,error_only,12.220439910888672,12.220439910888672,12.220439910888672,0.0,-0.1268160343170166,-1.2145888805389404,0.5034763813018799,1.3736311197280884,4472,0,0.0,0.0,0.0,15.0,0.0,5564.212741002848,False,False,True,0.0,0,0.0,60.1552734375,538.40771484375
15,43,error_only,12.083141803741455,12.083141803741455,12.083141803741455,0.0,-0.1372981071472168,-1.3518869876861572,0.483874648809433,1.3793480396270752,4544,0,0.0,0.0,0.0,15.0,0.0,5693.117950999294,False,False,True,0.0,0,0.0,60.1767578125,538.40771484375
16,43,error_only,11.976954936981201,11.976954936981201,11.976954936981201,0.0,-0.1061868667602539,-1.4580738544464111,0.46838507056236267,1.3964228630065918,4612,0,0.0,0.0,0.0,15.0,0.0,5745.010766993801,False,False,True,0.0,0,0.0,60.2060546875,538.40771484375
17,43,error_only,11.924831867218018,11.924831867218018,11.924831867218018,0.0,-0.052123069763183594,-1.5101969242095947,0.4597603976726532,1.4090666770935059,4676,0,0.0,0.0,0.0,15.0,0.0,5639.552175998688,False,False,True,0.0,0,0.0,60.21728515625,538.40771484375
18,43,error_only,11.798800230026245,11.798800230026245,11.798800230026245,0.0,-0.12603163719177246,-1.6362285614013672,0.4377664029598236,1.4057201147079468,4747,0,0.0,0.0,0.0,15.0,0.0,5622.2073229946545,False,False,True,0.0,0,0.0,60.23876953125,538.40771484375
19,43,error_only,11.730408668518066,11.730408668518066,11.730408668518066,0.0,-0.06839156150817871,-1.704620122909546,0.42785024642944336,1.421609878540039,4815,0,0.0,0.0,0.0,15.0,0.0,5757.6513969979715,False,False,True,0.0,0,0.0,60.25,538.40771484375
20,43,error_only,11.714140176773071,11.714140176773071,11.714140176773071,0.0,-0.016268491744995117,-1.720888614654541,0.42107900977134705,1.424498438835144,4891,0,0.0,0.0,0.0,15.0,0.0,5825.085381999088,False,False,True,0.0,0,0.0,60.271484375,538.40771484375
21,43,error_only,11.66391372680664,11.66391372680664,11.66391372680664,0.0,-0.050226449966430664,-1.7711150646209717,0.4100240170955658,1.4319705963134766,4960,0,0.0,0.0,0.0,15.0,0.0,5934.068462003779,False,False,True,0.0,0,0.0,60.28515625,538.40771484375
22,43,error_only,11.650841236114502,11.650841236114502,11.650841236114502,0.0,-0.013072490692138672,-1.7841875553131104,0.40877795219421387,1.4348652362823486,5024,0,0.0,0.0,0.0,15.0,0.0,6035.9663760027615,False,False,True,0.0,0,0.0,60.30517578125,538.40771484375
23,43,error_only,11.68010950088501,11.68010950088501,11.68010950088501,0.0,0.029268264770507812,-1.7549192905426025,0.41139933466911316,1.4314640760421753,5093,0,0.0,0.0,0.0,15.0,0.0,6189.9701930015,False,False,True,0.0,0,0.0,60.318359375,538.40771484375
24,43,error_only,11.770564317703247,11.770564317703247,11.770564317703247,0.0,0.0904548168182373,-1.6644644737243652,0.4255827069282532,1.4347059726715088,5163,0,0.0,0.0,0.0,15.0,0.0,6101.735843003553,False,False,True,0.0,0,0.0,60.34130859375,538.40771484375
25,43,error_only,11.868607997894287,11.868607997894287,11.868607997894287,0.0,0.09804368019104004,-1.5664207935333252,0.4417051672935486,1.4379076957702637,5233,0,0.0,0.0,0.0,15.0,0.0,6038.716413997463,False,False,True,0.0,0,0.0,60.3525390625,538.40771484375
26,43,error_only,11.890201568603516,11.890201568603516,11.890201568603516,0.0,0.021593570709228516,-1.5448272228240967,0.45042312145233154,1.436058521270752,5304,0,0.0,0.0,0.0,15.0,0.0,6145.894216002489,False,False,True,0.0,0,0.0,60.3740234375,538.40771484375
27,43,error_only,11.98148250579834,11.98148250579834,11.98148250579834,0.0,0.09128093719482422,-1.4535462856292725,0.4664444923400879,1.454829454421997,5372,0,0.0,0.0,0.0,15.0,0.0,6274.471803997585,False,False,True,0.0,0,0.0,60.38525390625,538.40771484375
28,43,error_only,12.152609825134277,12.152609825134277,12.152609825134277,0.0,0.1711273193359375,-1.282418966293335,0.4912216067314148,1.462035894393921,5444,0,0.0,0.0,0.0,15.0,0.0,6291.864431994327,False,False,True,0.0,0,0.0,60.4130859375,538.40771484375
29,43,error_only,12.155888080596924,12.155888080596924,12.155888080596924,0.0,0.0032782554626464844,-1.2791407108306885,0.492023229598999,1.4478615522384644,5515,0,0.0,0.0,0.0,15.0,0.0,6526.556750999589,False,False,True,0.0,0,0.0,60.435546875,538.40771484375
1,43,ours,13.458311557769775,13.458311557769775,13.458311557769775,0.0,0.023282766342163086,0.023282766342163086,0.653879702091217,1.3533592224121094,3572,0,0.0,0.0,0.0,15.0,0.0,5157.174389998545,False,False,True,0.0,2153,0.8310185074806213,59.92529296875,538.40771484375
2,43,ours,13.422380685806274,13.422380685806274,13.422380685806274,0.0,-0.03593087196350098,-0.01264810562133789,0.6499649882316589,1.3560621738433838,3641,0,0.0,0.0,0.0,15.0,0.0,5034.386672996334,False,False,True,0.0,856,0.7532497644424438,59.947265625,538.40771484375
3,43,ours,13.295222520828247,13.295222520828247,13.295222520828247,0.0,-0.12715816497802734,-0.13980627059936523,0.6370655298233032,1.3608897924423218,3712,0,0.0,0.0,0.0,15.0,0.0,5016.886658995645,False,False,True,0.0,595,0.6838620901107788,59.95849609375,538.40771484375
4,43,ours,13.118605613708496,13.118605613708496,13.118605613708496,0.0,-0.17661690711975098,-0.3164231777191162,0.6202464699745178,1.3368854522705078,3779,0,0.0,0.0,0.0,15.0,0.0,5073.69394700072,False,False,True,0.0,626,0.6216552257537842,59.986328125,538.40771484375
5,43,ours,12.952603101730347,12.952603101730347,12.952603101730347,0.0,-0.16600251197814941,-0.4824256896972656,0.6039561629295349,1.36764395236969,3848,0,0.0,0.0,0.0,15.0,0.0,5457.789585998398,False,False,True,0.0,883,0.5659055113792419,60.0087890625,538.40771484375
6,43,ours,12.88644790649414,12.88644790649414,12.88644790649414,0.0,-0.06615519523620605,-0.5485808849334717,0.597974419593811,1.3397855758666992,3918,0,0.0,0.0,0.0,15.0,0.0,5478.149433998624,False,False,True,0.0,1249,0.5161492824554443,60.02001953125,538.40771484375
7,43,ours,12.831525802612305,12.831525802612305,12.831525802612305,0.0,-0.05492210388183594,-0.6035029888153076,0.5926351547241211,1.3465946912765503,3993,0,0.0,0.0,0.0,15.0,0.0,5369.23098799889,False,False,True,0.0,1656,0.4716727137565613,60.04150390625,538.40771484375
8,43,ours,12.821364402770996,12.821364402770996,12.821364402770996,0.0,-0.010161399841308594,-0.6136643886566162,0.5921432375907898,1.3449037075042725,4061,0,0.0,0.0,0.0,15.0,0.0,5446.792295995692,False,False,True,0.0,2300,0.4318787753582001,60.05517578125,538.40771484375
9,43,ours,12.765922546386719,12.765922546386719,12.765922546386719,0.0,-0.055441856384277344,-0.6691062450408936,0.5828968286514282,1.330196738243103,4132,0,0.0,0.0,0.0,15.0,0.0,5338.108486001147,False,False,True,0.0,2802,0.3960776627063751,60.076171875,538.40771484375
10,43,ours,12.685164213180542,12.685164213180542,12.685164213180542,0.0,-0.08075833320617676,-0.7498645782470703,0.5711028575897217,1.329634428024292,4196,0,0.0,0.0,0.0,15.0,0.0,5460.033282004588,False,False,True,0.0,2962,0.3641511797904968,60.0888671875,538.40771484375
11,43,ours,12.612119913101196,12.612119913101196,12.612119913101196,0.0,-0.0730443000793457,-0.822908878326416,0.558492124080658,1.3303253650665283,4261,0,0.0,0.0,0.0,15.0,0.0,5466.475754001294,False,False,True,0.0,3003,0.33635714650154114,60.10888671875,538.40771484375
12,43,ours,12.505320310592651,12.505320310592651,12.505320310592651,0.0,-0.10679960250854492,-0.9297084808349609,0.543492317199707,1.3418779373168945,4327,0,0.0,0.0,0.0,15.0,0.0,5684.276104999299,False,False,True,0.0,3061,0.3142564296722412,60.12158203125,538.40771484375
13,43,ours,12.330721616744995,12.330721616744995,12.330721616744995,0.0,-0.17459869384765625,-1.1043071746826172,0.5201329588890076,1.3744534254074097,4402,0,0.0,0.0,0.0,15.0,0.0,5796.689595001226,False,False,True,0.0,3024,0.2941024899482727,60.14404296875,538.40771484375
14,43,ours,12.204757928848267,12.204757928848267,12.204757928848267,0.0,-0.12596368789672852,-1.2302708625793457,0.5022993087768555,1.3736311197280884,4472,0,0.0,0.0,0.0,15.0,0.0,5525.4432410001755,False,False,True,0.0,2993,0.2760906219482422,60.1552734375,538.40771484375
15,43,ours,12.069203853607178,12.069203853607178,12.069203853607178,0.0,-0.13555407524108887,-1.3658249378204346,0.4828706681728363,1.3793480396270752,4539,0,0.0,0.0,0.0,15.0,0.0,5846.042174998729,False,False,True,0.0,2955,0.2596547305583954,60.1767578125,538.40771484375
