frame,seed,policy,n_gaussians,n_selected,fraction_selected,predicted_cost,scheduled_cost,budget_ms,jaccard_overlap,rejected_negative_count,norm_drift
2,45,error_only,3640,0,0.0,0.0,0.0,15.0,0.0,0,0.0
3,45,error_only,3703,0,0.0,0.0,0.0,15.0,0.0,0,0.0
4,45,error_only,3774,0,0.0,0.0,0.0,15.0,0.0,0,0.0
5,45,error_only,3847,0,0.0,0.0,0.0,15.0,0.0,0,0.0
6,45,error_only,3918,0,0.0,0.0,0.0,15.0,0.0,0,0.0
7,45,error_only,3984,0,0.0,0.0,0.0,15.0,0.0,0,0.0
8,45,error_only,4050,0,0.0,0.0,0.0,15.0,0.0,0,0.0
9,45,error_only,4123,0,0.0,0.0,0.0,15.0,0.0,0,0.0
10,45,error_only,4191,0,0.0,0.0,0.0,15.0,0.0,0,0.0
11,45,error_only,4261,0,0.0,0.0,0.0,15.0,0.0,0,0.0
12,45,error_only,4335,0,0.0,0.0,0.0,15.0,0.0,0,0.0
13,45,error_only,4408,0,0.0,0.0,0.0,15.0,0.0,0,0.0
14,45,error_only,4479,0,0.0,0.0,0.0,15.0,0.0,0,0.0
15,45,error_only,4543,0,0.0,0.0,0.0,15.0,0.0,0,0.0
16,45,error_only,4614,0,0.0,0.0,0.0,15.0,0.0,0,0.0
17,45,error_only,4681,0,0.0,0.0,0.0,15.0,0.0,0,0.0
18,45,error_only,4745,0,0.0,0.0,0.0,15.0,0.0,0,0.0
19,45,error_only,4815,0,0.0,0.0,0.0,15.0,0.0,0,0.0
20,45,error_only,4886,0,0.0,0.0,0.0,15.0,0.0,0,0.0
21,45,error_only,4958,0,0.0,0.0,0.0,15.0,0.0,0,0.0
22,45,error_only,5023,0,0.0,0.0,0.0,15.0,0.0,0,0.0
23,45,error_only,5092,0,0.0,0.0,0.0,15.0,0.0,0,0.0
24,45,error_only,5166,0,0.0,0.0,0.0,15.0,0.0,0,0.0
25,45,error_only,5228,0,0.0,0.0,0.0,15.0,0.0,0,0.0
26,45,error_only,5303,0,0.0,0.0,0.0,15.0,0.0,0,0.0
27,45,error_only,5374,0,0.0,0.0,0.0,15.0,0.0,0,0.0
28,45,error_only,5451,0,0.0,0.0,0.0,15.0,0.0,0,0.0
29,45,error_only,5518,0,0.0,0.0,0.0,15.0,0.0,0,0.0
1,45,ours,3571,0,0.0,0.0,0.0,15.0,0.0,8,0.8309964537620544
2,45,ours,3640,0,0.0,0.0,0.0,15.0,0.0,3560,0.7532217502593994
3,45,ours,3710,0,0.0,0.0,0.0,15.0,0.0,2173,0.6838040947914124
4,45,ours,3781,0,0.0,0.0,0.0,15.0,0.0,2257,0.6217743754386902
5,45,ours,3854,0,0.0,0.0,0.0,15.0,0.0,2868,0.5660945177078247
6,45,ours,3924,0,0.0,0.0,0.0,15.0,0.0,3382,0.5163383483886719
7,45,ours,3999,0,0.0,0.0,0.0,15.0,0.0,3596,0.47183191776275635
8,45,ours,4070,0,0.0,0.0,0.0,15.0,0.0,3715,0.4319923222064972
9,45,ours,4144,0,0.0,0.0,0.0,15.0,0.0,3793,0.39619654417037964
10,45,ours,4220,0,0.0,0.0,0.0,15.0,0.0,3864,0.3643362820148468
11,45,ours,4293,0,0.0,0.0,0.0,15.0,0.0,3941,0.336378812789917
12,45,ours,4362,0,0.0,0.0,0.0,15.0,0.0,4007,0.3142959177494049
13,45,ours,4433,0,0.0,0.0,0.0,15.0,0.0,4068,0.29425594210624695
14,45,ours,4500,0,0.0,0.0,0.0,15.0,0.0,4132,0.27613112330436707
15,45,ours,4563,0,0.0,0.0,0.0,15.0,0.0,4196,0.25973302125930786
16,45,ours,4627,0,0.0,0.0,0.0,15.0,0.0,4236,0.2447628527879715
17,45,ours,4700,0,0.0,0.0,0.0,15.0,0.0,4255,0.2309020608663559
18,45,ours,4767,0,0.0,0.0,0.0,15.0,0.0,4273,0.21878862380981445
19,45,ours,4836,0,0.0,0.0,0.0,15.0,0.0,4281,0.20758065581321716
20,45,ours,4904,0,0.0,0.0,0.0,15.0,0.0,4274,0.1973433941602707
21,45,ours,4973,0,0.0,0.0,0.0,15.0,0.0,4279,0.18811346590518951
22,45,ours,5047,0,0.0,0.0,0.0,15.0,0.0,4227,0.17961230874061584
23,45,ours,5120,0,0.0,0.0,0.0,15.0,0.0,4210,0.17215995490550995
24,45,ours,5183,0,0.0,0.0,0.0,15.0,0.0,4192,0.1653503030538559
25,45,ours,5246,0,0.0,0.0,0.0,15.0,0.0,4207,0.15910367667675018
26,45,ours,5315,0,0.0,0.0,0.0,15.0,0.0,4220,0.1534346491098404
27,45,ours,5378,0,0.0,0.0,0.0,15.0,0.0,4261,0.14860430359840393
28,45,ours,5445,0,0.0,0.0,0.0,15.0,0.0,4287,0.14401334524154663
29,45,ours,5516,0,0.0,0.0,0.0,15.0,0.0,4322,0.13966144621372223
1,46,no_op,3575,0,0.0,0.0,0.0,15.0,0.0,0,0.0
2,46,no_op,3644,0,0.0,0.0,0.0,15.0,0.0,0,0.0
3,46,no_op,3713,0,0.0,0.0,0.0,15.0,0.0,0,0.0
4,46,no_op,3784,0,0.0,0.0,0.0,15.0,0.0,0,0.0
5,46,no_op,3851,0,0.0,0.0,0.0,15.0,0.0,0,0.0
6,46,no_op,3919,0,0.0,0.0,0.0,15.0,0.0,0,0.0
7,46,no_op,3988,0,0.0,0.0,0.0,15.0,0.0,0,0.0
8,46,no_op,4060,0,0.0,0.0,0.0,15.0,0.0,0,0.0
9,46,no_op,4128,0,0.0,0.0,0.0,15.0,0.0,0,0.0
10,46,no_op,4199,0,0.0,0.0,0.0,15.0,0.0,0,0.0
11,46,no_op,4267,0,0.0,0.0,0.0,15.0,0.0,0,0.0
12,46,no_op,4336,0,0.0,0.0,0.0,15.0,0.0,0,0.0
13,46,no_op,4403,0,0.0,0.0,0.0,15.0,0.0,0,0.0
14,46,no_op,4470,0,0.0,0.0,0.0,15.0,0.0,0,0.0
15,46,no_op,4541,0,0.0,0.0,0.0,15.0,0.0,0,0.0
16,46,no_op,4607,0,0.0,0.0,0.0,15.0,0.0,0,0.0
17,46,no_op,4672,0,0.0,0.0,0.0,15.0,0.0,0,0.0
18,46,no_op,4741,0,0.0,0.0,0.0,15.0,0.0,0,0.0
19,46,no_op,4814,0,0.0,0.0,0.0,15.0,0.0,0,0.0
20,46,no_op,4875,0,0.0,0.0,0.0,15.0,0.0,0,0.0
21,46,no_op,4946,0,0.0,0.0,0.0,15.0,0.0,0,0.0
22,46,no_op,5013,0,0.0,0.0,0.0,15.0,0.0,0,0.0
23,46,no_op,5078,0,0.0,0.0,0.0,15.0,0.0,0,0.0
24,46,no_op,5145,0,0.0,0.0,0.0,15.0,0.0,0,0.0
25,46,no_op,5211,0,0.0,0.0,0.0,15.0,0.0,0,0.0
26,46,no_op,5282,0,0.0,0.0,0.0,15.0,0.0,0,0.0
27,46,no_op,5352,0,0.0,0.0,0.0,15.0,0.0,0,0.0
28,46,no_op,5420,0,0.0,0.0,0.0,15.0,0.0,0,0.0
29,46,no_op,5492,0,0.0,0.0,0.0,15.0,0.0,0,0.0
1,46,error_only,3576,7,0.0019574944071588368,12.599517822265625,13.85947048664093,15.0,0.0,0,0.0
2,46,error_only,3648,7,0.001918859649122807,13.431815147399902,14.774996042251587,15.0,0.0,0,0.0
3,46,error_only,3720,7,0.001881720430107527,13.407755851745605,14.748531818389893,15.0,0.0,0,0.0
4,46,error_only,3791,7,0.0018464785017145871,13.38344955444336,14.721795558929443,15.0,0.0,0,0.0
5,46,error_only,3856,7,0.0018153526970954357,13.358955383300781,14.69485068321228,15.0,0.0,0,0.0
6,46,error_only,3926,7,0.001782985226693836,13.335366249084473,14.668903827667236,15.0,0.0,0,0.0
7,46,error_only,3996,7,0.0017517517517517517,13.312959671020508,14.64425539970398,15.0,0.0,0,0.0
8,46,error_only,4065,7,0.0017220172201722018,13.291794776916504,14.620975494384766,15.0,0.0,0,0.0
9,46,error_only,4135,7,0.0016928657799274486,13.270709991455078,14.597780704498291,15.0,0.0,0,0.0
10,46,error_only,4205,7,0.0016646848989298453,13.249443054199219,14.574388980865479,15.0,0.0,0,0.0
11,46,error_only,4277,7,0.0016366612111292963,13.227907180786133,14.550698518753052,15.0,0.0,0,0.0
12,46,error_only,4350,7,0.0016091954022988506,13.206188201904297,14.526806116104126,15.0,0.0,0,0.0
13,46,error_only,4422,7,0.001582994120307553,13.184172630310059,14.50258994102478,15.0,0.0,0,0.0
14,46,error_only,4491,7,0.0015586729013582722,13.162328720092773,14.47856068611145,15.0,0.0,0,0.0
15,46,error_only,4561,7,0.0015347511510633632,13.140876770019531,14.454967021942139,15.0,0.0,0,0.0
16,46,error_only,4631,7,0.0015115525804361909,13.119754791259766,14.431730508804321,15.0,0.0,0,0.0
17,46,error_only,4697,7,0.0014903129657228018,13.099397659301758,14.409338474273682,15.0,0.0,0,0.0
18,46,error_only,4769,7,0.0014678129586915495,13.079076766967773,14.386983156204224,15.0,0.0,0,0.0
19,46,error_only,4844,7,0.001445086705202312,13.05906867980957,14.364974975585938,15.0,0.0,0,0.0
20,46,error_only,4909,7,0.001425952332450601,13.04001235961914,14.344013214111328,15.0,0.0,0,0.0
21,46,error_only,4977,7,0.0014064697609001407,13.02131175994873,14.32344365119934,15.0,0.0,0,0.0
22,46,error_only,5045,7,0.0013875123885034688,13.003656387329102,14.304022312164307,15.0,0.0,0,0.0
23,46,error_only,5116,7,0.0013682564503518374,12.987626075744629,14.286388397216797,15.0,0.0,0,0.0
24,46,error_only,5189,7,0.0013490075158990172,12.973393440246582,14.270732164382935,15.0,0.0,0,0.0
25,46,error_only,5259,7,0.0013310515307092604,12.961429595947266,14.25757098197937,15.0,0.0,0,0.0
26,46,error_only,5329,7,0.0013135672734096453,12.951102256774902,14.246212244033813,15.0,0.0,0,0.0
27,46,error_only,5399,7,0.0012965363956288201,12.942367553710938,14.236605882644653,15.0,0.0,0,0.0
28,46,error_only,5471,7,0.0012794735880095047,12.936075210571289,14.22968316078186,15.0,0.0,0,0.0
29,46,error_only,5537,7,0.0012642225031605564,12.930211067199707,14.223232746124268,15.0,0.0,0,0.0
1,46,ours,3571,0,0.0,0.0,0.0,15.0,0.0,3571,0.8309964537620544
2,46,ours,3641,0,0.0,0.0,0.0,15.0,0.0,3194,0.7531924843788147
3,46,ours,3713,0,0.0,0.0,0.0,15.0,0.0,1657,0.6838009357452393
4,46,ours,3784,0,0.0,0.0,0.0,15.0,0.0,933,0.6217898726463318
5,46,ours,3852,1,0.00025960539979231567,13.409679412841797,14.75064754486084,15.0,0.0,1276,0.5660738348960876
6,46,ours,3924,1,0.00025484199796126404,9.910964965820312,10.902061462402344,15.0,0.0,1374,0.5162692666053772
7,46,ours,3988,1,0.00025075225677031093,8.793863296508789,9.673250198364258,15.0,0.0,1378,0.47155362367630005
8,46,ours,4061,1,0.0002462447672986949,7.326267719268799,8.058895111083984,15.0,0.0,1282,0.43169593811035156
9,46,ours,4132,2,0.000484027105517909,13.594435691833496,14.953879356384277,15.0,0.0,1226,0.3959667980670929
10,46,ours,4205,2,0.0004756242568370987,12.066823959350586,13.27350664138794,15.0,0.0,1162,0.3640446364879608
11,46,ours,4276,2,0.0004677268475210477,10.309264183044434,11.340190887451172,15.0,0.0,1067,0.33626142144203186
12,46,ours,4342,2,0.00046061722708429296,9.431127548217773,10.374239921569824,15.0,0.0,1059,0.3142849802970886
13,46,ours,4409,3,0.0006804264005443411,13.542447090148926,14.896693229675293,15.0,0.0,1026,0.2942552864551544
14,46,ours,4475,1,0.000223463687150838,10.268901824951172,11.295792579650879,15.0,0.0,1048,0.276063472032547
15,46,ours,4546,2,0.0004399472063352398,12.84164047241211,14.125805377960205,15.0,0.0,1054,0.2594815492630005
16,46,ours,4613,2,0.00043355733795794494,11.525911331176758,12.678502082824707,15.0,0.0,1070,0.24468769133090973
17,46,ours,4677,2,0.00042762454564892024,11.957437515258789,13.15318250656128,15.0,0.0,1134,0.23120684921741486
18,46,ours,4743,2,0.000421674045962471,12.357664108276367,13.593430519104004,15.0,0.0,1180,0.2188737988471985
19,46,ours,4813,3,0.0006233118637024725,13.47846794128418,14.826315879821777,15.0,0.0,1357,0.20760707557201385
20,46,ours,4886,2,0.00040933278755628325,11.814573287963867,12.996031284332275,15.0,0.25,1462,0.19726978242397308
21,46,ours,4955,2,0.0004036326942482341,11.940088272094727,13.134097814559937,15.0,0.0,1555,0.18812765181064606
22,46,ours,5023,3,0.0005972526378658173,13.252077102661133,14.57728624343872,15.0,0.0,1640,0.17981049418449402
23,46,ours,5094,3,0.0005889281507656066,13.357735633850098,14.693508863449097,15.0,0.5,1759,0.17215195298194885
24,46,ours,5164,3,0.0005809450038729666,12.61810302734375,13.879914283752441,15.0,0.0,1841,0.1651165634393692
25,46,ours,5232,5,0.00095565749235474,12.509124755859375,13.760037422180176,15.0,0.0,1943,0.15904784202575684
26,46,ours,5304,5,0.000942684766214178,11.704206466674805,12.874627828598022,15.0,0.0,2052,0.15341009199619293
27,46,ours,5375,5,0.0009302325581395349,13.05156135559082,14.356717586517334,15.0,0.1111111111111111,2091,0.1485079675912857
28,46,ours,5443,5,0.0009186110600771634,12.469925880432129,13.7169189453125,15.0,0.1111111111111111,2158,0.14422057569026947
29,46,ours,5509,5,0.0009076057360682519,12.789976119995117,14.068974733352661,15.0,0.0,2247,0.14012180268764496
