frame,seed,policy,budget_ms,predicted_cost,scheduled_cost,actual_opt_ms,frame_wall_ms,is_pred_violation,is_opt_violation,is_frame_violation
1,45,ours,15.0,0.0,0.0,0.0,4936.674274002144,False,False,True
2,45,ours,15.0,0.0,0.0,0.0,4978.957150997303,False,False,True
3,45,ours,15.0,0.0,0.0,0.0,4866.340253996896,False,False,True
4,45,ours,15.0,0.0,0.0,0.0,5065.023151000787,False,False,True
5,45,ours,15.0,0.0,0.0,0.0,5081.964273995254,False,False,True
6,45,ours,15.0,0.0,0.0,0.0,5135.880950001592,False,False,True
7,45,ours,15.0,0.0,0.0,0.0,5095.99123299995,False,False,True
8,45,ours,15.0,0.0,0.0,0.0,5094.913296001323,False,False,True
9,45,ours,15.0,0.0,0.0,0.0,5218.990251996729,False,False,True
10,45,ours,15.0,0.0,0.0,0.0,5296.398835998843,False,False,True
11,45,ours,15.0,0.0,0.0,0.0,5208.8677040010225,False,False,True
12,45,ours,15.0,0.0,0.0,0.0,5310.686691002047,False,False,True
13,45,ours,15.0,0.0,0.0,0.0,5334.9617540006875,False,False,True
14,45,ours,15.0,0.0,0.0,0.0,5480.561465999926,False,False,True
15,45,ours,15.0,0.0,0.0,0.0,5494.982619995426,False,False,True
16,45,ours,15.0,0.0,0.0,0.0,5458.966354999575,False,False,True
17,45,ours,15.0,0.0,0.0,0.0,5507.925147998321,False,False,True
18,45,ours,15.0,0.0,0.0,0.0,5616.040820998023,False,False,True
19,45,ours,15.0,0.0,0.0,0.0,5608.85103399778,False,False,True
20,45,ours,15.0,0.0,0.0,0.0,5640.3996359949815,False,False,True
21,45,ours,15.0,0.0,0.0,0.0,5701.3911769972765,False,False,True
22,45,ours,15.0,0.0,0.0,0.0,5729.29999599728,False,False,True
23,45,ours,15.0,0.0,0.0,0.0,5781.704927001556,False,False,True
24,45,ours,15.0,0.0,0.0,0.0,5795.232912998472,False,False,True
25,45,ours,15.0,0.0,0.0,0.0,5866.132561000995,False,False,True
26,45,ours,15.0,0.0,0.0,0.0,5906.076275998203,False,False,True
27,45,ours,15.0,0.0,0.0,0.0,5877.594995996333,False,False,True
28,45,ours,15.0,0.0,0.0,0.0,5981.9428050032,False,False,True
29,45,ours,15.0,0.0,0.0,0.0,5990.658952003287,False,False,True
1,46,no_op,15.0,0.0,0.0,0.0,4870.248558996536,False,False,True
2,46,no_op,15.0,0.0,0.0,0.0,9454.906464998203,False,False,True
3,46,no_op,15.0,0.0,0.0,0.0,5195.923229999607,False,False,True
4,46,no_op,15.0,0.0,0.0,0.0,5108.877104998101,False,False,True
5,46,no_op,15.0,0.0,0.0,0.0,5298.91347100056,False,False,True
6,46,no_op,15.0,0.0,0.0,0.0,5285.574430999986,False,False,True
7,46,no_op,15.0,0.0,0.0,0.0,5550.758796998707,False,False,True
8,46,no_op,15.0,0.0,0.0,0.0,5334.571530998801,False,False,True
9,46,no_op,15.0,0.0,0.0,0.0,5414.779403996363,False,False,True
10,46,no_op,15.0,0.0,0.0,0.0,5318.00959300017,False,False,True
11,46,no_op,15.0,0.0,0.0,0.0,5343.273813996348,False,False,True
12,46,no_op,15.0,0.0,0.0,0.0,5441.1269150004955,False,False,True
13,46,no_op,15.0,0.0,0.0,0.0,5570.23070500145,False,False,True
14,46,no_op,15.0,0.0,0.0,0.0,5678.660124001908,False,False,True
15,46,no_op,15.0,0.0,0.0,0.0,5641.389252996305,False,False,True
16,46,no_op,15.0,0.0,0.0,0.0,5683.2525889985845,False,False,True
17,46,no_op,15.0,0.0,0.0,0.0,5767.415925001842,False,False,True
18,46,no_op,15.0,0.0,0.0,0.0,5883.403936000832,False,False,True
19,46,no_op,15.0,0.0,0.0,0.0,5757.184556001448,False,False,True
20,46,no_op,15.0,0.0,0.0,0.0,5961.333736995584,False,False,True
21,46,no_op,15.0,0.0,0.0,0.0,5914.83951400005,False,False,True
22,46,no_op,15.0,0.0,0.0,0.0,6004.42745800683,False,False,True
23,46,no_op,15.0,0.0,0.0,0.0,5994.643152997014,False,False,True
24,46,no_op,15.0,0.0,0.0,0.0,6219.554196999525,False,False,True
25,46,no_op,15.0,0.0,0.0,0.0,6029.044442999293,False,False,True
26,46,no_op,15.0,0.0,0.0,0.0,6279.860570000892,False,False,True
27,46,no_op,15.0,0.0,0.0,0.0,6180.132995003078,False,False,True
28,46,no_op,15.0,0.0,0.0,0.0,6254.320510997786,False,False,True
29,46,no_op,15.0,0.0,0.0,0.0,6221.187930997985,False,False,True
1,46,error_only,15.0,12.599517822265625,13.85947048664093,11.638879776000977,5289.753848002874,False,False,True
2,46,error_only,15.0,13.431815147399902,14.774996042251587,29.509544372558594,5338.995301004616,False,True,True
3,46,error_only,15.0,13.407755851745605,14.748531818389893,19.84572410583496,5320.0316009970265,False,True,True
4,46,error_only,15.0,13.38344955444336,14.721795558929443,32.480716705322266,5472.59998699883,False,True,True
5,46,error_only,15.0,13.358955383300781,14.69485068321228,29.86288070678711,5667.22730499896,False,True,True
6,46,error_only,15.0,13.335366249084473,14.668903827667236,24.371862411499023,5520.905949000735,False,True,True
7,46,error_only,15.0,13.312959671020508,14.64425539970398,29.337167739868164,5655.891482005245,False,True,True
8,46,error_only,15.0,13.291794776916504,14.620975494384766,29.65235710144043,6032.006191999244,False,True,True
9,46,error_only,15.0,13.270709991455078,14.597780704498291,25.86221694946289,5764.000393006427,False,True,True
10,46,error_only,15.0,13.249443054199219,14.574388980865479,28.787851333618164,5946.807161999459,False,True,True
11,46,error_only,15.0,13.227907180786133,14.550698518753052,20.833730697631836,6141.768733999925,False,True,True
12,46,error_only,15.0,13.206188201904297,14.526806116104126,23.54907989501953,5769.737091002753,False,True,True
13,46,error_only,15.0,13.184172630310059,14.50258994102478,25.313615798950195,5814.891399000771,False,True,True
14,46,error_only,15.0,13.162328720092773,14.47856068611145,23.909807205200195,5970.942355997977,False,True,True
15,46,error_only,15.0,13.140876770019531,14.454967021942139,27.006149291992188,6066.899134995765,False,True,True
16,46,error_only,15.0,13.119754791259766,14.431730508804321,27.74810791015625,6042.64348000288,False,True,True
17,46,error_only,15.0,13.099397659301758,14.409338474273682,25.105714797973633,6142.310114999418,False,True,True
18,46,error_only,15.0,13.079076766967773,14.386983156204224,26.64971351623535,6143.615827997564,False,True,True
19,46,error_only,15.0,13.05906867980957,14.364974975585938,26.924610137939453,6131.244343996514,False,True,True
20,46,error_only,15.0,13.04001235961914,14.344013214111328,22.361040115356445,6126.322440999502,False,True,True
21,46,error_only,15.0,13.02131175994873,14.32344365119934,28.064727783203125,6175.044344003254,False,True,True
22,46,error_only,15.0,13.003656387329102,14.304022312164307,22.940635681152344,6240.435546002118,False,True,True
23,46,error_only,15.0,12.987626075744629,14.286388397216797,20.2939510345459,6297.103576005611,False,True,True
24,46,error_only,15.0,12.973393440246582,14.270732164382935,24.774789810180664,6308.9722899967455,False,True,True
25,46,error_only,15.0,12.961429595947266,14.25757098197937,31.716585159301758,6417.170518994681,False,True,True
26,46,error_only,15.0,12.951102256774902,14.246212244033813,26.365995407104492,6434.095118005644,False,True,True
27,46,error_only,15.0,12.942367553710938,14.236605882644653,22.610902786254883,6443.879980004567,False,True,True
28,46,error_only,15.0,12.936075210571289,14.22968316078186,22.62592315673828,6696.677059997455,False,True,True
29,46,error_only,15.0,12.930211067199707,14.223232746124268,28.272390365600586,6688.728857996466,False,True,True
1,46,ours,15.0,0.0,0.0,0.0,4957.571979997738,False,False,True
2,46,ours,15.0,0.0,0.0,0.0,4981.334005999088,False,False,True
3,46,ours,15.0,0.0,0.0,0.0,5019.7165419958765,False,False,True
4,46,ours,15.0,0.0,0.0,0.0,5127.854058999219,False,False,True
5,46,ours,15.0,13.409679412841797,14.75064754486084,15.985250473022461,5736.369336998905,False,True,True
6,46,ours,15.0,9.910964965820312,10.902061462402344,10.06317138671875,5599.566502998641,False,False,True
7,46,ours,15.0,8.793863296508789,9.673250198364258,8.23354721069336,5632.53557599819,False,False,True
8,46,ours,15.0,7.326267719268799,8.058895111083984,10.003328323364258,5692.130661998817,False,False,True
9,46,ours,15.0,13.594435691833496,14.953879356384277,15.61427116394043,5674.332681999658,False,True,True
10,46,ours,15.0,12.066823959350586,13.27350664138794,21.15941047668457,5705.977657999028,False,True,True
11,46,ours,15.0,10.309264183044434,11.340190887451172,18.311500549316406,5715.252235997468,False,True,True
12,46,ours,15.0,9.431127548217773,10.374239921569824,21.860599517822266,5817.062957998132,False,True,True
13,46,ours,15.0,13.542447090148926,14.896693229675293,19.3173885345459,5915.606962997117,False,True,True
14,46,ours,15.0,10.268901824951172,11.295792579650879,9.825706481933594,5853.909208999539,False,False,True
15,46,ours,15.0,12.84164047241211,14.125805377960205,18.15199851989746,5855.307860998437,False,True,True
16,46,ours,15.0,11.525911331176758,12.678502082824707,15.782356262207031,5985.698626995145,False,True,True
17,46,ours,15.0,11.957437515258789,13.15318250656128,27.32110023498535,6045.632136003405,False,True,True
18,46,ours,15.0,12.357664108276367,13.593430519104004,18.41282844543457,6060.287679996691,False,True,True
19,46,ours,15.0,13.47846794128418,14.826315879821777,31.89826011657715,6156.699334998848,False,True,True
20,46,ours,15.0,11.814573287963867,12.996031284332275,25.055408477783203,6177.431969001191,False,True,True
21,46,ours,15.0,11.940088272094727,13.134097814559937,18.20230484008789,6242.5056749998475,False,True,True
22,46,ours,15.0,13.252077102661133,14.57728624343872,33.77342224121094,6144.140446995152,False,True,True
23,46,ours,15.0,13.357735633850098,14.693508863449097,25.978565216064453,6225.594474002719,False,True,True
24,46,ours,15.0,12.61810302734375,13.879914283752441,33.429622650146484,6337.238775995502,False,True,True
25,46,ours,15.0,12.509124755859375,13.760037422180176,38.43426704406738,6372.162122002919,False,True,True
26,46,ours,15.0,11.704206466674805,12.874627828598022,34.50775146484375,6415.510935999919,False,True,True
27,46,ours,15.0,13.05156135559082,14.356717586517334,31.092166900634766,6493.222614997649,False,True,True
28,46,ours,15.0,12.469925880432129,13.7169189453125,32.25135803222656,6533.542598001077,False,True,True
29,46,ours,15.0,12.789976119995117,14.068974733352661,35.362958908081055,6535.153699005605,False,True,True
