frame,seed,policy,t_extract_ms,t_a1_ms,t_b2_norm_ms,t_infer_ms,t_knapsack_ms,t_selection_total_ms,t_cache_ms,actual_opt_ms,t_statestore_update_ms,t_render_and_overhead_ms,frame_wall_ms
15,45,error_only,0.31676999969931785,0.3245449997848482,0.0625829998170957,0.2998279996972997,0.5142899999555084,1.6145019999385113,0.0,0.0,0.26634400001057656,6125.427359000241,6127.30820500019
16,45,error_only,0.34498199966037646,0.30089300071267644,0.0750560002416023,0.2995790000568377,0.6365110002661822,1.7634779997024452,0.0,0.0,0.4537549993983703,6114.285146000839,6116.5023789999395
17,45,error_only,0.33747499946912285,0.32458100031362846,0.06985100026213331,0.34211699949082686,0.5834379999214434,1.7607589998078765,0.0,0.0,0.30121300005703233,6309.069296999951,6311.131268999816
18,45,error_only,0.3610440007832949,0.3508439995130175,0.07673300024180207,0.3441079998083296,0.5621480004265322,1.7964509997909772,0.0,0.0,1.2040419996992568,6424.6085980003045,6427.609090999795
19,45,error_only,0.31879000016488135,0.29631800043716794,0.08840099962981185,0.30038100067031337,0.5527100001927465,1.6469290003442438,0.0,0.0,0.2748619999692892,6221.176412000204,6223.098203000518
20,45,error_only,0.33867199999804143,0.34306300040043425,0.07247200028359657,0.31736800065118587,0.6568839999090414,1.828662000662007,0.0,0.0,0.31333399965660647,6448.281226999825,6450.4232230001435
21,45,error_only,0.34082599995599594,0.30628900003648596,0.06715300060022855,0.3148240002701641,0.5658639993271208,1.689939000243612,0.0,0.0,0.3076820003116154,6551.900564999414,6553.898185999969
22,45,error_only,0.3244089994041133,0.3244130002713064,0.06626899994444102,0.30569499995181104,0.5817119999846909,1.69040800028597,0.0,0.0,0.26703299954533577,6507.340376000684,6509.297817000515
23,45,error_only,0.3283360001660185,0.32451199967908906,0.06991999998717802,0.29405100030999165,0.5663609999828623,1.675659000284213,0.0,0.0,0.26271099977748236,6163.763550000112,6165.701920000174
24,45,error_only,0.394806999793218,0.33320799957436975,0.08419999994657701,0.3380880007171072,0.7053509998513618,1.957964999746764,0.0,0.0,0.3035569998246501,6800.968053999895,6803.229575999467
25,45,error_only,0.3752960001293104,0.35188900073990226,0.08518400045431918,0.3437410005062702,0.7392580000669113,1.9970980001744465,0.0,0.0,0.3391209993424127,6746.914406000542,6749.250625000059
26,45,error_only,0.3822369999397779,0.3201059998900746,0.08343799981958,0.3537659995345166,0.5982250004308298,1.8416739994790987,0.0,0.0,0.316429000122298,6875.564836000194,6877.722938999796
27,45,error_only,0.38429300002462696,0.35755400040216045,0.07963000007293886,0.35443199976725737,0.6691500002489192,1.9496140002956963,0.0,0.0,0.33582600008230656,6740.7224869994025,6743.0079269997805
28,45,error_only,0.37813499966432573,0.3677849999803584,0.07945499964989722,0.34933599999931175,0.677908999932697,2.7472100000522914,0.0,0.0,0.29681500018341467,6697.17159099946,6700.215615999696
29,45,error_only,0.28449399997043656,0.3626689995144261,0.08074200013652444,0.3055560000575497,0.6903049998072674,1.8236559999422752,0.0,0.0,0.3645670003606938,6855.118831999789,6857.307055000092
1,45,ours,0.30037499982427107,0.26818100013770163,0.2813480004988378,0.39401200046995655,0.6055570001990418,1.9399960001464933,0.0,0.0,0.24074399971141247,5660.37273099937,5662.553470999228
2,45,ours,0.33274599991273135,0.27408799996919697,0.27495099948282586,0.30196900024748174,0.42226599998684833,1.696793000519392,0.0,0.0,0.2873680004995549,5585.545076999551,5587.52923800057
3,45,ours,0.302188999739883,0.28911699973832583,0.27577099990594434,0.35765299980994314,0.5128909997438313,1.828024000133155,0.0,0.0,0.30794799931754824,5559.308578000127,5561.444549999578
4,45,ours,0.3477889995338046,0.29652500052179676,0.2892360007535899,0.428999999712687,0.5155930002729292,1.98326999998244,0.0,0.0,0.27250499988440424,5566.374868999446,5568.630643999313
5,45,ours,0.3180450003128499,0.2783579993774765,0.3162620005241479,0.4042389991809614,0.4924140002913191,1.9060349995925208,0.0,0.0,0.36351699964143336,5753.601984000852,5755.871536000086
6,45,ours,0.3284109998276108,0.31922200014378177,0.33500900008220924,0.42110499998671,0.5074479995528236,2.015160000155447,0.0,0.0,0.293991000035021,5802.527062000081,5804.8362130002715
7,45,ours,0.3044679997401545,0.2869339996323106,0.2982420000989805,0.3811410006164806,0.4781659999935073,1.8465659995854367,0.0,0.0,0.2570569995441474,5779.919692001386,5782.023315000515
8,45,ours,0.3088869998464361,0.28250200011825655,0.31369400039693573,0.38127600055304356,0.47441500009881565,1.8572940007288707,0.0,0.0,0.265212000158499,5711.713575999056,5713.836081999943
9,45,ours,0.36648300010710955,0.31541899988951627,0.3712999996423605,0.45582500024465844,0.5439050000859424,2.1597779996227473,0.0,0.0,0.32015599936130457,6192.474196001058,6194.954130000042
10,45,ours,0.39241099966602633,0.3287190002083662,0.5895509993933956,1.221362000251247,0.8080739999059006,3.5313400003360584,0.0,0.0,0.35019700044358615,6148.293023999031,6152.174560999811
11,45,ours,0.38385700008802814,0.33505999999761116,0.38651700015179813,0.49497400050313445,0.5662310004481697,2.2857980002299882,0.0,0.0,0.37170399991737213,6105.6743760000245,6108.331878000172
12,45,ours,0.3631509998740512,0.31504799972026376,0.36629900023399387,0.43931600066571264,0.5592199995589908,2.1410449999166303,0.0,0.0,0.298155000564293,6299.188533999768,6301.627734000249
13,45,ours,0.42441200002940604,0.3263569997216109,0.38651700015179813,0.45397699977911543,0.5882360001123743,2.2895319998497143,0.0,0.0,0.33561299915163545,6086.728751000919,6089.3538959999205
14,45,ours,0.3796820001298329,0.32568900041951565,0.3404039998713415,0.4493930000535329,0.5347850001271581,2.1246330006761127,0.0,0.0,0.31210799988912186,6397.649559999991,6400.086301000556
15,45,ours,0.31272800060833106,0.3117539999948349,0.3210160002709017,0.403070000174921,0.6449610000345274,2.101099999890721,0.0,0.0,0.2574899999672198,6030.457608000688,6032.816198000546
16,45,ours,0.3218789997845306,0.28907499927299796,0.34795999999914784,0.4025919997729943,0.5306289995132829,1.9885060000888188,0.0,0.0,0.2672789996722713,6209.449263999886,6211.705048999647
17,45,ours,0.3724939997482579,0.3040139999939129,0.33477399938419694,0.4429640002854285,0.5387849996623117,2.0877010001640883,0.0,0.0,0.26641299973562127,6261.733237000044,6264.087350999944
18,45,ours,0.3713950000019395,0.32507899959455244,0.34228500044264365,0.44464699931268115,0.5596259998128517,2.136752999831515,0.0,0.0,0.3029100007552188,6659.803187999387,6662.242850999974
19,45,ours,0.3711559993462288,0.32997599919326603,0.40282999998453306,0.4475720006666961,0.6241840001166565,2.2749719992134487,0.0,0.0,0.32470000041939784,6502.379039000516,6504.978711000149
20,45,ours,0.3894829997079796,0.35538000065571396,0.34090500048478134,0.41830499958450673,0.5809949998365482,2.177192999624822,0.0,0.0,0.32654999995429534,6318.628902000455,6321.132645000034
21,45,ours,0.3784969994740095,0.3624029995989986,0.40620300023874734,0.44156500007375143,0.6590840002900222,2.352356999836047,0.0,0.0,0.3090290001637186,6284.946707000017,6287.608093000017
22,45,ours,0.3759460005312576,0.3324409999549971,0.3896990001521772,0.3096020000157296,0.6025230004524929,3.0493410004055477,0.0,0.0,0.3109050003331504,6784.140121999371,6787.50036800011
23,45,ours,0.3371230004631798,0.30903599963494344,0.3581970004233881,0.4232199999023578,0.8407289997194312,2.361890999964089,0.0,0.0,0.3133970003545983,6805.348419999973,6808.023708000292
24,45,ours,0.40499399983673356,0.33144500048365444,0.3717780000442872,0.3239229999962845,0.6124290002844646,2.140843000233872,0.0,0.0,0.2799739995680284,6405.557873000362,6407.978690000164
25,45,ours,0.3896260004694341,0.3249499995945371,0.4070329996466171,0.3863580004690448,0.6602349994864198,2.2635209998043138,0.0,0.0,0.3064660004383768,6978.155653000613,6980.7256400008555
26,45,ours,0.3767400003198418,0.33936699946934823,0.39454299985663965,0.43023699981858954,0.6817639996370417,2.3188690001916257,0.0,0.0,0.34551099997770507,6589.765091999652,6592.4294719998215
27,45,ours,0.33597200035728747,0.3495440005281125,0.38236799991864245,0.3744979994735331,0.6592599993382464,2.1937729998171562,0.0,0.0,0.3023959998245118,6777.898701000595,6780.394870000237
28,45,ours,0.3017070002897526,0.35301900061313063,0.3912550000677584,0.46506400030921213,0.6874779992358526,2.3023319999992964,0.0,0.0,0.3443259993218817,6948.026788000789,6950.67344600011
29,45,ours,0.4034949997731019,0.32329400073649595,0.388181999369408,0.5057660000602482,0.7314770000448334,2.4644509994686814,0.0,0.0,0.33389100008207606,6648.4031350000805,6651.201476999631
1,46,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21276700044836616,5343.404633999853,5343.6174010003015
2,46,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28962399937881855,5682.986432000689,5683.276056000068
3,46,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2936849996331148,5817.922173000625,5818.215858000258
4,46,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27126700024382444,5791.984989999946,5792.25625700019
5,46,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29658000039489707,5654.794286999277,5655.090866999672
6,46,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30600900026911404,5665.568639999947,5665.874649000216
7,46,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2591919992482872,5983.8510990011855,5984.110291000434
8,46,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3358530002515181,9046.856551000019,9047.19240400027
9,46,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2792779996525496,6239.173730000402,6239.453008000055
10,46,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33388300016667927,5917.863685999691,5918.197568999858
11,46,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29252700005599763,6973.104153999884,6973.39668099994
12,46,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3795469992837752,6700.9174200002235,6701.296966999507
13,46,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3481189996819012,7496.694428999945,7497.042547999627
14,46,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35183599993615644,7364.280677000352,7364.632513000288
15,46,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6703449998894939,8000.95731500096,8001.62766000085
16,46,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4137799996897229,8014.751615000932,8015.165395000622
17,46,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3848590004054131,8504.936421999446,8505.321280999851
18,46,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3626629995778785,7841.813895000087,7842.1765579996645
19,46,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3210060003766557,7535.9944669999095,7536.315473000286
20,46,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32460700003866805,7833.976248999534,7834.300855999572
21,46,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31372699959320016,8190.757665001001,8191.071392000595
22,46,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3880989997924189,7317.477388999578,7317.86548799937
23,46,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.340108000273176,7354.586798000128,7354.926906000401
24,46,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5564840002989513,10277.069914999629,10277.626398999928
25,46,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32499400003871415,8952.89406899974,8953.219062999779
26,46,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3485690003799391,7738.08115599968,7738.42972500006
27,46,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30700000024808105,7304.378641999392,7304.68564199964
28,46,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3167340000800323,7591.158537999945,7591.475272000025
29,46,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32663100046192994,7621.201026999188,7621.52765799965
1,46,error_only,0.3408510001463583,0.31420499999512685,0.06897099956404418,0.36489499962044647,0.5068310001661303,1.7614079997656518,203.59277725219727,14.603137969970703,0.4685020003307727,6491.425357777189,6711.851182999453
2,46,error_only,0.40551400070398813,0.3356500001245877,0.07174699931056239,0.4192790001980029,0.5388740000853431,1.9488870002533076,208.1284523010254,31.219959259033203,0.4418970002006972,6457.098533439421,6698.8377289999335
3,46,error_only,0.38067400055297185,0.3623590000643162,0.07501300024159718,0.35819200002151774,0.5554250001296168,1.9109499999103718,232.94425010681152,54.72373962402344,0.4653859996324172,6484.534828269716,6774.579154000094
4,46,error_only,0.33037499997590203,0.3179219993398874,0.0737390000722371,0.2974270000777324,0.5110550000608782,1.6883739999684622,208.43124389648438,68.24755668640137,0.4773210002895212,6648.176972416877,6927.021468000021
5,46,error_only,0.3524919993651565,0.33793700004025595,0.07655700028408319,0.352633999682439,0.5494520000866032,1.8451400001140428,240.81730842590332,36.12828254699707,0.4934230000799289,6610.877132027781,6890.161286000875
6,46,error_only,0.34805300037987763,0.3392670005268883,0.07238499983941438,0.31098300041776383,0.5756179998570587,1.8199750002168003,219.72894668579102,42.444467544555664,0.45792199944116874,6951.921195769501,7216.372506999505
7,46,error_only,0.3589970001485199,0.3330939998704707,0.07704600011493312,0.35274199944979046,0.5928460004724911,2.004979000048479,217.09895133972168,37.786245346069336,0.38127999960124725,6681.813846314071,6939.085301999512
8,46,error_only,0.37285700000211364,0.3541939995557186,0.07597900003020186,0.3572230007193866,0.5924740007685614,2.035594000517449,224.20811653137207,37.613868713378906,0.5003659998692456,6839.470076754878,7103.828022000016
9,46,error_only,0.3945600001316052,0.35866200050804764,0.07835499945940683,0.4023100000267732,0.6398189998435555,2.0569450007315027,237.43796348571777,42.36626625061035,0.5000589999326621,6837.831905262647,7120.193138999639
10,46,error_only,0.5197809996388969,0.48457999946549535,0.11000100039382232,0.592633999985992,0.9175290006169234,2.95754000035231,316.9870376586914,52.26707458496094,0.7246699997267569,7872.155187756107,8245.091509999838
11,46,error_only,0.4904429997623083,0.4522219996943022,0.09758200030773878,0.564844999644265,0.7745800003249315,2.6956540004903218,279.879093170166,57.98959732055664,0.6938739998076926,9977.46980150896,10318.72801999998
12,46,error_only,0.5870270006198552,0.4703839995272574,0.10366200058342656,0.6379019996529678,0.8330969994858606,2.9782720002913265,288.0399227142334,50.91118812561035,0.6095319995438331,9468.44887216048,9810.987787000158
13,46,error_only,0.5165950005903142,0.541051999789488,0.10926999948424054,0.6217820000529173,0.9288109995395644,3.060035000089556,317.9967403411865,49.81589317321777,0.6712530002914718,10765.116022485017,11136.659943999803
14,46,error_only,0.5028159994253656,0.47711000024719397,0.11224199988646433,0.5827160002809251,0.8706050002729171,2.870912000616954,312.31164932250977,46.52810096740723,0.7149759994717897,9809.985734709699,10172.411372999704
15,46,error_only,0.5314489999364014,0.5122699994899449,0.11139900016132742,0.5963410003460012,0.9113189998970483,3.0174230005286518,337.1739387512207,52.004098892211914,0.6209960001797299,9642.602393356356,10035.418850000497
16,46,error_only,0.5361240000638645,0.475689999802853,0.10535799992794637,0.5824479994771536,0.9206110007653479,2.95169499986514,309.6907138824463,58.66885185241699,0.609523000093759,10135.932917264654,10507.853700999476
17,46,error_only,0.6213790002220776,0.5874859998584725,0.11548500060598599,0.6753560001016012,0.9769099997356534,3.2350950004911283,313.88163566589355,33.51545333862305,0.5584939999607741,10007.477367995307,10358.668046000275
18,46,error_only,0.6983169996601646,0.6222350002644816,0.1420639991920325,0.7683280000492232,1.2735300006170291,3.9479830002164817,377.60138511657715,43.08819770812988,0.9088460001294152,10193.471113175292,10619.017525000345
19,46,error_only,0.3644210000857129,0.36898300004395423,0.08358000013686251,0.35734100038098404,0.6807509998907335,2.13281200012716,247.74670600891113,32.61876106262207,0.47415600056410767,8055.254130928006,8338.22656600023
20,46,error_only,0.37372000042523723,0.37117400006536627,0.08532599986210698,0.3655930004242691,0.7288390006578993,2.198119999775372,249.09448623657227,46.12326622009277,0.47532900043734116,7320.845940543222,7618.7371420001
21,46,error_only,0.4077769999639713,0.37453500044648536,0.08711699956620578,0.46665900026710005,0.721970000086003,2.33112599926244,258.56924057006836,31.87727928161621,0.5702389998987201,7440.807251149636,7734.155136000481
22,46,error_only,0.3746130005310988,0.3431899995121057,0.08888800039130729,0.3598339999371092,0.6995690000621835,2.131143000042357,248.75473976135254,39.08395767211914,0.5076340003142832,7635.47758556615,7925.955059999978
23,46,error_only,0.39663400002609706,0.3768289998333785,0.08399400030612014,0.3646280001703417,0.6980010002735071,2.180135999878985,253.3738613128662,27.25696563720703,0.5072430003565387,7544.255788049668,7827.573993999977
24,46,error_only,0.3945600001316052,0.40791699939290993,0.09478499941906193,0.4343009995864122,0.7814239997969707,2.391117000115628,290.9367084503174,54.99696731567383,0.48333199993066955,7774.4123542343,8123.220479000338
25,46,error_only,0.38276699979178375,0.4033149998576846,0.08867100041243248,0.43629299943859223,0.7747239997115685,2.35509699996328,255.9654712677002,30.724763870239258,0.5051460002505337,7487.365556861732,7776.916034999886
26,46,error_only,0.45104399941919837,0.3833979999399162,0.09415499971510144,0.4908399996566004,0.7940300001791911,2.488594999704219,285.3353023529053,33.782243728637695,0.4576279998218524,7811.389592919113,8133.453362000182
27,46,error_only,0.41791399962676223,0.405300999773317,0.08953900032793172,0.4705339997599367,0.7866189998821937,2.4404440000580507,268.30315589904785,33.615827560424805,0.5116649999763467,7764.2907715408,8069.161864000307
28,46,error_only,0.6563839997397736,0.6038069996066042,0.1564110007166164,0.6944779997866135,1.2359779993857956,3.736054000000877,377.1638870239258,54.63266372680664,0.6799709999540937,9459.164376248737,9895.376951999424
29,46,error_only,0.3996010000264505,0.5329430005076574,0.11970400009886362,0.5980129999443307,1.0794610006996663,3.0586839993702597,365.8185005187988,51.76854133605957,0.7606720000694622,11622.833769145473,12044.24016699977
1,46,ours,0.49915999989025295,0.4123190001337207,0.46568600009777583,0.573274000089441,0.7185889999163919,2.812704000461963,0.0,0.0,0.4178439994575456,8543.133893000231,8546.36444100015
2,46,ours,0.5161959998076782,0.44017900017934153,0.47075400016183266,0.599123000029067,0.7798319993526093,2.9513029994632234,0.0,0.0,0.5160299997442053,8257.195561000117,8260.662893999324
3,46,ours,0.5112119997647824,0.4476670001167804,0.5016869999963092,0.5850260004081065,0.9211589995175018,3.1083490002856706,0.0,0.0,0.4879970001638867,8320.653546998983,8324.249892999433
4,46,ours,0.38716600010957336,0.3936929997507832,0.40067600002657855,0.47341799927380634,0.8671449995745206,2.644286000759166,0.0,0.0,0.3686179998112493,7668.416677000096,7671.429581000666
5,46,ours,0.4341040003055241,0.4294840000511613,0.4738420002468047,0.5234269992797635,0.9369429999424028,3.1103999999686494,253.75676155090332,23.989200592041016,0.4877210003542132,8824.182683856634,9105.526766999901
6,46,ours,0.5309369998940383,0.5044320005254121,0.5760160001955228,0.5807620000268798,1.0703560001275036,3.601200000048266,313.1721019744873,18.42951774597168,0.6013689999235794,8834.160629278813,9169.964817999244
7,46,ours,0.5575400000452646,0.5130509998707566,0.5848220007464988,0.9104770006160834,1.9802430006166105,5.195517999709409,304.0030002593994,16.66998863220215,0.5728569994971622,9768.998333109266,10095.439697000074
8,46,ours,0.5077870000604889,0.5070639999757987,0.5330240001057973,0.5927649999648565,1.076847000149428,3.5492400002112845,297.2297668457031,19.28257942199707,0.6832419994680095,9665.476700733052,9986.221529000431
9,46,ours,0.5096159993627225,0.4681010004787822,0.5467000000862754,0.5978300005153869,1.158239999313082,3.63434100017912,303.0540943145752,25.44403076171875,0.6667170000582701,9172.502618923318,9505.301801999849
10,46,ours,0.49987700003839564,0.5119409997860203,0.579241000195907,0.6030569993527024,1.193447000332526,3.76098299966543,322.90196418762207,32.54413604736328,0.7065119998515001,9553.194507765511,9913.108103000013
11,46,ours,0.520241999765858,0.4793980006070342,0.5485900001076516,0.625347000095644,1.1581539993130718,3.6701360004371963,330.1408290863037,24.525165557861328,0.5825709995406214,9513.918908355663,9872.837609999806
12,46,ours,0.5173609997655149,0.4500439999901573,0.5659360003846814,0.5770259995188098,1.1828770002466626,3.6253850003049592,313.66872787475586,40.46010971069336,0.5959830004940159,9400.020322414093,9758.370528000341
13,46,ours,0.5285930001264205,0.4661330003727926,0.5590400005530682,0.5753180003011948,1.1628730007942067,3.624168999522226,296.44083976745605,40.14301300048828,0.7280939998963731,9802.841898233055,10143.778014000418
14,46,ours,0.521912000294833,0.4799650005224976,0.5574159995376249,0.5509139991772827,1.2290529994061217,3.673082999739563,299.9260425567627,16.646385192871094,0.575894000576227,9335.439922249861,9656.261326999811
15,46,ours,0.5160450000403216,0.4696320002040011,0.5848219998370041,0.6178309995448217,1.2538290002339636,3.7732910004706355,319.1711902618408,32.26161003112793,0.565787000596174,9322.032854706777,9677.804733000812
16,46,ours,0.48486000014236197,0.4292660005376092,0.5214709999563638,0.5476899996210705,1.119583999752649,3.4060689995385474,302.30188369750977,28.595447540283203,0.7885559998612734,9567.97452776209,9903.066483999282
17,46,ours,0.4588310002873186,0.4602070002874825,0.5475219995787484,0.5803689991807914,1.1824789999081986,3.543746999639552,315.5176639556885,38.95711898803711,0.6216669999048463,9639.732635057044,9998.372832000314
18,46,ours,0.5400130003181403,0.5078449994471157,0.6287879996307311,0.6295840003076592,1.3355759992919047,3.97862099998747,373.55589866638184,39.115190505981445,0.694524999744317,10007.315428828406,10424.659664000501
19,46,ours,0.5998859996907413,0.5286249997880077,0.6393739995473879,0.605360000008659,1.3244120000308612,4.054568000356085,332.0116996765137,44.222354888916016,0.6308069996521226,9693.9727044346,10074.892134000038
20,46,ours,0.5193409997445997,0.49257099999522325,0.6069020000722958,0.5840730000272742,1.2919909995616763,3.735981999852811,313.96961212158203,64.14270401000977,0.7902369998191716,9980.090822868078,10362.729357999342
21,46,ours,0.5502829999386449,0.48612799946567975,0.6041679998816107,0.6020490000082646,1.3045160003457568,3.8808070003142348,391.36695861816406,33.24770927429199,0.6964639997022459,9862.23662710745,10291.428565999922
22,46,ours,0.5480939998960821,0.5056740001236903,0.6229400005395291,0.6694710000374471,1.2783860001945868,3.9844329994593863,315.1533603668213,75.90246200561523,0.6580819999726373,9809.533945628573,10205.232283000441
23,46,ours,0.5416860003606416,0.5347310006982298,0.5755380007030908,0.5766610001955996,1.2848359992858605,3.952613999899768,338.0570411682129,45.784711837768555,0.7078400003592833,10005.108487993311,10393.610694999552
24,46,ours,0.42178800049441634,0.40991900004883064,0.5209279997870908,0.5035279991716379,1.1353929994584178,3.280412999629334,282.26232528686523,87.9678726196289,0.5236699998931726,9983.151189094315,10357.185470000331
25,46,ours,0.44870299916510703,0.45567899996967753,0.5533849998755613,0.5280289997244836,1.156102999630093,3.450178999628406,287.92405128479004,88.90700340270996,0.563395999961358,8686.848013312556,9067.692642999646
26,46,ours,0.5060189996584086,0.43668199941748753,0.558325999918452,0.5609740001091268,1.116317999731109,3.516406999551691,297.1029281616211,72.38101959228516,0.5842900000061491,9567.835840246516,9941.42048499998
27,46,ours,0.51157600046281,0.44063499990443233,0.5732070003432455,0.557649000256788,1.2072720001015114,3.6061939999854076,319.2455768585205,29.073238372802734,0.538747000064177,8642.581299768608,8995.04505599998
28,46,ours,0.4393259996504639,0.4127789998165099,0.5357930003810907,0.49143399974127533,1.0933499997918261,3.268884999670263,282.7627658843994,38.2542610168457,0.5263410002953606,8954.06687709874,9278.87912999995
29,46,ours,0.32705500052543357,0.4032459992231452,0.5246000000624917,0.47533099950669566,1.054922000548686,3.0653399999209796,293.24841499328613,66.95008277893066,0.5166410001038457,8744.378713227889,9108.15919200013
