condition,mean_psnr_mean,mean_psnr_std,final_psnr_mean,final_psnr_std,mean_ssim_mean,mean_ssim_std,fps_mean,mean_k_mean,N_final_mean
A0_old_substrate,16.070052342414858,0.5309529971554494,12.935287237167358,1.554335093442684,0.6968598092794418,0.05792541737065128,7.429791968153301,5.0,140997.6
A1_plus_warmup,15.31617614587148,0.5023621320867321,12.755481243133545,0.6778189961344777,0.6343890917301178,0.0533341400282478,7.842241897482478,5.0,140038.4
A2_plus_coverage_throttling,17.106122328440346,0.3458095563568746,14.306045055389404,0.26778773397085637,0.7698965647220612,0.007734835991833076,8.74681393379177,5.0,44864.6
A3_plus_backlog_throttling,17.145342632929484,0.26928838171826097,14.683846712112427,0.27576746153417275,0.7712720983823141,0.00751329046561114,8.796731788554322,5.0,43824.0
A4_all,14.52781240940094,1.3166069481390577,12.965646028518677,1.3477966847123861,0.565225870847702,0.13431043482536986,12.718680556108286,1.9999327999750771,38317.6
