seed,budget_pct,policy,latency_ms,delta_quality,delta_psnr_db,efficiency
42,10%,random,764.1837810006109,1.4692292123213529e-05,-4.814237772876595e-07,1.922612398810095e-08
42,10%,random,786.1547949942178,-2.8116960672806e-06,-6.884305804355506e-05,-3.5765170996651874e-09
42,10%,error_only,685.3423829961685,1.4520574717194133e-05,1.925699477212106e-05,2.1187329249525363e-08
42,10%,error_influence,685.6763279938605,4.972414769203285e-05,0.0001988325817183778,7.251839630735813e-08
42,10%,heuristic,687.4584820034215,1.546731888865063e-05,1.6849865756896065e-05,2.2499277110633786e-08
42,10%,learned_utility,807.0383279991802,1.323603163816677e-05,0.00017909334699695023,1.6400747249491498e-08
42,20%,oracle_reference,802.5651839998318,0.0001254213538016854,0.0012663292013872507,1.562755976737108e-07
42,20%,no_op,0.0,0.0,0.0,0.0
42,20%,random,783.1390319988714,6.235122191106277e-05,0.000865686269584387,7.961705312008076e-08
42,20%,random,820.2629619991058,7.412945688875837e-05,0.0012547716760273886,9.037279546073078e-08
42,20%,random,860.6718099981663,5.019122909283049e-05,-8.184196923721743e-06,5.8316339061851494e-08
42,20%,random,911.1382510018302,2.594164586813086e-05,5.295665049587228e-06,2.8471690042215942e-08
42,20%,random,872.9850059971795,6.556968952557642e-05,0.0010765970520889567,7.510975454919584e-08
42,20%,error_only,776.177658000961,5.2131597051549855e-05,0.00015261402668009794,6.716451641472694e-08
42,20%,error_influence,752.7310719960951,0.00010731619585945386,0.0010448153198439059,1.4256910582271084e-07
42,20%,heuristic,828.7895020039286,6.85266370351918e-05,0.0004785616252593883,8.2682800481306e-08
42,20%,learned_utility,905.8341039999505,1.2347914668050543e-05,0.00015116970476292124,1.3631540933958056e-08
42,40%,oracle_reference,886.19662799465,0.00018548177707959163,0.001581765205814989,2.093009285076081e-07
42,40%,no_op,0.0,0.0,0.0,0.0
42,40%,random,1103.4704109988525,9.114117982450339e-05,0.001183982504310066,8.259503736217371e-08
42,40%,random,1014.6985129977111,0.00012769437502599523,0.0016366678588735084,1.2584464586308434e-07
42,40%,random,1018.9925369995763,0.00013019566151778597,0.0011266778294451996,1.27769003982254e-07
42,40%,random,1124.1836600020179,5.9628370158616614e-05,3.8995503031102885e-05,5.304148448351365e-08
42,40%,random,980.3559220017632,0.00010017057847436675,0.0013804614158736683,1.0217776648896154e-07
42,40%,error_only,978.1377530016471,0.00010273163193628787,0.0003187142513230157,1.0502777509714921e-07
42,40%,error_influence,959.4368910038611,0.00020902155905819095,0.002668870593449668,2.1785858040072986e-07
42,40%,heuristic,999.4580970014795,0.00010070147396014882,0.0004212662575291404,1.0075607397875707e-07
42,40%,learned_utility,1115.1992689992767,5.4862799073074904e-05,0.0004323400932015886,4.9195512047193145e-08
42,60%,oracle_reference,1219.0492470035679,0.0002006972363826563,0.001792710767693606,1.646342318622251e-07
42,60%,no_op,0.0,0.0,0.0,0.0
42,60%,random,1211.7357180031831,0.00012753517357119655,0.0012278042364588515,1.0524999112955217e-07
42,60%,random,1252.8707180026686,0.00018514833932938696,0.0024472851649139926,1.4777928533963278e-07
42,60%,random,1067.4917609940167,0.0002010349740340091,0.0022497946377768585,1.8832461418419877e-07
42,60%,random,1184.1115189963602,0.00014476213803524333,0.001288481210968584,1.2225380440344175e-07
42,60%,random,1099.9138150000363,0.00015822778672561932,0.0022194493283684835,1.438547134946333e-07
42,60%,error_only,1200.0453209984698,0.00017173202892756977,0.0012740342353829703,1.4310461940277733e-07
42,60%,error_influence,1161.1969830046291,0.00024414824111796665,0.002722341814026308,2.102556626406541e-07
42,60%,heuristic,1126.500815997133,0.00012111298550516797,0.000440043647715882,1.0751255905479629e-07
42,60%,learned_utility,1125.071342998126,5.4862799073074904e-05,0.0004323400932015886,4.876384010179725e-08
42,80%,oracle_reference,1276.494839003135,0.000206681818037012,0.001799453488887437,1.619135555600193e-07
42,80%,no_op,0.0,0.0,0.0,0.0
42,80%,random,1309.9052649995429,0.00014818602922409316,0.0015167498037573779,1.1312728728069115e-07
42,80%,random,1308.672890998423,0.0002128780614306597,0.002671279192830056,1.6266712858111479e-07
42,80%,random,1291.3745059995563,0.00020835601057580296,0.0022676165849873087,1.613443734623909e-07
42,80%,random,1397.1273509960156,0.00018177247140873043,0.0014791857928635466,1.3010443985592607e-07
42,80%,random,1329.9266230023932,0.00023877627772640812,0.0024631811344431043,1.7954094127941857e-07
42,80%,error_only,1211.754493000626,0.00020004692646506135,0.0014965229882868414,1.6508866079769345e-07
42,80%,error_influence,1343.7246289977338,0.00026413180469326755,0.0027030728298349516,1.9656691482262992e-07
42,80%,heuristic,1304.671532001521,0.00014523048753015382,0.0007318258352366769,1.1131574803916585e-07
42,80%,learned_utility,1149.0180610053358,5.4862799073074904e-05,0.0004323400932015886,4.7747551526798964e-08
43,10%,oracle_reference,757.3057140034507,0.00010002868149970394,0.0006925975178617705,1.3208494224995133e-07
43,10%,no_op,0.0,0.0,0.0,0.0
43,10%,random,700.2755950015853,2.7845960673897358e-06,-1.0277787053425413e-05,3.976428833541503e-09
43,10%,random,692.3939359985525,3.8027285121839325e-06,7.829335269704529e-05,5.492145893363056e-09
43,10%,random,691.8983750001644,2.7094442141498456e-06,3.446099292148119e-05,3.915956897787485e-09
43,10%,random,690.4255640038173,2.5593137022745604e-06,-4.534320815707815e-06,3.706864049808576e-09
43,10%,random,664.9195339996368,2.3467658899353395e-06,5.74347983217649e-06,3.5293983255673484e-09
43,10%,error_only,662.4270760003128,2.3467658899353395e-06,5.74347983217649e-06,3.5426780923644362e-09
43,10%,error_influence,712.7673360009794,7.863363847375514e-05,0.0004963856111519505,1.1032160777026276e-07
43,10%,heuristic,673.3859290034161,7.735206056913495e-05,0.0005099901568783594,1.148703250803189e-07
43,10%,learned_utility,702.4420809975709,1.2865572290563332e-05,0.00015930880972803152,1.831549196524834e-08
43,20%,oracle_reference,832.0406939965324,0.00011673230675522992,0.0008939582441982452,1.4029639126727187e-07
43,20%,no_op,0.0,0.0,0.0,0.0
43,20%,random,733.2937730025151,1.0766280963662834e-05,0.00014207778374952795,1.4682084261509073e-08
43,20%,random,814.3359910027357,8.194699974365397e-05,0.0005922229850483518,1.0063045309190894e-07
43,20%,random,747.3436319996836,7.792130410812993e-05,0.0005350830974606424,1.042643581502584e-07
43,20%,random,796.8061909996322,1.625305439451732e-05,0.00019256186014970922,2.039775114463791e-08
43,20%,random,737.3529019969283,8.254057948249269e-05,0.0005538273163505636,1.1194175714091995e-07
43,20%,error_only,702.9567190038506,8.512311694522249e-05,0.00048701361555103517,1.2109297008477162e-07
43,20%,error_influence,745.5891799982055,8.641359659556662e-05,0.0005190598777069511,1.1589974601800767e-07
43,20%,heuristic,753.1299280017265,8.866890752714843e-05,0.0005692460086628159,1.1773387861827894e-07
43,20%,learned_utility,747.7697680005804,1.574492111329232e-05,0.0001747261014486412,2.105584069732022e-08
43,40%,oracle_reference,936.693137002294,0.00014751033666442857,0.0013054766921527516,1.5747989478871064e-07
