scene,frame,split,gaussian_id,persistent_id,population,geometry_stratum,group_size,psnr_before,psnr_after,delta_psnr,ssim_before,ssim_after,delta_ssim,depth_before,depth_after,delta_depth,loss_before,loss_after,delta_loss,delta_quality,delta_time_ms,oracle_utility_joint,oracle_utility_rgb,oracle_utility_depth,oracle_utility_loss,predicted_importance,predicted_utility,modeled_marginal_cost_us,n_influence_pixels,filtered,filter_reason,visible,feat_rgb_error,feat_depth_error,feat_gradient_norm,feat_visibility_count,feat_visibility,feat_influence_mass,feat_position_drift,feat_residual_drift_ema,feat_temporal_drift,feat_uncertainty,feat_uncertainty_var,feat_projected_area,feat_age,feat_staleness,feat_update_frequency,feat_tier,feat_knn_density,feat_knn_error_mean,feat_knn_depth_var,feat_sh_degree
tum_fr1_desk,15,train,148,148,geometry_stratified,depth_discontinuity,1,15.486516632627811,15.471816340072788,-0.014700292555023253,0.0376083803030603,0.036159338731856124,-0.0014490415712041793,0.0,0.0,0.0,0.019790026545524596,0.019857126660645007,-6.710011512041023e-05,-0.0006644621920229841,185.48520199692575,-3.5822921983501247e-06,-7.925318244668864e-05,0.0,-3.6175454644366913e-07,0.6823904514312744,1334.6502685546875,0.5102878212928772,63,False,none,True,0.10835885256528854,0.0,0.5573866963386536,0.0,0.0008203125325962901,5.143896102905273,0.0,0.0,0.0,0.41492199897766113,0.41492199897766113,5.143896102905273,0,15,0.5,1,0.0,0.0,0.0,0
tum_fr1_desk,15,train,3765,3765,geometry_stratified,flat,1,23.18899191020021,23.180626457494018,-0.008365452706190268,0.4046782118294667,0.4088843025370885,0.00420609070762179,0.23257960379123688,0.22852961719036102,0.0040499866008758545,0.07313279486261308,0.07192427511326968,0.001208519749343398,0.004971474838499094,58.79400300182169,8.455751581237046e-05,-0.00014228411537025418,6.888434864267311e-05,2.055515337688357e-05,0.593213677406311,1158.9801025390625,0.5108411312103271,46,False,none,True,0.057310719043016434,0.2336585968732834,1.577217936515808,0.0,0.0005989583441987634,5.420564651489258,0.0,0.0,0.0,0.3970625400543213,0.3970625400543213,5.420564651489258,0,15,0.5,1,0.0,0.0,0.0,0
tum_fr1_desk,15,train,1669,1669,geometry_stratified,flat,1,12.063161521314827,11.958769383895989,-0.1043921374188379,1.0,1.0,0.0,0.13056349754333496,0.12987494468688965,0.0006885528564453125,0.08269836977124215,0.08355080261826514,-0.0008524328470229936,-0.004475546792440054,88.53622000606265,-5.055046163178849e-05,-0.0011790896133999113,7.777075375458347e-06,-9.628069133340254e-06,0.614417314529419,1226.0875244140625,0.5001202821731567,1,True,min_influence_pixels,True,0.22474101185798645,0.13056327402591705,0.02137092873454094,0.0,1.302083364862483e-05,0.06014823913574219,0.0,0.0,0.0,0.4129032492637634,0.4129032492637634,0.06014823913574219,0,15,0.5,1,0.0,0.0,0.0,0
tum_fr1_desk,15,train,2919,2919,geometry_stratified,flat,1,17.98024667685681,18.041817289932332,0.0615706130755207,0.14386752066360906,0.14804565858978344,0.004178137926174386,0.19395723938941956,0.19358977675437927,0.0003674626350402832,0.06933199986815453,0.06906487382948398,0.0002671260386705454,0.0029654097273853824,141.67938999889884,2.0930424159847315e-05,0.00043457706216831705,2.5936209567470554e-06,1.8854262336435917e-06,0.48631998896598816,924.08740234375,0.5252705216407776,119,False,none,True,0.1110980361700058,0.1941131204366684,3.8564248085021973,0.0,0.0015494792023673654,12.635268211364746,0.0,0.0,0.0,0.5077452659606934,0.5077452659606934,12.635268211364746,0,15,0.5,1,0.0,0.0,0.0,0
tum_fr1_desk,15,train,1962,1962,geometry_stratified,flat,1,29.42927115517673,29.033464648441843,-0.3958065067348855,0.710944666394817,0.6990466438795127,-0.011898022515304363,0.2027527093887329,0.20197604596614838,0.0007766634225845337,0.06162412163102999,0.061467297200579196,0.00015682443045079292,-0.008265412750659574,115.26094999862835,-7.171043402607679e-05,-0.0034340035089038892,6.738304886379787e-06,1.3606033132006911e-06,0.50288325548172,964.41650390625,0.5204378366470337,85,False,none,True,0.026731641963124275,0.200026273727417,2.317221164703369,0.0,0.0011067708255723119,10.218920707702637,0.0,0.0,0.0,0.45051032304763794,0.45051032304763794,10.218920707702637,0,15,0.5,1,0.0,0.0,0.0,0
tum_fr1_desk,15,train,3029,3029,geometry_stratified,flat,1,1.1091383579084644,1.1822197226244928,0.07308136471602844,0.03126962376019001,0.027933394074989154,-0.0033362296852008574,0.43456047773361206,0.44417035579681396,-0.009609878063201904,0.6725989699363708,0.6664338290691375,0.006165140867233299,0.03948894511737114,77.63805000286084,0.0005086287602009071,0.0009413086072271974,-0.00012377794216686015,7.940875468930664e-05,1.0,1942.06689453125,0.5139153003692627,56,False,none,True,0.8766612410545349,0.4351797103881836,9.127326965332031,0.0,0.0007291666697710752,6.957647323608398,0.0,0.0,0.0,0.18817299604415894,0.18817299604415894,6.957647323608398,0,15,0.5,1,0.0,0.0,0.0,0
tum_fr1_desk,15,train,3576,3576,geometry_stratified,flat,1,11.44933999259521,11.693605844756881,0.2442658521616714,0.734522233610685,0.7334013153559192,-0.0011209182547657903,0.17690309882164001,0.1766148954629898,0.0002882033586502075,0.10320858731865883,0.10038000643253325,0.002828580886125573,0.015422892221588337,190.13332599570276,8.111619644173748e-05,0.0012847082481857604,1.515796124329731e-06,1.4876828516582633e-05,0.5149571895599365,1012.0709838867188,0.5078152418136597,53,False,none,True,0.26732558012008667,0.17694571614265442,1.7360503673553467,0.0,0.0006901042070239782,3.9076356887817383,0.0,0.0,0.0,0.5023341178894043,0.5023341178894043,3.9076356887817383,0,15,0.5,1,0.0,0.0,0.0,0
tum_fr1_desk,15,train,3785,3785,geometry_stratified,flat,1,12.827488836078784,12.91396543431538,0.08647659823659559,0.6234102118370555,0.6139947597473013,-0.00941545208975414,0.13681969046592712,0.13653424382209778,0.0002854466438293457,0.07755063846707344,0.0767453122884035,0.0008053261786699351,0.005344943882277315,141.70707399898674,3.771825732789835e-05,0.0006102489861389272,2.014342938387019e-06,5.6830344170093685e-06,0.44749248027801514,878.3809204101562,0.5084514617919922,56,False,none,True,0.22707650065422058,0.13679184019565582,1.5376046895980835,0.0,0.0007291666697710752,4.225717067718506,0.0,0.0,0.0,0.5419125556945801,0.5419125556945801,4.225717067718506,0,15,0.5,1,0.0,0.0,0.0,0
tum_fr1_desk,15,train,2549,2549,geometry_stratified,flat,1,3.316220911470227,3.3442910116058138,0.028070100135586973,0.06229222003686304,0.06694223668400694,0.004650016647143894,0.3047111928462982,0.30305036902427673,0.0016608238220214844,0.4176073431968689,0.4150075793266296,0.0025997638702392467,0.007560284607816845,191.1466029996518,3.955228337398503e-05,0.00014685115871841106,8.688743592395988e-06,1.3600889733018078e-05,0.8526808023452759,1661.9788818359375,0.5120514631271362,69,False,none,True,0.6800529956817627,0.3048318922519684,5.934655666351318,0.0,0.0008984375162981451,6.025735378265381,0.0,0.0,0.0,0.28796058893203735,0.28796058893203735,6.025735378265381,0,15,0.5,1,0.0,0.0,0.0,0
tum_fr1_desk,15,train,2953,2953,geometry_stratified,general_visible,1,1.2997503492487215,1.383701039869777,0.08395069062105565,0.027986452940616687,0.026055766778355596,-0.0019306861622610909,0.3349471390247345,0.3447289764881134,-0.009781837463378906,0.6194311410188675,0.6124305933713913,0.007000547647476263,0.03645166375368786,53.9648020057939,0.0006754710922459096,0.0015556564186419571,-0.00018126328828796008,0.00012972432747413126,0.9513289928436279,1846.6947021484375,0.5141522884368896,55,False,none,True,0.8592011332511902,0.21539920568466187,7.604043006896973,0.0,0.0007161458488553762,7.0761590003967285,0.0,0.0,0.0,0.23346322774887085,0.23346322774887085,7.0761590003967285,0,15,0.5,1,0.0,0.0,0.0,0
