seed,policy,frame,psnr,psnr_pre,ssim,depth_l1,opt_time_ms,frame_time_ms,n_gaussians,n_optimized,fraction_optimized,budget_violation,budget_utilization
42,full,46,5.400274991989136,5.242253541946411,-0.18989643454551697,1.2338887453079224,477.9031276702881,8394.293069839478,7334,7334,1.0,False,31.86020851135254
42,full,47,5.353609919548035,5.253086686134338,-0.20510518550872803,1.213391900062561,512.4337673187256,8511.456966400146,7411,7411,1.0,False,34.1622511545817
42,full,48,5.46756386756897,5.35365104675293,-0.17905396223068237,1.1922110319137573,506.50858879089355,7806.695938110352,7487,7487,1.0,False,33.767239252726235
42,full,49,5.73089599609375,5.5566442012786865,-0.13461889326572418,1.1779792308807373,511.0206604003906,8363.717317581177,7556,7556,1.0,False,34.06804402669271
42,random,1,12.114864587783813,12.107350826263428,0.7919105291366577,1.1868295669555664,84.92422103881836,6256.66880607605,4067,9,0.0022129333661175315,True,5.661614735921224
42,random,2,10.653947591781616,10.649806261062622,0.7090293765068054,1.198093056678772,71.77853584289551,6637.950897216797,4141,9,0.0021733880705143687,True,4.7852357228597
42,random,3,9.981051087379456,9.975354075431824,0.6602017283439636,1.2117592096328735,77.11338996887207,6192.264080047607,4214,9,0.0021357380161366873,True,5.140892664591472
42,random,4,9.60808277130127,9.600803256034851,0.632078230381012,1.2267011404037476,60.823678970336914,6700.46067237854,4286,9,0.002099860009332711,True,4.054911931355794
42,random,5,9.381524324417114,9.37664270401001,0.6136507987976074,1.2441041469573975,63.82441520690918,6665.505886077881,4359,9,0.0020646937370956643,True,4.254961013793945
42,random,6,9.06541109085083,9.060556888580322,0.5815880298614502,1.2664825916290283,60.555458068847656,6597.573757171631,4432,8,0.0018050541516245488,True,4.037030537923177
42,random,7,8.484949469566345,8.479466438293457,0.5177031755447388,1.2927361726760864,80.43599128723145,6652.642726898193,4507,9,0.0019968937208786333,True,5.362399419148763
42,random,8,7.986056208610535,7.981157302856445,0.4592907130718231,1.3173243999481201,58.29811096191406,6562.044858932495,4579,7,0.0015287180607119458,True,3.886540730794271
42,random,9,7.638835310935974,7.635470628738403,0.41281068325042725,1.3413559198379517,66.85590744018555,6847.83673286438,4652,9,0.001934651762682717,True,4.45706049601237
42,random,10,7.316344976425171,7.314958572387695,0.3668203055858612,1.364081859588623,74.29862022399902,6895.634651184082,4729,9,0.0019031507718333686,True,4.953241348266602
42,random,11,7.094321250915527,7.089713215827942,0.3338904082775116,1.383009910583496,54.91471290588379,7023.714780807495,4799,8,0.0016670139612419254,True,3.6609808603922525
42,random,12,6.88307523727417,6.8825119733810425,0.30050140619277954,1.401408314704895,64.26334381103516,6952.52251625061,4873,8,0.0016416991586291811,True,4.284222920735677
42,random,13,6.681329011917114,6.6797274351119995,0.26620811223983765,1.423335075378418,57.315826416015625,6729.633092880249,4945,8,0.0016177957532861476,True,3.8210550944010415
42,random,14,6.45863950252533,6.448931694030762,0.22833608090877533,1.4390535354614258,56.838035583496094,7105.4723262786865,5017,8,0.0015945784333266893,True,3.7892023722330728
42,random,15,6.37246310710907,6.357058882713318,0.21043357253074646,1.445443034172058,48.22230339050293,7321.4733600616455,5092,8,0.0015710919088766694,True,3.214820226033529
42,random,16,6.352279186248779,6.328266859054565,0.20197883248329163,1.448603630065918,61.89417839050293,7170.8667278289795,5165,9,0.0017424975798644724,True,4.126278559366862
42,random,17,6.244999170303345,6.224343180656433,0.1823529601097107,1.446230411529541,64.21422958374023,7337.374210357666,5233,8,0.0015287597936174278,True,4.280948638916016
42,random,18,6.239573955535889,6.190736889839172,0.180581733584404,1.4437779188156128,58.38179588317871,7378.90362739563,5303,8,0.0015085800490288515,True,3.8921197255452475
42,random,19,6.253687739372253,6.227285265922546,0.17889170348644257,1.4304105043411255,47.97005653381348,7317.72518157959,5371,8,0.0014894805436603984,True,3.1980037689208984
42,random,20,6.226024627685547,6.201582551002502,0.16880755126476288,1.422119140625,48.56228828430176,7404.543399810791,5444,8,0.0014695077149155032,True,3.237485885620117
42,random,21,6.210242509841919,6.139021515846252,0.15681114792823792,1.4127949476242065,57.66463279724121,7370.7990646362305,5514,7,0.0012694958287994198,True,3.844308853149414
42,random,22,6.2741148471832275,6.196322441101074,0.15966418385505676,1.393338680267334,55.695295333862305,7522.529125213623,5582,8,0.0014331780723754925,True,3.713019688924154
42,random,23,6.4083510637283325,6.327773332595825,0.1762685477733612,1.3829702138900757,39.45469856262207,7130.220413208008,5649,6,0.0010621348911311736,True,2.630313237508138
42,random,24,6.557664275169373,6.4928483963012695,0.19239185750484467,1.3705261945724487,41.15414619445801,7606.921911239624,5725,7,0.001222707423580786,True,2.7436097462972007
42,random,25,6.699633002281189,6.6325074434280396,0.2107180655002594,1.354244589805603,59.04221534729004,7555.33504486084,5798,7,0.0012073128665056915,True,3.936147689819336
42,random,26,6.875314116477966,6.801040768623352,0.23864832520484924,1.3435733318328857,56.5800666809082,7342.407941818237,5875,8,0.0013617021276595745,True,3.7720044453938804
42,random,27,7.081922292709351,7.043972015380859,0.2609136700630188,1.3610678911209106,35.45808792114258,7586.436033248901,5942,7,0.0011780545270952542,True,2.363872528076172
42,random,28,7.273170351982117,7.2264015674591064,0.2847219705581665,1.358824610710144,48.71249198913574,7923.382043838501,6012,6,0.000998003992015968,True,3.247499465942383
42,random,29,7.381972074508667,7.332127690315247,0.3005444407463074,1.3535387516021729,43.61748695373535,7998.560190200806,6082,7,0.0011509371917132521,True,2.907832463582357
42,random,30,7.47296929359436,7.436547875404358,0.30121755599975586,1.3883167505264282,49.91269111633301,7954.34832572937,6151,7,0.0011380263371809462,True,3.327512741088867
42,random,31,7.520698308944702,7.479467988014221,0.3064139485359192,1.4075913429260254,45.18246650695801,7940.568923950195,6219,7,0.0011255828911400547,True,3.0121644337972007
42,random,32,7.538014054298401,7.487965226173401,0.3051586151123047,1.4270647764205933,29.945850372314453,7672.755241394043,6291,6,0.0009537434430138292,True,1.9963900248209636
42,random,33,7.448787093162537,7.38889217376709,0.2974965274333954,1.4421101808547974,58.04181098937988,8010.584831237793,6361,7,0.0011004559031598806,True,3.8694540659586587
42,random,34,7.371202111244202,7.302073836326599,0.2802250385284424,1.4384809732437134,61.704397201538086,8058.253288269043,6431,7,0.0010884776862074327,True,4.113626480102539
42,random,35,7.304840087890625,7.256460189819336,0.27060744166374207,1.4277493953704834,64.85295295715332,8177.493572235107,6509,7,0.0010754340144415425,True,4.323530197143555
42,random,36,7.28304386138916,7.24048376083374,0.26771309971809387,1.398898959159851,50.810813903808594,7866.784572601318,6578,8,0.0012161751292186075,True,3.3873875935872397
42,random,37,7.26207971572876,7.170653939247131,0.2579607367515564,1.3787245750427246,24.501562118530273,8165.4393672943115,6656,6,0.0009014423076923077,True,1.6334374745686848
42,random,38,7.199200391769409,7.104460000991821,0.2418476790189743,1.366254448890686,63.735008239746094,7946.444749832153,6730,8,0.001188707280832095,True,4.249000549316406
42,random,39,7.130135893821716,7.0837461948394775,0.22266297042369843,1.3438533544540405,32.28569030761719,7981.659412384033,6805,6,0.000881704628949302,True,2.152379353841146
42,random,40,6.962507367134094,6.85172975063324,0.17786583304405212,1.3178935050964355,47.31249809265137,7784.812211990356,6880,6,0.0008720930232558139,True,3.1541665395100913
42,random,41,6.377045512199402,6.321172714233398,0.12092270702123642,1.3080415725708008,35.52579879760742,8312.279224395752,6952,7,0.0010069044879171462,True,2.3683865865071616
42,random,42,6.28404438495636,6.1649489402771,0.06561790406703949,1.2925934791564941,39.7491455078125,8389.264822006226,7022,7,0.0009968669894616917,True,2.6499430338541665
42,random,43,5.90526282787323,5.755176544189453,-0.03206278756260872,1.2881077527999878,52.38604545593262,8203.10378074646,7097,7,0.0009863322530646753,True,3.492403030395508
42,random,44,5.554097294807434,5.463292598724365,-0.11369412392377853,1.2799770832061768,28.35702896118164,8505.402326583862,7172,7,0.0009760178471834914,True,1.8904685974121094
42,random,45,5.480527877807617,5.349529385566711,-0.13356181979179382,1.2608108520507812,43.48182678222656,8190.5882358551025,7241,7,0.0009667173042397459,True,2.8987884521484375
42,random,46,5.338734984397888,5.261322855949402,-0.18359339237213135,1.2338887453079224,49.96037483215332,8129.626035690308,7308,8,0.0010946907498631637,True,3.330691655476888
42,random,47,5.348115563392639,5.2149927616119385,-0.18975131213665009,1.213391900062561,28.760671615600586,8309.953689575195,7380,7,0.000948509485094851,True,1.9173781077067058
42,random,48,5.423304438591003,5.347038507461548,-0.17119213938713074,1.1922110319137573,57.975053787231445,8487.402200698853,7451,7,0.0009394712119178633,True,3.8650035858154297
42,random,49,5.659365653991699,5.47512948513031,-0.13877102732658386,1.1779792308807373,34.09910202026367,8629.766702651978,7522,7,0.0009306035628822122,True,2.273273468017578
42,error_only,1,12.110986709594727,12.107350826263428,0.7917383909225464,1.1868295669555664,25.65789222717285,6343.899726867676,4062,9,0.0022156573116691287,True,1.7105261484781902
42,error_only,2,10.652350187301636,10.646579265594482,0.7090121507644653,1.198093056678772,18.384456634521484,6233.2305908203125,4135,9,0.002176541717049577,True,1.2256304423014324
42,error_only,3,9.978452920913696,9.972337484359741,0.6601514220237732,1.2117592096328735,20.00117301940918,6091.252326965332,4211,10,0.0023747328425552127,True,1.3334115346272786
42,error_only,4,9.602852463722229,9.598894119262695,0.6318759918212891,1.2267011404037476,19.391775131225586,6134.6142292022705,4284,10,0.002334267040149393,True,1.2927850087483723
42,error_only,5,9.38098430633545,9.371944665908813,0.6136824488639832,1.2441041469573975,20.802021026611328,6437.854528427124,4359,10,0.0022941041523285156,True,1.3868014017740886
42,error_only,6,9.068780541419983,9.064806699752808,0.5820094347000122,1.2664825916290283,21.92974090576172,6783.006906509399,4432,10,0.002256317689530686,True,1.4619827270507812
42,error_only,7,8.489989638328552,8.484048843383789,0.5184868574142456,1.2927361726760864,28.136014938354492,6705.629110336304,4504,9,0.0019982238010657193,True,1.8757343292236328
42,error_only,8,7.995476126670837,7.987666726112366,0.4607575833797455,1.3173243999481201,19.987821578979492,6671.890020370483,4572,9,0.001968503937007874,True,1.3325214385986328
42,error_only,9,7.64668881893158,7.6377272605896,0.41410574316978455,1.3413559198379517,15.07115364074707,6484.24220085144,4644,9,0.001937984496124031,True,1.0047435760498047
42,error_only,10,7.315594553947449,7.313274145126343,0.36693328619003296,1.364081859588623,11.097192764282227,6586.22407913208,4717,8,0.0016959932160271359,False,0.7398128509521484
42,error_only,11,7.082781195640564,7.082045674324036,0.3324863910675049,1.383009910583496,13.520002365112305,6860.9254360198975,4792,8,0.001669449081803005,False,0.9013334910074869
42,error_only,12,6.872053742408752,6.870049238204956,0.299016535282135,1.401408314704895,18.682003021240234,7060.366630554199,4865,8,0.001644398766700925,True,1.2454668680826824
42,error_only,13,6.674691438674927,6.671608090400696,0.26540982723236084,1.423335075378418,15.153646469116211,7134.383678436279,4938,7,0.0014175779667881733,True,1.0102430979410808
42,error_only,14,6.446604132652283,6.44341766834259,0.22679749131202698,1.4390535354614258,12.534141540527344,7008.321285247803,5009,7,0.0013974845278498702,False,0.8356094360351562
42,error_only,15,6.357174515724182,6.345720887184143,0.20900003612041473,1.445443034172058,20.66779136657715,6876.9378662109375,5080,7,0.0013779527559055118,True,1.3778527577718098
42,error_only,16,6.323317289352417,6.306056976318359,0.1985800862312317,1.448603630065918,26.90744400024414,7171.231985092163,5151,7,0.0013589594253543,True,1.7938296000162761
42,error_only,17,6.22896671295166,6.192467212677002,0.18068371713161469,1.446230411529541,21.097421646118164,7301.135778427124,5223,6,0.0011487650775416428,True,1.4064947764078777
42,error_only,18,6.201575398445129,6.176444888114929,0.17597155272960663,1.4437779188156128,21.0421085357666,8114.630222320557,5296,6,0.0011329305135951663,True,1.4028072357177734
42,error_only,19,6.243679523468018,6.193139553070068,0.17816123366355896,1.4304105043411255,25.012731552124023,6892.178773880005,5374,6,0.0011164867882396724,True,1.6675154368082683
42,error_only,20,6.233091950416565,6.195138096809387,0.17065177857875824,1.422119140625,31.862974166870117,7110.774993896484,5446,6,0.0011017260374586854,True,2.1241982777913413
42,error_only,21,6.206845641136169,6.150043606758118,0.1589684933423996,1.4127949476242065,25.704145431518555,7505.561113357544,5519,6,0.0010871534698314912,True,1.7136096954345703
42,error_only,22,6.236667037010193,6.196745038032532,0.1567225307226181,1.393338680267334,17.23194122314453,7328.904151916504,5588,6,0.0010737294201861132,True,1.1487960815429688
42,error_only,23,6.38112485408783,6.288516521453857,0.17189918458461761,1.3829702138900757,31.81147575378418,7327.817440032959,5664,6,0.001059322033898305,True,2.120765050252279
42,error_only,24,6.516966223716736,6.459880471229553,0.1855965256690979,1.3705261945724487,31.3413143157959,7581.7272663116455,5735,6,0.001046207497820401,True,2.089420954386393
42,error_only,25,6.640702486038208,6.590249538421631,0.20009416341781616,1.354244589805603,31.998634338378906,7229.219436645508,5808,6,0.0010330578512396695,True,2.1332422892252603
42,error_only,26,6.774525046348572,6.73534095287323,0.22124521434307098,1.3435733318328857,34.20448303222656,7997.220277786255,5878,6,0.0010207553589656345,True,2.280298868815104
42,error_only,27,6.977100372314453,6.931494474411011,0.24317805469036102,1.3610678911209106,18.832683563232422,7436.007261276245,5949,5,0.0008404773911581779,True,1.2555122375488281
42,error_only,28,7.164391875267029,7.120271921157837,0.2652837932109833,1.358824610710144,18.602371215820312,7744.700908660889,6023,5,0.0008301510874979246,True,1.2401580810546875
42,error_only,29,7.31550395488739,7.247405052185059,0.28768467903137207,1.3535387516021729,31.278610229492188,7699.848413467407,6094,5,0.0008204791598293403,True,2.085240681966146
42,error_only,30,7.457406520843506,7.3996275663375854,0.29690223932266235,1.3883167505264282,26.163578033447266,7750.54669380188,6165,5,0.0008110300081103001,True,1.7442385355631511
42,error_only,31,7.51306414604187,7.457134127616882,0.3035529851913452,1.4075913429260254,25.450468063354492,7821.835994720459,6241,5,0.000801153661272232,True,1.6966978708902996
42,error_only,32,7.532942891120911,7.460114359855652,0.3028160333633423,1.4270647764205933,31.416654586791992,7685.870170593262,6313,5,0.000792016473942658,True,2.0944436391194663
42,error_only,33,7.426369786262512,7.3616790771484375,0.2926734685897827,1.4421101808547974,36.05389595031738,7725.051164627075,6383,5,0.0007833307222309259,True,2.403593063354492
42,error_only,34,7.388286590576172,7.343398928642273,0.283835768699646,1.4384809732437134,15.21921157836914,7575.195550918579,6453,4,0.0006198667286533395,True,1.0146141052246094
42,error_only,35,7.353010177612305,7.318466305732727,0.28158292174339294,1.4277493953704834,14.098405838012695,7977.928638458252,6525,4,0.0006130268199233716,False,0.9398937225341797
42,error_only,36,7.349209189414978,7.276536822319031,0.2809138298034668,1.398898959159851,20.98560333251953,7973.315000534058,6602,4,0.0006058770069675856,True,1.3990402221679688
42,error_only,37,7.250275015830994,7.2050052881240845,0.25917571783065796,1.3787245750427246,15.235185623168945,7985.40735244751,6677,4,0.0005990714392691329,True,1.0156790415445964
42,error_only,38,7.186206579208374,7.107086181640625,0.24473834037780762,1.366254448890686,13.202190399169922,8036.863327026367,6751,4,0.0005925048141016146,False,0.8801460266113281
42,error_only,39,7.161762118339539,7.018702030181885,0.22656714916229248,1.3438533544540405,25.599956512451172,7949.370622634888,6822,4,0.0005863383172090296,True,1.7066637674967449
42,error_only,40,6.955755949020386,6.898729205131531,0.17760780453681946,1.3178935050964355,16.892194747924805,8092.3662185668945,6898,4,0.0005798782255726297,True,1.1261463165283203
42,error_only,41,6.3719481229782104,6.302390694618225,0.11899131536483765,1.3080415725708008,21.96788787841797,8121.240854263306,6968,4,0.000574052812858783,True,1.464525858561198
42,error_only,42,6.259217858314514,6.151091456413269,0.058725327253341675,1.2925934791564941,19.82903480529785,8401.169538497925,7040,4,0.0005681818181818182,True,1.3219356536865234
42,error_only,43,5.871370434761047,5.741659998893738,-0.038809265941381454,1.2881077527999878,14.51253890991211,8442.674398422241,7113,4,0.000562350625615071,False,0.9675025939941406
42,error_only,44,5.60136616230011,5.453014969825745,-0.10583680868148804,1.2799770832061768,16.55292510986328,8004.410743713379,7188,4,0.0005564830272676684,True,1.103528340657552
42,error_only,45,5.510796904563904,5.377086400985718,-0.12861217558383942,1.2608108520507812,15.795707702636719,8011.936902999878,7263,4,0.0005507366102161641,True,1.0530471801757812
42,error_only,46,5.3752464056015015,5.267209410667419,-0.18027232587337494,1.2338887453079224,23.630380630493164,8026.03554725647,7335,5,0.0006816632583503749,True,1.5753587086995442
42,error_only,47,5.419003367424011,5.258001685142517,-0.18112485110759735,1.213391900062561,18.422842025756836,7885.200500488281,7408,5,0.0006749460043196544,True,1.228189468383789
42,error_only,48,5.533539056777954,5.397700071334839,-0.1613263487815857,1.1922110319137573,29.659748077392578,7982.848644256592,7483,5,0.0006681812107443538,True,1.9773165384928386
42,error_only,49,5.699129700660706,5.570114850997925,-0.14093740284442902,1.1779792308807373,17.342090606689453,8196.104526519775,7553,4,0.0005295908910366742,True,1.1561393737792969
42,ours,1,12.112761735916138,12.107350826263428,0.7917746305465698,1.1868295669555664,38.51962089538574,6142.883539199829,4065,8,0.0019680196801968018,True,2.5679747263590493
42,ours,2,10.65386176109314,10.64691424369812,0.7090134620666504,1.198093056678772,43.86329650878906,6503.274440765381,4139,7,0.0016912297656438754,True,2.924219767252604
42,ours,3,9.98290240764618,9.973422884941101,0.6602892279624939,1.2117592096328735,38.68532180786133,6346.928119659424,4213,7,0.001661523854735343,True,2.579021453857422
42,ours,4,9.612725377082825,9.60243046283722,0.6324791312217712,1.2267011404037476,33.12110900878906,6485.897064208984,4287,5,0.001166316771635176,True,2.208073933919271
42,ours,5,9.393200874328613,9.382467865943909,0.6144818067550659,1.2441041469573975,31.402111053466797,6655.669927597046,4358,4,0.0009178522257916476,True,2.0934740702311196
42,ours,6,9.083513617515564,9.074567556381226,0.5829748511314392,1.2664825916290283,35.659074783325195,6668.966054916382,4426,4,0.0009037505648441031,True,2.3772716522216797
42,ours,7,8.49432110786438,8.49203109741211,0.5185340642929077,1.2927361726760864,35.70246696472168,6609.794616699219,4498,5,0.0011116051578479323,True,2.380164464314779
42,ours,8,7.99648642539978,7.992869019508362,0.4604148268699646,1.3173243999481201,40.091753005981445,6869.874000549316,4574,6,0.0013117621337997377,True,2.672783533732096
42,ours,9,7.648791670799255,7.645840048789978,0.4139883518218994,1.3413559198379517,48.162221908569336,6851.521015167236,4649,7,0.001505700150570015,True,3.2108147939046225
42,ours,10,7.321501970291138,7.320144176483154,0.36739397048950195,1.364081859588623,41.16249084472656,6801.590204238892,4722,7,0.0014824227022448115,True,2.744166056315104
42,ours,11,7.089661359786987,7.087178826332092,0.3330439329147339,1.383009910583496,45.60279846191406,6836.22145652771,4796,8,0.0016680567139282735,True,3.040186564127604
42,ours,12,6.8782103061676025,6.877543926239014,0.29956528544425964,1.401408314704895,31.939983367919922,6707.783222198486,4873,7,0.0014364867638005335,True,2.1293322245279946
42,ours,13,6.682954430580139,6.6791605949401855,0.26635438203811646,1.423335075378418,42.26398468017578,6582.275152206421,4948,7,0.0014147130153597412,True,2.8175989786783853
42,ours,14,6.454160213470459,6.452023983001709,0.22771738469600677,1.4390535354614258,46.5395450592041,6727.627277374268,5018,8,0.0015942606616181746,True,3.1026363372802734
42,ours,15,6.373664736747742,6.347091794013977,0.21065042912960052,1.445443034172058,42.86909103393555,6982.704401016235,5087,9,0.0017692156477295065,True,2.8579394022623696
42,ours,16,6.36042594909668,6.324155926704407,0.20285950601100922,1.448603630065918,36.3006591796875,7226.0582447052,5159,9,0.001744524132583834,True,2.4200439453125
42,ours,17,6.251732110977173,6.231666803359985,0.1834275722503662,1.446230411529541,35.889387130737305,7253.614664077759,5229,9,0.0017211703958691911,True,2.3926258087158203
42,ours,18,6.214602589607239,6.199784874916077,0.1776108592748642,1.4437779188156128,31.7533016204834,6963.075876235962,5300,9,0.0016981132075471698,True,2.116886774698893
42,ours,19,6.240681409835815,6.2040650844573975,0.17751801013946533,1.4304105043411255,35.34102439880371,7353.062391281128,5368,8,0.0014903129657228018,True,2.3560682932535806
42,ours,20,6.234068274497986,6.19301438331604,0.17150932550430298,1.422119140625,33.83374214172363,7752.507925033569,5441,9,0.001654107700790296,True,2.255582809448242
42,ours,21,6.177605390548706,6.152577996253967,0.15532247722148895,1.4127949476242065,23.900508880615234,7209.390163421631,5512,10,0.00181422351233672,True,1.5933672587076824
42,ours,22,6.238093972206116,6.168738603591919,0.15745607018470764,1.393338680267334,22.91083335876465,7290.801763534546,5578,10,0.0017927572606669057,True,1.5273888905843098
42,ours,23,6.348437666893005,6.292994022369385,0.16998408734798431,1.3829702138900757,24.125337600708008,7366.902828216553,5648,10,0.0017705382436260624,True,1.6083558400472004
42,ours,24,6.490007042884827,6.4280277490615845,0.18586507439613342,1.3705261945724487,20.773887634277344,7556.087255477905,5719,10,0.0017485574401119076,True,1.3849258422851562
