seed,domain,method,budget_fraction,realized_delta_q,oracle_delta_q,ose,ndcg,overlap,budget_cost,budget_realized_delta_q,budget_ose
44,tum_fr2_xyz,learned,0.6,0.25161048769950867,0.39707791805267334,0.6336551843449025,0.677864119496732,0.5833333333333334,1570.020393371582,0.24876649677753448,0.60839579516397
44,tum_fr2_xyz,learned,0.8,0.3150268793106079,0.4344448447227478,0.7251251243650945,0.6917269994381392,0.75,2066.9018726348877,0.31314751505851746,0.7122610642264622
44,tum_fr2_xyz,oracle,0.1,0.10548802465200424,0.10548802465200424,0.9999999052025187,0.9938043951112087,1.0,258.5992736816406,0.060560621321201324,0.999999834876226
44,tum_fr2_xyz,oracle,0.2,0.17258165776729584,0.17258165776729584,0.9999999420564182,0.9954589805414615,1.0,522.996395111084,0.18141809105873108,0.9999999448787087
44,tum_fr2_xyz,oracle,0.4,0.302217960357666,0.302217960357666,0.9999999669112992,0.9964452899265599,1.0,1040.1905250549316,0.3108241856098175,0.9999999678274725
44,tum_fr2_xyz,oracle,0.6,0.39707791805267334,0.39707791805267334,0.9999999748160265,0.9967869985201825,1.0,1565.419834136963,0.4088892340660095,0.9999999755434995
44,tum_fr2_xyz,oracle,0.8,0.4344448447227478,0.4344448447227478,0.999999976982119,0.9969481278394092,1.0,2089.8175106048584,0.4396527111530304,0.9999999772547752
45,tum_fr1_desk_val,random,0.1,0.22616028785705566,0.4239445924758911,0.5334666051560757,0.5378855251169207,0.25,251.17932891845703,0.265083372592926,1.045395274527222
45,tum_fr1_desk_val,random,0.2,0.4820324778556824,0.5745325684547424,0.8389993812920974,0.5483167190281208,0.375,520.0039520263672,0.2826169431209564,0.5057499255911335
45,tum_fr1_desk_val,random,0.4,0.7198472023010254,0.8934377431869507,0.8057049298994625,0.5584373857627345,0.5,1054.9717063903809,0.7021484375,0.7698959708320874
45,tum_fr1_desk_val,random,0.6,0.8943629264831543,1.0196146965026855,0.8771577349554429,0.7377882406554646,0.7083333333333334,1575.8563499450684,0.8867617845535278,0.8697028190140098
