variant,seed,domain,method,budget_fraction,realized_delta_q,oracle_delta_q,ose,ndcg,overlap,regret,budget_cost,budget_realized_delta_q,budget_ose
raw,42,tum_fr2_xyz,oracle,0.6,0.23266978561878204,0.23266978561878204,0.9999999570206354,0.9990371236897769,1.0,0.0,1507.3785591125488,0.2422799915075302,0.9999999587254419
raw,42,tum_fr2_xyz,oracle,0.8,0.2437291443347931,0.2437291443347931,0.9999999589708501,0.9991339557378773,1.0,0.0,1687.3036079406738,0.2461545467376709,0.9999999593751173
raw,43,tum_fr1_desk_val,learned,0.1,0.11773834377527237,0.22852715849876404,0.5152050171921206,0.7770037974711665,0.5,0.11078881472349167,239.5060920715332,0.12132008373737335,0.5308781298243272
raw,43,tum_fr1_desk_val,learned,0.2,0.16188761591911316,0.3096950054168701,0.5227323910951607,0.7287940466155477,0.5,0.14780738949775696,495.2424774169922,0.1583607792854309,0.5388393260500672
raw,43,tum_fr1_desk_val,learned,0.4,0.3445093035697937,0.436788409948349,0.788732685748703,0.8140019978315842,0.75,0.0922791063785553,991.4936103820801,0.3445093333721161,0.7237439824295071
raw,43,tum_fr1_desk_val,learned,0.6,0.37397295236587524,0.4868185222148895,0.7681978552961036,0.8103054243102774,0.625,0.11284556984901428,1501.35599899292,0.41289442777633667,0.8416620689327688
raw,43,tum_fr1_desk_val,learned,0.8,0.4823229908943176,0.5047381520271301,0.9555904965798728,0.823223318016104,0.84375,0.0224151611328125,1969.4720077514648,0.48232302069664,0.9610999030654922
raw,43,tum_fr1_desk_val,error_only,0.1,0.04090098291635513,0.22852715849876404,0.17897645686961872,0.484921514679981,0.25,0.1876261755824089,250.1497039794922,0.06103501468896866,0.26707988861945003
raw,43,tum_fr1_desk_val,error_only,0.2,0.1520766019821167,0.3096950054168701,0.491052791977977,0.5919248399165965,0.375,0.15761840343475342,498.0586280822754,0.09350328147411346,0.3181548196486822
raw,43,tum_fr1_desk_val,error_only,0.4,0.20650187134742737,0.436788409948349,0.4727732282184738,0.5992483204231999,0.5,0.23028653860092163,996.623893737793,0.20650188624858856,0.4338184282842861
raw,43,tum_fr1_desk_val,error_only,0.6,0.2458968162536621,0.4868185222148895,0.5051098098811064,0.630558943862973,0.5833333333333334,0.24092170596122742,1502.3970565795898,0.22637872397899628,0.46146029679464207
raw,43,tum_fr1_desk_val,error_only,0.8,0.40637311339378357,0.5047381520271301,0.8051166802242716,0.7268805303346945,0.78125,0.09836503863334656,1983.1105346679688,0.4080101549625397,0.8130205351132747
raw,43,tum_fr1_desk_val,heuristic,0.1,0.01342027261853218,0.22852715849876404,0.058725064099346955,0.03694209229533601,0.0,0.21510688588023186,231.04678344726562,0.013741357252001762,0.06013007751447331
raw,43,tum_fr1_desk_val,heuristic,0.2,-0.0032330891117453575,0.3096950054168701,-0.010439590406043198,0.047167574634645125,0.0,0.3129280945286155,498.2395439147949,0.029743660241365433,0.1012059545996059
raw,43,tum_fr1_desk_val,heuristic,0.4,0.2862383723258972,0.436788409948349,0.6553250023426569,0.41382910131369327,0.5625,0.15055003762245178,1001.6101417541504,0.25709909200668335,0.5401128582108473
raw,43,tum_fr1_desk_val,heuristic,0.6,0.36508870124816895,0.4868185222148895,0.7499482396183984,0.4415794280094796,0.625,0.12172982096672058,1487.2857513427734,0.3408558666706085,0.6948155137256082
raw,43,tum_fr1_desk_val,heuristic,0.8,0.38429224491119385,0.5047381520271301,0.7613695056617054,0.46893186200653497,0.78125,0.12044590711593628,1988.8629722595215,0.38868448138237,0.774511274291037
raw,43,tum_fr1_desk_val,random,0.1,0.0270066075026989,0.22852715849876404,0.11817679132030624,0.017664778298541076,0.0,0.20152055099606514,237.76422500610352,0.0270066075026989,0.11817678361456467
raw,43,tum_fr1_desk_val,random,0.2,0.07173438370227814,0.3096950054168701,0.2316291193957994,0.05400191808150641,0.125,0.23796062171459198,487.1591567993164,0.07173438370227814,0.2440838390867186
raw,43,tum_fr1_desk_val,random,0.4,0.16360391676425934,0.436788409948349,0.37456102152068455,0.11171784150200213,0.3125,0.27318449318408966,1000.7648735046387,0.19274315237998962,0.40491412910092617
raw,43,tum_fr1_desk_val,random,0.6,0.25725287199020386,0.4868185222148895,0.5284368917094724,0.22686215378559965,0.5833333333333334,0.22956565022468567,1472.1691284179688,0.2620715796947479,0.5342181757266183
raw,43,tum_fr1_desk_val,random,0.8,0.4047609269618988,0.5047381520271301,0.8019225757297553,0.3272525172545134,0.8125,0.09997722506523132,1977.9198150634766,0.4047608971595764,0.8065459087208784
raw,43,tum_fr1_desk_val,oracle,0.1,0.22852715849876404,0.22852715849876404,0.9999999562415267,0.9989876790748009,1.0,0.0,241.42314910888672,0.22852717339992523,0.9999999562415296
raw,43,tum_fr1_desk_val,oracle,0.2,0.3096950054168701,0.3096950054168701,0.9999999677101681,0.9990987107092182,1.0,0.0,500.73659896850586,0.29389238357543945,0.9999999659739408
raw,43,tum_fr1_desk_val,oracle,0.4,0.436788409948349,0.436788409948349,0.9999999771056202,0.9991453360471639,1.0,0.0,1000.5396575927734,0.47600993514060974,0.9999999789920355
raw,43,tum_fr1_desk_val,oracle,0.6,0.4868185222148895,0.4868185222148895,0.9999999794584649,0.9991630196554939,1.0,0.0,1485.1301231384277,0.4905703067779541,0.9999999796155624
raw,43,tum_fr1_desk_val,oracle,0.8,0.5047381520271301,0.5047381520271301,0.9999999801877473,0.9991724037406181,1.0,0.0,1996.478115081787,0.5018448233604431,0.999999980073522
raw,43,tum_fr2_xyz,learned,0.1,0.035252343863248825,0.08183559775352478,0.43077023353236427,0.5443324626796601,0.25,0.046583253890275955,213.5345230102539,0.03106026165187359,0.4618621082340825
raw,43,tum_fr2_xyz,learned,0.2,0.06872516870498657,0.19038072228431702,0.3609880468489402,0.5877255059878048,0.25,0.12165555357933044,451.0484504699707,0.07284799963235855,0.38264376209860573
raw,43,tum_fr2_xyz,learned,0.4,0.19184651970863342,0.337510347366333,0.568416688618547,0.6568446620583016,0.5,0.14566382765769958,894.6786956787109,0.18663157522678375,0.5564829983370593
raw,43,tum_fr2_xyz,learned,0.6,0.27453744411468506,0.3901675343513489,0.7036398800702448,0.6750751848212923,0.625,0.11563009023666382,1369.152816772461,0.2651233375072479,0.6515517956860116
raw,43,tum_fr2_xyz,learned,0.8,0.33092519640922546,0.47540831565856934,0.6960862453361633,0.7321774703780836,0.8125,0.14448311924934387,1834.3116092681885,0.31515538692474365,0.6629150782653004
raw,43,tum_fr2_xyz,error_only,0.1,0.03409142047166824,0.08183559775352478,0.4165841912526137,0.3763191370121842,0.25,0.04774417728185654,200.10940170288086,0.04986123740673065,0.7414302070582712
raw,43,tum_fr2_xyz,error_only,0.2,0.08881880342960358,0.19038072228431702,0.46653252334884626,0.5064427650159528,0.5,0.10156191885471344,452.94952392578125,0.09655361622571945,0.5071606515386496
raw,43,tum_fr2_xyz,error_only,0.4,0.15977883338928223,0.337510347366333,0.47340423753531996,0.5440057193468524,0.5625,0.17773151397705078,887.1916217803955,0.18113470077514648,0.5400928608557007
raw,43,tum_fr2_xyz,error_only,0.6,0.21463671326637268,0.3901675343513489,0.5501142172735174,0.6214416476371646,0.625,0.1755308210849762,1365.5655040740967,0.25485071539878845,0.6263063931345006
raw,43,tum_fr2_xyz,error_only,0.8,0.3528457283973694,0.47540831565856934,0.742195097043331,0.7009538298912329,0.8125,0.12256258726119995,1805.6156635284424,0.3182472884654999,0.6694187530775239
raw,43,tum_fr2_xyz,heuristic,0.1,0.036194175481796265,0.08183559775352478,0.44227905767874415,0.27359273170552434,0.25,0.045641422271728516,221.47885704040527,0.047841161489486694,0.7113919371818515
raw,43,tum_fr2_xyz,heuristic,0.2,0.0853966772556305,0.19038072228431702,0.4485573525796613,0.4194302379104061,0.375,0.10498404502868652,423.35387229919434,0.11615926027297974,0.6101418924027775
raw,43,tum_fr2_xyz,heuristic,0.4,0.16411197185516357,0.337510347366333,0.4862427723278335,0.4860071939112644,0.4375,0.17339837551116943,913.4941005706787,0.21766045689582825,0.6490024184043967
raw,43,tum_fr2_xyz,heuristic,0.6,0.3274446129798889,0.3901675343513489,0.8392410330394435,0.5644953427875313,0.7916666666666666,0.06272292137145996,1365.0976276397705,0.353604257106781,0.8689973913512721
raw,43,tum_fr2_xyz,heuristic,0.8,0.4423264265060425,0.47540831565856934,0.9304137151853631,0.6459696980787839,0.84375,0.033081889152526855,1782.6747188568115,0.44928836822509766,0.9450577275290277
raw,43,tum_fr2_xyz,random,0.1,0.06223848834633827,0.08183559775352478,0.7605306547461618,0.1375276240808972,0.0,0.019597109407186508,213.3282928466797,0.06223848834633827,0.9254783415260832
raw,43,tum_fr2_xyz,random,0.2,0.1587083637714386,0.19038072228431702,0.8336366914190744,0.2631090133950658,0.125,0.03167235851287842,451.0328674316406,0.18534241616725922,0.9735355775944096
raw,43,tum_fr2_xyz,random,0.4,0.20868593454360962,0.337510347366333,0.6183097199506158,0.30874697369197074,0.375,0.1288244128227234,914.1676597595215,0.2232714593410492,0.6657328535443184
raw,43,tum_fr2_xyz,random,0.6,0.3051438331604004,0.3901675343513489,0.7820841009923061,0.40864940497574215,0.5416666666666666,0.08502370119094849,1374.3028888702393,0.301021009683609,0.7397718406936166
raw,43,tum_fr2_xyz,random,0.8,0.3725789189338684,0.47540831565856934,0.7837029745277297,0.47384127867899545,0.78125,0.10282939672470093,1831.7283306121826,0.37761276960372925,0.7942913530956349
raw,43,tum_fr2_xyz,oracle,0.1,0.08183559775352478,0.08183559775352478,0.9999998778038036,0.9975219887371041,1.0,0.0,218.61223602294922,0.06725006550550461,0.9999998513012823
raw,43,tum_fr2_xyz,oracle,0.2,0.19038072228431702,0.19038072228431702,0.9999999474736762,0.9980669574760284,1.0,0.0,443.16879653930664,0.19038072228431702,0.9999999474736762
raw,43,tum_fr2_xyz,oracle,0.4,0.337510347366333,0.337510347366333,0.9999999703712796,0.9983871040924545,1.0,0.0,920.6076011657715,0.33537694811820984,0.9999999701828055
raw,43,tum_fr2_xyz,oracle,0.6,0.3901675343513489,0.3901675343513489,0.999999974369985,0.9985133741274979,1.0,0.0,1359.8126811981201,0.40691059827804565,0.9999999754245779
raw,43,tum_fr2_xyz,oracle,0.8,0.47540831565856934,0.47540831565856934,0.9999999789654505,0.99859534858969,1.0,0.0,1725.4245891571045,0.4754083752632141,0.999999978965453
raw,44,tum_fr1_desk_val,learned,0.1,0.10621002316474915,0.17743204534053802,0.5985954621384768,0.5170008761677732,0.5,0.07122202217578888,240.30688095092773,0.07229412347078323,0.40744680171816816
raw,44,tum_fr1_desk_val,learned,0.2,0.14642462134361267,0.22170570492744446,0.6604458590141967,0.6814878678825802,0.625,0.07528108358383179,488.1821174621582,0.08742623031139374,0.39486332465109747
raw,44,tum_fr1_desk_val,learned,0.4,0.23771736025810242,0.36898475885391235,0.6442470809742799,0.7059425335519198,0.5625,0.13126739859580994,970.8091468811035,0.21782775223255157,0.6020993485944358
raw,44,tum_fr1_desk_val,learned,0.6,0.33930060267448425,0.5344743728637695,0.6348304307055395,0.7581654382792868,0.75,0.19517377018928528,1191.1806144714355,0.2494979202747345,0.45095546082610893
raw,44,tum_fr1_desk_val,learned,0.8,0.42548009753227234,0.5601627826690674,0.7595650819736561,0.7775209021192808,0.8125,0.13468268513679504,1191.1806144714355,0.2494979202747345,0.443597257458097
raw,44,tum_fr1_desk_val,error_only,0.1,0.08590444922447205,0.17743204534053802,0.4841540558136419,0.5337010514083645,0.5,0.09152759611606598,234.4746437072754,0.037859637290239334,0.21337540850539602
raw,44,tum_fr1_desk_val,error_only,0.2,0.13340425491333008,0.22170570492744446,0.6017177092479914,0.5590649925684171,0.375,0.08830145001411438,464.7136116027832,0.13310737907886505,0.6011836728115779
raw,44,tum_fr1_desk_val,error_only,0.4,0.27439066767692566,0.36898475885391235,0.7436368404289387,0.7029510887048185,0.625,0.0945940911769867,961.8832321166992,0.26656827330589294,0.7368233940277372
raw,44,tum_fr1_desk_val,error_only,0.6,0.37992942333221436,0.5344743728637695,0.710846834784696,0.7363729028191399,0.6666666666666666,0.15454494953155518,1456.1837348937988,0.3038138747215271,0.5491289295299429
raw,44,tum_fr1_desk_val,error_only,0.8,0.421366810798645,0.5601627826690674,0.7522220617169405,0.7698489327729662,0.78125,0.13879597187042236,1934.4979515075684,0.4132809042930603,0.7347968091370454
raw,44,tum_fr1_desk_val,heuristic,0.1,0.022396177053451538,0.17743204534053802,0.12622396223989785,0.2174883344925875,0.0,0.1550358682870865,238.9962501525879,0.05823275074362755,0.3281974648372518
raw,44,tum_fr1_desk_val,heuristic,0.2,0.07657825201749802,0.22170570492744446,0.34540495287890555,0.2763851629754417,0.0,0.14512745290994644,486.4480381011963,0.0763123631477356,0.3446671933259568
raw,44,tum_fr1_desk_val,heuristic,0.4,0.20252352952957153,0.36898475885391235,0.5488669089475458,0.477503259601908,0.5,0.16646122932434082,951.8800430297852,0.1262509822845459,0.3489713014702503
raw,44,tum_fr1_desk_val,heuristic,0.6,0.46325528621673584,0.5344743728637695,0.866749279422085,0.614017599579938,0.6666666666666666,0.07121908664703369,1460.6364631652832,0.4010722041130066,0.7249186703887709
raw,44,tum_fr1_desk_val,heuristic,0.8,0.42386022210121155,0.5601627826690674,0.7566732879233187,0.6464564203617963,0.8125,0.13630256056785583,1941.3107604980469,0.4229138493537903,0.7519237976324964
raw,44,tum_fr1_desk_val,random,0.1,0.06177517771720886,0.17743204534053802,0.34816244222976683,0.3007085393527344,0.25,0.11565686762332916,231.9868507385254,0.10099664330482483,0.5692130608022667
raw,44,tum_fr1_desk_val,random,0.2,0.07233557105064392,0.22170570492744446,0.3262684097896011,0.33798271290137205,0.125,0.14937013387680054,474.86019134521484,0.11155703663825989,0.5038508719672755
raw,44,tum_fr1_desk_val,random,0.4,0.19325560331344604,0.36898475885391235,0.5237495409734904,0.4902664894978106,0.3125,0.1757291555404663,962.0924854278564,0.23769983649253845,0.6570279280133617
raw,44,tum_fr1_desk_val,random,0.6,0.28393375873565674,0.5344743728637695,0.5312392283692063,0.543444195364875,0.4583333333333333,0.2505406141281128,1447.6360569000244,0.2940056025981903,0.5314009505936185
raw,44,tum_fr1_desk_val,random,0.8,0.4314954876899719,0.5601627826690674,0.7703037283750663,0.5900634177584175,0.78125,0.12866729497909546,1923.9871807098389,0.452856183052063,0.8051600614691772
raw,44,tum_fr1_desk_val,oracle,0.1,0.17743204534053802,0.17743204534053802,0.9999999436403981,0.9990124396284144,1.0,0.0,237.75885391235352,0.17743204534053802,0.9999999436403981
raw,44,tum_fr1_desk_val,oracle,0.2,0.22170570492744446,0.22170570492744446,0.9999999548951636,0.9991755450781039,1.0,0.0,487.88024520874023,0.22140882909297943,0.9999999548346848
raw,44,tum_fr1_desk_val,oracle,0.4,0.36898475885391235,0.36898475885391235,0.9999999728986103,0.9993046372221637,1.0,0.0,970.6125869750977,0.36178040504455566,0.9999999723589239
raw,44,tum_fr1_desk_val,oracle,0.6,0.5344743728637695,0.5344743728637695,0.9999999812900293,0.9993706055906652,1.0,0.0,1446.6301174163818,0.5532650947570801,0.9999999819254821
raw,44,tum_fr1_desk_val,oracle,0.8,0.5601627826690674,0.5601627826690674,0.9999999821480466,0.999415532311414,1.0,0.0,1949.3297863006592,0.562442421913147,0.9999999822204025
raw,44,tum_fr2_xyz,learned,0.1,0.053283028304576874,0.10548802465200424,0.5051096883201295,0.7847192090806234,0.5,0.05220499634742737,216.29516220092773,0.053283028304576874,0.5650940026092818
raw,44,tum_fr2_xyz,learned,0.2,0.08907818049192429,0.19699403643608093,0.45218717064542185,0.7573604038783872,0.375,0.10791585594415665,411.75073623657227,0.07497014850378036,0.38057063073784864
raw,44,tum_fr2_xyz,learned,0.4,0.159627765417099,0.302217960357666,0.528187537055405,0.730758507469385,0.5,0.14259019494056702,860.9031772613525,0.15383344888687134,0.5090148964497843
raw,44,tum_fr2_xyz,learned,0.6,0.3351445496082306,0.3939777612686157,0.8506686773953235,0.8472057702357584,0.75,0.05883321166038513,1104.4429111480713,0.21758443117141724,0.5522759075233898
raw,44,tum_fr2_xyz,learned,0.8,0.42715147137641907,0.4344448447227478,0.9832121769494009,0.8779330224486648,0.8125,0.007293373346328735,1104.4429111480713,0.21758443117141724,0.5008332560648563
raw,44,tum_fr2_xyz,error_only,0.1,0.019471945241093636,0.10548802465200424,0.18458913662890652,0.241150714168025,0.0,0.0860160794109106,205.15362739562988,0.04362928867340088,0.4627111136873978
raw,44,tum_fr2_xyz,error_only,0.2,0.07043065875768661,0.19699403643608093,0.3575268391704386,0.4108262113773907,0.375,0.12656337767839432,431.9412021636963,0.07926706969738007,0.40238307264326395
raw,44,tum_fr2_xyz,error_only,0.4,0.1431400030851364,0.302217960357666,0.4736316735756463,0.5384689426465595,0.5625,0.1590779572725296,865.1436824798584,0.14313998818397522,0.47363162426963984
raw,44,tum_fr2_xyz,error_only,0.6,0.2025032639503479,0.3939777612686157,0.5139966737165999,0.5623976333701154,0.5833333333333334,0.19147449731826782,1292.1442909240723,0.2025032937526703,0.5139967493612798
raw,44,tum_fr2_xyz,error_only,0.8,0.31667450070381165,0.4344448447227478,0.7289175996937647,0.644067545962136,0.78125,0.11777034401893616,1717.9099655151367,0.31667450070381165,0.7289175996937647
raw,44,tum_fr2_xyz,heuristic,0.1,0.015626659616827965,0.10548802465200424,0.14813679739487937,0.3067448055079983,0.0,0.08986136503517628,216.5330352783203,0.0385054275393486,0.4083699230834279
raw,44,tum_fr2_xyz,heuristic,0.2,0.04556719958782196,0.19699403643608093,0.2313125721929228,0.4252167137004941,0.25,0.15142683684825897,429.1535453796387,0.07923812419176102,0.4022361367020885
raw,44,tum_fr2_xyz,heuristic,0.4,0.15289218723773956,0.302217960357666,0.505900383940757,0.5118888661778664,0.5,0.14932577311992645,853.2659721374512,0.1576230376958847,0.521554153478506
raw,44,tum_fr2_xyz,heuristic,0.6,0.24387945234775543,0.3939777612686157,0.6190183054299208,0.647521056464416,0.7083333333333334,0.1500983089208603,1297.276222229004,0.2818624973297119,0.7154274121154335
