group_size,interaction_error_mean,interaction_error_median,additivity_ratio_mean,n_groups
1,0.0,0.0,1.0,40
2,3.9069143887634192,2.4657390101564944,0.4761920138687428,4
4,9.565708221542904,9.607709972866719,-2.647839308932901,4
8,45.15355141104136,44.39017468976975,0.020895033907959097,4
16,175.82079358169273,175.82079358169273,0.005404958492256216,2
32,361.0413237006192,361.0413237006192,0.0023590723907481684,1
