config,base_type,beta,seed,domain,step,frame,n_samples,latency_ms,t_norm_per_cand_us,d_norm,mu_l2_shift,sigma_l2_shift,mean_mu,mean_sigma,overlap_20,per_frame_rho
B2_beta_0.90,A1_online_adaptive,0.9,46,tum_fr1_desk_val,0,45,125,0.06860000212327577,0.5488000169862062,0.10784061253070831,0.9505739212036133,3.2604856491088867,9.291945457458496,11.636651039123535,1.0,0.41757296466973876
B2_beta_0.90,A1_online_adaptive,0.9,46,tum_fr1_desk_val,1,55,125,0.08340799831785262,0.6672639865428209,0.08029861003160477,0.6676039099693298,0.9246285557746887,9.370312690734863,11.746475219726562,0.4,0.339047619047619
B2_beta_0.95,A1_online_adaptive,0.95,46,tum_fr1_desk_val,0,45,125,0.06936600038898177,0.5549280031118542,0.05392026901245117,0.47528690099716187,1.6302467584609985,9.343729019165039,11.815744400024414,1.0,0.4202273425499231
B2_beta_0.95,A1_online_adaptive,0.95,46,tum_fr1_desk_val,1,55,125,0.08245199933298863,0.6596159946639091,0.037573594599962234,0.3101811110973358,0.381337970495224,9.380324363708496,11.861702919006348,0.36,0.33878955453148996
B0,A1_standard,0.0,46,tum_fr2_xyz,0,10,125,0.02952399881905876,0.2361919905524701,0.0,0.0,0.0,9.395514488220215,11.994841575622559,1.0,0.2236559139784946
B0,A1_standard,0.0,46,tum_fr2_xyz,1,20,125,0.03277400173828937,0.26219201390631497,0.0,0.0,0.0,9.395514488220215,11.994841575622559,0.12,0.022064516129032253
B2_static,A1_b2_static_start,0.0,46,tum_fr2_xyz,0,10,125,0.03691700112540275,0.295336009003222,0.0,0.0,0.0,9.395514488220215,11.994841575622559,1.0,0.2236559139784946
B2_static,A1_b2_static_start,0.0,46,tum_fr2_xyz,1,20,125,0.044702999730361626,0.357623997842893,0.0,0.0,0.0,9.395514488220215,11.994841575622559,0.12,0.022064516129032253
B2_beta_0.80,A1_online_adaptive,0.8,46,tum_fr2_xyz,0,10,125,0.07088599886628799,0.5670879909303039,0.3813023865222931,2.4777064323425293,9.407289505004883,9.146468162536621,11.189569473266602,1.0,0.2841167434715821
B2_beta_0.80,A1_online_adaptive,0.8,46,tum_fr2_xyz,1,20,125,0.08427200009464286,0.6741760007571429,0.16080641746520996,1.0133399963378906,2.077890157699585,9.207892417907715,11.348276138305664,0.16,0.11993855606758831
B2_beta_0.90,A1_online_adaptive,0.9,46,tum_fr2_xyz,0,10,125,0.06920700252521783,0.5536560202017426,0.19065198302268982,1.2388601303100586,4.703644752502441,9.270989418029785,11.592205047607422,1.0,0.25173579109062977
B2_beta_0.90,A1_online_adaptive,0.9,46,tum_fr2_xyz,1,20,125,0.08462000187137164,0.6769600149709731,0.07653126120567322,0.4506065547466278,0.7078193426132202,9.289249420166016,11.631295204162598,0.2,0.09569278033794161
B2_beta_0.95,A1_online_adaptive,0.95,46,tum_fr2_xyz,0,10,125,0.07949799692141823,0.6359839753713459,0.09532594680786133,0.6194300055503845,2.3518259525299072,9.333250999450684,11.793523788452148,1.0,0.24078033794162823
B2_beta_0.95,A1_online_adaptive,0.95,46,tum_fr2_xyz,1,20,125,0.08932299897423945,0.7145839917939156,0.03729776665568352,0.21663516759872437,0.30730482935905457,9.339268684387207,11.80300235748291,0.2,0.06846082949308756
B2_beta_0.80,sequential_stream,0.8,42,stream_tum_fr2_xyz,0,0,4,0.07684100273763761,19.210250684409402,3.5599935054779053,30.841835021972656,15.427642822265625,12.945517539978027,13.936840057373047,1.0,0.7999999999999999
B2_beta_0.80,sequential_stream,0.8,42,stream_tum_fr2_xyz,1,1,4,0.06525899880216457,16.314749700541142,0.4158375561237335,2.553248882293701,9.308526992797852,13.103339195251465,14.569724082946777,1.0,0.7999999999999999
B2_beta_0.80,sequential_stream,0.8,42,stream_tum_fr2_xyz,2,2,4,0.1067689991032239,26.692249775805976,1.4106768369674683,12.535459518432617,23.027111053466797,11.875011444091797,12.241625785827637,0.0,0.39999999999999997
B2_beta_0.80,sequential_stream,0.8,42,stream_tum_fr2_xyz,3,3,4,0.11111500134575181,27.77875033643795,1.0886284112930298,9.291348457336426,17.720582962036133,10.789552688598633,10.27489185333252,0.0,0.39999999999999997
B2_beta_0.80,sequential_stream,0.8,42,stream_tum_fr2_xyz,4,4,4,0.07969700163812377,19.92425040953094,0.9406132102012634,8.198208808898926,15.477051734924316,9.855113983154297,8.580659866333008,0.0,0.7999999999999999
B2_beta_0.80,sequential_stream,0.8,42,stream_tum_fr2_xyz,5,5,4,0.0659079996694345,16.476999917358626,2.3982865810394287,24.564556121826172,23.324878692626953,11.918590545654297,10.446534156799316,0.0,0.0
B2_beta_0.80,sequential_stream,0.8,42,stream_tum_fr2_xyz,6,6,4,0.06356900121318176,15.892250303295441,0.9982796311378479,9.763824462890625,1.641204833984375,12.71173095703125,10.143658638000488,0.0,0.7999999999999999
B2_beta_0.80,sequential_stream,0.8,42,stream_tum_fr2_xyz,7,7,4,0.06426999971154146,16.067499927885365,0.17788375914096832,1.0276247262954712,3.3838376998901367,12.539095878601074,9.705414772033691,0.0,0.19999999999999998
B2_beta_0.80,sequential_stream,0.8,42,stream_tum_fr2_xyz,8,8,4,0.064437001128681,16.10925028217025,1.4416284561157227,13.770480155944824,14.970342636108398,11.105338096618652,8.16240119934082,0.0,0.0
B2_beta_0.80,sequential_stream,0.8,42,stream_tum_fr2_xyz,9,9,4,0.04894700032309629,12.236750080774073,0.9489647150039673,9.152085304260254,15.057913780212402,10.160526275634766,6.628017902374268,1.0,0.0
B2_beta_0.90,sequential_stream,0.9,42,stream_tum_fr2_xyz,0,0,4,0.9306000029027928,232.6500007256982,1.779996395111084,15.420913696289062,7.7138214111328125,11.170514106750488,12.965839385986328,1.0,0.39999999999999997
B2_beta_0.90,sequential_stream,0.9,42,stream_tum_fr2_xyz,1,1,4,0.12798900206689723,31.997250516724307,0.312466025352478,2.64917254447937,5.3527913093566895,11.426926612854004,13.379382133483887,0.0,0.39999999999999997
B2_beta_0.90,sequential_stream,0.9,42,stream_tum_fr2_xyz,2,2,4,0.06846300311735831,17.115750779339578,0.5530967712402344,4.798583030700684,10.39348316192627,10.980401992797852,12.334366798400879,1.0,-0.6000000000000001
B2_beta_0.90,sequential_stream,0.9,42,stream_tum_fr2_xyz,3,3,4,0.06577699969056994,16.444249922642484,0.4547900855541229,3.9291365146636963,8.997241020202637,10.52713394165039,11.341726303100586,1.0,-0.39999999999999997
B2_beta_0.90,sequential_stream,0.9,42,stream_tum_fr2_xyz,4,4,4,0.06648800263064913,16.622000657662284,0.4435383081436157,3.9215188026428223,8.750473976135254,10.08615493774414,10.38792610168457,0.0,0.7999999999999999
B2_beta_0.90,sequential_stream,0.9,42,stream_tum_fr2_xyz,5,5,4,0.0636549993942026,15.913749848550651,1.1776219606399536,12.035795211791992,10.014607429504395,11.094788551330566,11.140135765075684,0.0,0.0
B2_beta_0.90,sequential_stream,0.9,42,stream_tum_fr2_xyz,6,6,4,0.06203100201673806,15.507750504184514,0.5928852558135986,5.887041091918945,1.2372558116912842,11.573739051818848,10.91933822631836,0.0,0.39999999999999997
B2_beta_0.90,sequential_stream,0.9,42,stream_tum_fr2_xyz,7,7,4,0.0605670029472094,15.14175073680235,0.15866772830486298,1.1001994609832764,2.1210978031158447,11.60122013092041,10.622648239135742,0.0,0.19999999999999998
B2_beta_0.90,sequential_stream,0.9,42,stream_tum_fr2_xyz,8,8,4,0.05995800165692344,14.98950041423086,0.6274284720420837,5.689528942108154,7.995612144470215,10.978129386901855,9.759416580200195,0.0,0.0
B2_beta_0.90,sequential_stream,0.9,42,stream_tum_fr2_xyz,9,9,4,0.04937999983667396,12.34499995916849,0.46251681447029114,4.187909126281738,8.734899520874023,10.51844310760498,8.832523345947266,1.0,0.0
B2_beta_0.95,sequential_stream,0.95,42,stream_tum_fr2_xyz,0,0,4,0.03992500205640681,9.981250514101703,0.889998197555542,7.710456848144531,3.856903314590454,10.283014297485352,12.480340957641602,1.0,0.39999999999999997
B2_beta_0.95,sequential_stream,0.95,42,stream_tum_fr2_xyz,1,1,4,0.058936002460541204,14.734000615135301,0.18607492744922638,1.695275902748108,2.854543685913086,10.455594062805176,12.711385726928711,0.0,0.7999999999999999
B2_beta_0.95,sequential_stream,0.95,42,stream_tum_fr2_xyz,2,2,4,0.05989399869577028,14.97349967394257,0.23209351301193237,1.977839708328247,4.888930320739746,10.280899047851562,12.222277641296387,1.0,-0.39999999999999997
