candidate_idx,context_size,context_type,overlap_bin,depth_bin,delta_q_single,delta_q_conditional,utility_single,utility_conditional,deviation_dq,ratio_rq,sign_flip,iou_with_context,depth_conflict_with_context,scene,frame
2989,8,high_utility,low,medium,0.007559938569053224,0.008649603434069685,0.007132833840903695,0.007129127974890919,0.0010896648650164614,1.1439854133284915,False,0.011733645637011049,0.26533713315130936,tum_fr1_desk,0
2830,2,overlap_top,medium,near,0.017709834886438992,0.016775888972370586,0.009189322210571045,0.009509324423752156,-0.0009339459140684054,0.9472105115279299,False,0.3833455021037848,0.0077929661826043415,tum_fr1_desk,0
1014,4,random,high,medium,0.002854854857841096,0.003811148705022678,0.002615416161042296,0.0034639409256545153,0.0009562938471815823,1.334503640673022,False,0.6503885909728748,0.37988542314941726,tum_fr1_desk,0
372,8,overlap_top,high,near,0.002646534875831702,-0.0010731803434141404,0.0024731364453673783,-0.0009675674551168964,-0.0037197152192458426,-0.4053507862014506,True,0.7475488214444115,0.1299847437919615,tum_fr1_desk,0
1681,4,high_utility,high,medium,-0.00355019052545726,-0.003795240707450321,-0.0038284814940224513,-0.004927218427338772,-0.00024505018199306094,-1.0687234830808285,False,0.7436847019375914,0.22795294473130784,tum_fr1_desk,0
2359,2,overlap_top,medium,medium,0.0035810003810228044,0.0024482195728365314,0.002064260303564726,0.001456640779164606,-0.001132780808186273,0.6834783116738438,False,0.14491947962774426,0.34288010778785105,tum_fr1_desk,0
2938,1,high_utility,medium,far,0.004567703540817569,0.004521710979607715,0.002702604233099658,0.003091936017429978,-4.599256120985356e-05,0.989714245892732,False,0.20525022696109102,0.9884588915423778,tum_fr1_desk,0
1072,4,spatial_knn,medium,near,0.014730241667022375,0.01455635473459474,0.008712939490411273,0.008521119379131057,-0.00017388693242763494,0.988128160790469,False,0.4887847910807934,0.15881322970007317,tum_fr1_desk,0
145,1,high_utility,medium,medium,0.0033270191417426867,0.005966165235139998,0.0038898544851182996,0.007723316812182153,0.002639146093397311,1.7927076080505564,False,0.24164840146783606,0.3949835539433474,tum_fr1_desk,0
661,1,overlap_top,medium,medium,-0.0008387753158709691,-0.0009743900129401594,-0.0007384117109559201,-0.0007046890118796215,-0.00013561469706919029,-1.160298468560695,False,0.13441136619589075,0.40053639142455977,tum_fr1_desk,0
440,4,random,medium,near,-0.007460921244118334,-0.009575904814134001,-0.013933696004973479,-0.024031165708884614,-0.0021149835700156674,-1.2833028520211145,False,0.18419693474229595,0.06927189280650388,tum_fr1_desk,0
3351,1,spatial_knn,high,near,0.003571917470274236,0.0028203546222090982,0.005068989701012675,0.0035153409604194302,-0.0007515628480651379,0.789370212347117,False,0.5406729960699008,0.17540460884315262,tum_fr1_desk,0
4839,4,high_utility,medium,near,0.007520245682416769,0.005761990200441795,0.010858111222811035,0.008571400416460836,-0.001758255481974974,0.7660951980218149,False,0.4825755281706978,0.12339687924985861,tum_fr1_desk,0
2564,1,high_utility,medium,near,0.007653516543072507,0.010084920211861283,0.0069464835078801275,0.00822830338968856,0.002431403668788776,1.3175123673863296,False,0.18132512178159044,0.1315497704431262,tum_fr1_desk,0
4153,8,overlap_top,medium,far,0.0009253374700730396,-0.00226522943411995,0.0015297402951836413,-0.00334008115596128,-0.0031905669041929897,-2.4453609049640863,True,0.4320095316836085,0.6362768449469225,tum_fr1_desk,0
3883,2,random,medium,far,0.008138344962366461,0.004719062924984051,0.0040871353555850115,0.0024569381817622516,-0.003419282037382411,0.5797841161424389,False,0.2903554174767936,1.6198055561760298,tum_fr1_desk,0
632,1,spatial_knn,medium,medium,0.00172115461171147,6.748202558720033e-05,0.002718390471637935,0.0001312430643535097,-0.0016536725861242697,0.03918464993113306,False,0.1402423538861277,0.3513596275404774,tum_fr1_desk,0
285,4,high_utility,medium,far,-0.00967786362083314,-0.011676458099977135,-0.014237501852157353,-0.01931862093178917,-0.0019985944791439947,-1.2063872947692227,False,0.12193281066433395,1.4671964886144164,tum_fr1_desk,0
1523,2,high_utility,medium,medium,0.005946578059273,0.005213659868837564,0.00464055086354421,0.004117593587256948,-0.0007329181904354354,0.8766021760250514,False,0.2056378131456639,0.46521203753120743,tum_fr1_desk,0
1689,1,spatial_knn,medium,near,-0.0033529716911780104,-0.006132463894751148,-0.003223373970542708,-0.006418768296557166,-0.0027794922035731377,-1.8284185018261891,False,0.27705741487120283,0.08195839008474025,tum_fr1_desk,0
1826,4,random,medium,medium,-0.006005096488508761,-0.006841437771413631,-0.004286621913054233,-0.004918346791104207,-0.00083634128290487,-1.1390822282830615,False,0.12941136908168768,0.4629208840980056,tum_fr1_desk,0
4361,4,spatial_knn,high,near,0.003865294676603183,0.006871132577012103,0.0024430891630342565,0.00446547702619852,0.00300583790040892,1.7771880189558873,False,0.6320243490456492,0.10901456087753603,tum_fr1_desk,0
4917,1,random,medium,near,-0.0007188971661166981,0.003210858105598669,-0.0004146554235344852,0.0018846295553361912,0.003929755271715367,4.460162168603643,True,0.38348355211028146,0.1129442335225785,tum_fr1_desk,0
4223,2,high_utility,medium,near,-0.0005812800796856348,0.00028227211513177637,-0.00030130670526870817,0.00013944342898085182,0.0008635521948174112,0.4847703450273815,True,0.1170991937297993,0.13743884473701945,tum_fr1_desk,0
1884,1,spatial_knn,high,far,-0.014942140413281966,-0.015479665849451847,-0.013007328663189759,-0.01447482862904132,-0.0005375254361698822,-1.0359044632741992,False,0.7491593391069284,0.6264967202441979,tum_fr1_desk,0
689,4,overlap_top,low,medium,0.0022452670463717853,0.002014566633176307,0.0021440705020252175,0.0019384057897459423,-0.00023070041319547824,0.8968509048958692,False,0.04907970168853453,0.45527864796717904,tum_fr1_desk,0
399,8,spatial_knn,medium,near,-0.005401420491037316,-0.007628225818119196,-0.00920688553464091,-0.013709354470633163,-0.0022268053270818795,-1.4120014965096699,False,0.23788403858947113,0.16881318980141638,tum_fr1_desk,0
3302,1,spatial_knn,medium,near,0.0020784335689780107,-0.00037902979377079597,0.001041797169821026,-0.00018534473494093135,-0.0024574633627488067,-0.18227550012914312,True,0.18611643085014482,0.07484727049232301,tum_fr1_desk,0
3029,1,spatial_knn,high,near,0.013443410343988361,0.012978679241776299,0.008473749453020474,0.009479750122456356,-0.00046473110221206284,0.965358755773152,False,0.7092833721923735,0.17923365893783466,tum_fr1_desk,0
900,2,spatial_knn,medium,near,0.00470731364102394,0.005225623961629233,0.0028460896056843963,0.00326737523408062,0.0005183103206052937,1.1098716780670523,False,0.19886420617195366,0.0430931290875717,tum_fr1_desk,0
4795,1,spatial_knn,high,medium,0.003959020027012733,0.0024634403522310884,0.004811620933684743,0.0030052587229415007,-0.0014955796747816445,0.6220777509777901,False,0.6674426927638141,0.29770768437786904,tum_fr1_desk,0
3804,1,high_utility,medium,near,0.001949420442655443,0.005386263290884898,0.002168359924153605,0.0055399160624542846,0.0034368428482294553,2.7615908719412574,False,0.39059290961742255,0.04877285511537734,tum_fr1_desk,0
571,2,spatial_knn,medium,far,-0.0041914784418802305,-0.002906825532803527,-0.0038393507807331652,-0.0029672591621867548,0.0012846529090767035,-0.6933429886642142,False,0.3139149772227796,0.9385884677411297,tum_fr1_desk,0
2247,8,random,high,near,0.0010109765705174684,-0.007267567469363984,0.0005333619607345554,-0.004398433948599727,-0.008278544039881453,-7.1815570449894475,True,0.7214095937083389,0.18567778045178387,tum_fr1_desk,0
3271,1,random,low,medium,0.0015134590561398664,0.0009091199845765546,0.001800776468408661,0.0010915557304099234,-0.0006043390715633118,0.6002935377426234,False,0.053321632448551974,0.21919741259676542,tum_fr1_desk,0
365,8,high_utility,low,near,0.0031848070785602135,0.00272998676267176,0.005237071268150757,0.005171622173491359,-0.0004548203158884532,0.8569215571915749,False,0.08429402716224477,0.010865677424550845,tum_fr1_desk,0
772,8,high_utility,high,medium,0.00849405662423526,-0.003965908982910719,0.004273989464020974,-0.0021916905153570388,-0.01245996560714598,-0.4668490344839505,True,0.6197228249449456,0.324854705288551,tum_fr1_desk,0
2376,2,spatial_knn,low,medium,0.007928520773314985,0.00864747408398005,0.0088333111601579,0.008671968831158429,0.0007189533106650667,1.0905418285908497,False,0.06609413076741495,0.21687018902564312,tum_fr1_desk,0
377,2,high_utility,low,near,-0.0017839754428473037,-0.001142288005692654,-0.0016627440128722595,-0.000955591137628452,0.0006416874371546497,-0.6399460621545209,False,0.008342159517922455,0.08847786830387994,tum_fr1_desk,0
3983,8,overlap_top,medium,far,0.006810996772975587,0.0057052768643929865,0.0069265013419396015,0.005349597702254153,-0.0011057199085826007,0.837533700401451,False,0.2342576293607718,1.1731621718151655,tum_fr1_desk,0
3697,8,spatial_knn,medium,near,0.0018616466620286932,-0.0012279717260133742,0.0010838299441448549,-0.0008073343593674966,-0.0030896183880420674,-0.6592617650177057,True,0.12531074957904664,0.013416258658457457,tum_fr1_desk,0
3468,8,overlap_top,high,medium,0.0008937318820711401,-0.006767147917262384,0.00048827445930688356,-0.003731177591600231,-0.0076608797993335245,-7.563324894154524,True,0.7939323203915762,0.33392437979256334,tum_fr1_desk,0
1368,2,random,high,medium,0.0034128997524414985,0.003600097719331286,0.004104035514565144,0.004789550816077233,0.00018719796688978748,1.0545411348873455,False,0.6735988423120493,0.39112764058042704,tum_fr1_desk,0
3754,4,random,high,medium,0.0015281412498230943,-0.0017295384993302808,0.0009617176019425044,-0.0010556167280362087,-0.003257679749153375,-1.131052150695935,True,0.7721037937015973,0.2010602206987631,tum_fr1_desk,0
3300,1,random,medium,near,0.005618068095888898,0.006621972631472432,0.003431345393515984,0.003994479301675889,0.0010039045355835336,1.178482360147458,False,0.40668843753302397,0.10595365500048616,tum_fr1_desk,0
4969,1,high_utility,high,far,0.001307720080081131,-0.00036050359713589333,0.002544210262939903,-0.0007311020999814931,-0.0016682236772170244,-0.2754627231772472,True,0.5933696492103441,0.6397281129760172,tum_fr1_desk,0
2159,1,random,medium,medium,-0.0022526022710465006,-0.00016355026369031323,-0.0015155348335324915,-0.00010345645825284395,0.0020890520073561874,-0.07257281632679831,False,0.44406795944182903,0.39623210477044063,tum_fr1_desk,0
1778,2,overlap_top,high,medium,0.0033899153237135424,0.004072131291201157,0.006675092829654936,0.011222328011611826,0.0006822159674876138,1.2008944200769909,False,0.6719711842257461,0.5363549812495183,tum_fr1_desk,0
1929,2,high_utility,high,far,-0.00353154090614171,-0.002685937482067011,-0.0020031922463593648,-0.0016398346414024107,0.0008456034240746989,-0.7603415086849282,False,0.7013206094625605,1.682623869212717,tum_fr1_desk,0
1080,1,overlap_top,low,near,0.0031234236287594297,0.004056014460632519,0.0028726695999342325,0.004339264666314724,0.0009325908318730899,1.2981640592197745,False,0.0015039068199285133,0.05894047567876359,tum_fr1_desk,0
2947,1,overlap_top,medium,near,0.00831292051713591,0.006237541122280184,0.007686392004431671,0.005610026718559576,-0.002075379394855726,0.7502526767514703,False,0.4705618135587124,0.19673974856808343,tum_fr1_desk,0
663,4,spatial_knn,medium,medium,0.0019001228564004846,-0.00043291810614654556,0.0013581478965635047,-0.0003330600016585927,-0.00233304096254703,-0.2277170592573994,True,0.21585657610257147,0.5229755066433693,tum_fr1_desk,0
4835,2,high_utility,high,near,0.003929421915421629,-0.0017309223789485429,0.003924091123786951,-0.0016005538402616426,-0.005660344294370172,-0.44039098503827195,True,0.7855753523569162,0.07065670410264942,tum_fr1_desk,0
1836,4,random,medium,medium,0.003805723851734343,0.0016475632347754832,0.004457460788786312,0.0017694853915314812,-0.00215816061695886,0.43280345487231847,False,0.17648956216896902,0.2735591341376283,tum_fr1_desk,0
4697,2,random,high,medium,0.00641107891233404,0.006186219896309253,0.008433176632699092,0.007296854423890273,-0.00022485901602478675,0.9647760080447025,False,0.5089418917665862,0.4620457904229278,tum_fr1_desk,0
3920,2,overlap_top,medium,medium,-0.00426674096560943,-0.004569452276940988,-0.004089446440194394,-0.004612922260322921,-0.00030271131133155873,-1.070695788184622,False,0.13223528877613963,0.3614439066075171,tum_fr1_desk,0
2003,4,overlap_top,high,near,0.005857194959579121,0.0011069578919747323,0.0030918039402737536,0.0006274075692263508,-0.004750237067604388,0.18895886866391712,False,0.7525433960922725,0.0900465654601783,tum_fr1_desk,0
3384,2,random,high,near,0.0010394447363927999,0.00162519440825392,0.0008489044707449486,0.0017338624296375964,0.0005857496718611201,1.562018963052699,False,0.5049365167653651,0.01533810650020602,tum_fr1_desk,0
4643,1,high_utility,medium,medium,0.0011954754597540357,0.0016524152846999036,0.002341568156916419,0.003351025782230547,0.00045693982494586787,1.3810690986003151,False,0.12712653413548286,0.28265580387505407,tum_fr1_desk,0
840,2,overlap_top,medium,medium,-0.0027703087387316114,-0.005677517964771008,-0.001648315423317408,-0.003477442255384433,-0.002907209226039396,-2.04867753831337,False,0.21755978090290481,0.4273836760791483,tum_fr1_desk,0
4000,8,random,low,medium,0.0055704305647626545,0.0056720748524521645,0.004523811525531637,0.0050722546151917335,0.00010164428768951008,1.01806435286586,False,0.0372004691520524,0.2900380176155032,tum_fr1_desk,0
3737,8,random,high,far,0.0011560160664892737,-0.004178247357102466,0.0013517849980828973,-0.005038054955289778,-0.0053342634235917395,-3.6112267392971433,True,0.5310317489404713,0.99226649384051,tum_fr1_desk,0
1753,8,spatial_knn,medium,medium,0.006633604988857625,0.0072221343481012786,0.005879859983478441,0.007202241495689747,0.0005885293592436543,1.0885552885560437,False,0.49954035717738243,0.20465097432101653,tum_fr1_desk,0
597,1,spatial_knn,medium,near,-0.000786405620520405,-0.0039144740909226,-0.0008165789347842133,-0.004444542148101515,-0.003128068470402195,-4.971356552338909,False,0.4868218181571733,0.12900713302587316,tum_fr1_desk,0
3669,1,high_utility,high,near,0.0011791029418974747,0.00020744701178756293,0.0008787241215181393,0.00015286426719009934,-0.0009716559301099118,0.175787216879581,False,0.7844134576008849,0.07740183588349131,tum_fr1_desk,0
97,2,overlap_top,medium,near,0.012868691867341193,0.013749335108422953,0.015334081265452182,0.0189178321902651,0.0008806432410817598,1.0683499846110527,False,0.3877570297040376,0.054375473286544934,tum_fr1_desk,0
4666,4,high_utility,high,medium,0.005250951903653772,0.001344202875889211,0.0029286148831020784,0.0007404720048281744,-0.003906749027764561,0.2559434854980397,False,0.5207787737207633,0.23652224229113772,tum_fr1_desk,0
2791,8,overlap_top,medium,far,-0.0012362031899402328,-0.002353966809745682,-0.000736090103710519,-0.0013109553894152133,-0.0011177636198054493,-1.9026517462013643,False,0.2718219772495081,0.6170357201554315,tum_fr1_desk,0
4976,2,spatial_knn,medium,near,-0.0018418247365703608,-0.0022068808671081804,-0.0010138041408782883,-0.0012168816265032214,-0.0003650561305378197,-1.1975533122131605,False,0.12929584902869715,0.08851004626508557,tum_fr1_desk,0
4402,8,random,high,near,0.006415548885735795,-5.1474296341017835e-05,0.004904652538957409,-4.067770404021709e-05,-0.0064670231820768125,-0.008022115510636401,True,0.6386753505794627,0.13953237047050404,tum_fr1_desk,0
4654,8,high_utility,medium,near,0.007742228545983774,0.005119802118272678,0.009758108213785968,0.005773046038465198,-0.0026224264277110963,0.6611973400847371,False,0.4186637049557931,0.10154021006671617,tum_fr1_desk,0
612,2,random,medium,medium,-0.01179798699636442,-0.010671237297222557,-0.008825997493448154,-0.006706838157016491,0.0011267496991418618,-0.9044197862503492,False,0.25340934165402135,0.5838494941540087,tum_fr1_desk,0
3958,8,overlap_top,medium,near,0.0029140345460266833,0.002594269958835973,0.0018224631950999443,0.001679457581678034,-0.00031976458719071006,0.8899619945746694,False,0.1216834265778183,0.17411885846696157,tum_fr1_desk,0
246,1,high_utility,high,near,0.0016017930437714242,0.0011910718909587247,0.0008105557204587757,0.0006084807490986702,-0.0004107211528126996,0.743122697959865,False,0.5801484384219127,0.11703016421925944,tum_fr1_desk,0
3069,1,spatial_knn,medium,medium,0.006928649978399315,0.004924443970201555,0.009973001788158003,0.0065605913576089045,-0.00200420600819776,0.7106338683125025,False,0.4478045469107061,0.22485153439755093,tum_fr1_desk,0
2990,8,high_utility,high,near,-0.0020268591352517193,-0.004448205097887693,-0.0011340552988751114,-0.002531848150666841,-0.0024213459626359736,-2.193547382341,False,0.7345663996982202,0.03521253595475337,tum_fr1_desk,0
4079,1,random,medium,medium,-0.007776382131550505,-0.00863682370455291,-0.005263192544005734,-0.005460452266774678,-0.0008604415730024043,-1.1105052520842338,False,0.28623861226035346,0.20449156622545928,tum_fr1_desk,0
2326,1,random,medium,far,0.006203100132522765,0.006296567268925524,0.009529197868989116,0.0077496709785050515,9.346713640275852e-05,1.0149041979380753,False,0.33609498227818,0.7073021192664056,tum_fr1_desk,0
723,2,overlap_top,high,medium,0.0003883976539433005,-0.0010546766916210305,0.00027134226796692013,-0.0007299061731174377,-0.001443074345564331,-2.7084823982391018,True,0.5904552986708137,0.4922721977702767,tum_fr1_desk,0
4628,8,spatial_knn,low,near,-0.0004454739295945355,-0.00014816428391369323,-0.00045812722821192187,-0.0001398878107860394,0.0002973096456808423,-0.3318542788114154,False,0.0557129185299246,0.057668457137736454,tum_fr1_desk,0
3938,1,high_utility,medium,medium,0.00010956949508332753,-0.00018917030636955408,0.00019929515853841842,-0.00031596646587586175,-0.0002987398014528816,-1.710872480940528,True,0.3266450742075609,0.4271972897549419,tum_fr1_desk,0
3618,4,overlap_top,low,near,0.006296286124999203,0.006642463870831944,0.012585433808683946,0.01499245116664154,0.00034617774583274146,1.0548137307057468,False,0.08879157537078486,0.17774931701518112,tum_fr1_desk,0
1750,4,spatial_knn,low,near,-0.004605032479325851,-0.005010657470537917,-0.004114785812774366,-0.004504352201120682,-0.0004056249912120662,-1.0878467516302202,False,0.08857647466105255,0.1647392095954005,tum_fr1_desk,0
2810,4,high_utility,high,medium,0.003941213238926721,-0.0011480461398410899,0.002011679600540837,-0.000584827154925316,-0.005089259378767811,-0.2912186810456881,True,0.6031695228774272,0.4902833301529316,tum_fr1_desk,0
2723,1,overlap_top,medium,far,0.002771579158167932,0.0010108270497287517,0.0019215609715306718,0.0007147916176597548,-0.0017607521084391804,0.36458005058246457,False,0.22521695873194397,0.6184895392243249,tum_fr1_desk,0
2269,8,spatial_knn,medium,medium,0.0008826700881407394,-0.0008159635040956557,0.0017020016997932195,-0.0019745567923705526,-0.001698633592236395,-0.923380246820915,True,0.22706275761881622,0.5220943777277347,tum_fr1_desk,0
3198,4,spatial_knn,high,medium,-0.0033390146078959657,-0.00993332679768862,-0.002388057861158905,-0.00781599385515223,-0.0065943121897926536,-2.9740369321157236,False,0.7223159961535899,0.5736982594842228,tum_fr1_desk,0
660,8,high_utility,low,medium,0.004795796444515924,0.007048683326735673,0.0027291808256615017,0.003932169450926593,0.00225288688221975,1.4694564191470505,False,0.02773621338118666,0.2622617817658701,tum_fr1_desk,0
727,8,spatial_knn,medium,medium,0.008965799845448905,0.009916195105013764,0.015056870742049845,0.015360329243049654,0.0009503952595648596,1.1058789396360535,False,0.1761802411018521,0.20104878569880058,tum_fr1_desk,0
1573,2,overlap_top,high,medium,-0.0005895632502689509,-0.0017279905346067035,-0.00031594760795718765,-0.0009436809104034781,-0.0011384272843377526,-2.926004172829501,False,0.6191037245841251,0.27633327234513305,tum_fr1_desk,0
578,1,high_utility,high,medium,0.00022458050887976975,-0.0007099663572176917,0.0001618543735109323,-0.000544777721290508,-0.0009345468660974614,-3.1472859102205972,True,0.5116844489421455,0.33849856888000635,tum_fr1_desk,0
1936,4,overlap_top,high,near,0.004121171298559494,0.0015511888013781863,0.0029416396800930546,0.0011156223842541805,-0.0025699824971813076,0.37630381879575314,False,0.7870722502843503,0.09398569774478137,tum_fr1_desk,0
1644,2,high_utility,low,near,0.001078216746414521,-0.0014235861149733424,0.001926591347437862,-0.0035035868309723764,-0.0025018028613878634,-1.3190919430252717,True,0.03651899640190699,0.045255273161399164,tum_fr1_desk,0
340,1,spatial_knn,medium,medium,-0.0050315873183591694,-0.006197798463616559,-0.0035529515429747038,-0.004474136490649369,-0.0011662111452573896,-1.2315332197032394,False,0.37943073634500846,0.26811482129341885,tum_fr1_desk,0
4912,8,overlap_top,medium,near,-0.0017607820279529158,-0.0011021323800965977,-0.0015207883461764457,-0.0010022802597222133,0.0006586496478563182,-0.6255781717657825,False,0.41013418076513314,0.10422487711099422,tum_fr1_desk,0
4096,4,high_utility,medium,near,-0.0024311017180470296,-0.0028937788646794843,-0.002388501095141634,-0.0029591024449413003,-0.00046267714663245486,-1.18982641359391,False,0.45982364341153215,0.009035168366642718,tum_fr1_desk,0
3372,4,spatial_knn,medium,far,-0.0012644838620578104,-0.0005814984531160971,-0.001165627539004779,-0.0006005569710107922,0.0006829854089417133,-0.45950681043890934,False,0.3288168602124366,0.7145242148135743,tum_fr1_desk,0
