idx_i,idx_j,delta_q_i,delta_q_j,delta_q_ij,interaction_residual,overlap_iou,distance_3d,depth_conflict,overlap_bin,depth_bin,additivity_ratio,cost_i_ms,cost_j_ms,cost_ij_ms,scene,frame
4276,606,-0.002815078130330632,0.0068859000040653665,0.0020357667042211047,-0.0020350551695136297,0.7795582447499021,0.12173210097278883,0.8463249441819909,high,far,0.4999645778595589,1.930892865503881,1.8722965853306728,3.896982831390471,tum_fr1_desk,0
1895,2733,0.005701704089738692,-0.0022339685903420246,0.0036818292435268716,0.00021409374413020396,0.0,2.560853180974728,0.11434386942921512,low,near,1.061432687550627,1.9042321612411715,1.5440446950124596,3.4859899173180318,tum_fr1_desk,0
2806,537,0.003154768614725664,-0.002044684456951806,-3.2886140056765e-05,-0.001142970297830623,0.014519277262192968,2.9706588578075768,0.6295825913702383,low,far,-0.029598244045396967,1.6111529266313067,1.5455236114929018,3.2087261333028696,tum_fr1_desk,0
4495,2701,0.008910023020859716,0.0035222455993542626,0.013869624948547507,0.0014373563283335271,0.029168538428313184,2.7440596300415905,0.21482797107987112,low,medium,1.1155252389543249,1.4749458961666477,1.552950315886555,3.128261530690234,tum_fr1_desk,0
1715,4777,0.00042365377679827194,0.005794846102466337,0.0035066420436058723,-0.0027118578356587365,0.1843068911918861,1.157969710287835,0.0109812312632571,medium,near,0.5638141509250252,1.1983970271986903,1.313966952061365,2.646676988778781,tum_fr1_desk,0
876,991,-0.006063579355948258,-0.00035965932894716727,-0.010853846103415363,-0.004430607418519937,0.5831958273485792,0.4248285123230601,0.2215960764837047,high,medium,1.690040908778852,1.4343357137285004,0.628021197490652,2.1963367986658864,tum_fr1_desk,0
1081,4729,0.013945179786962313,0.011217068791602666,0.025348702893334407,0.00018645431476942766,0.0,1.9304182094197095,0.4756961939198059,low,medium,1.007370046605485,0.9062483768931113,1.1584571310584542,2.1261145540637276,tum_fr1_desk,0
1470,580,0.010306508653040771,-0.0003747265558047808,0.008670898142900944,-0.0012608839543350452,0.04898235186181958,1.6702186608830556,0.37615478633303273,low,medium,0.8729576525507198,1.9322979209947913,1.6068453750436529,3.685036393391183,tum_fr1_desk,0
2265,2479,-0.0046341588306794855,0.01121857898875923,0.004169081226842184,-0.0024153389312375614,0.3733372969870904,0.7808064190284146,0.004349423916241282,medium,near,0.6330774843161797,0.6741089607603743,0.5690039630326291,1.33124332573267,tum_fr1_desk,0
1631,2816,0.011360028402361522,-0.0007462645368215095,0.008964972970405214,-0.001648790895134799,0.17353676871250873,1.4207877481718538,0.3147527137341888,medium,medium,0.8445758270242155,0.5229568104355771,1.9001544621192243,2.549341722586327,tum_fr1_desk,0
3498,3913,0.011667713147149959,0.004069374186254037,0.01666331987628903,0.0009262325428850337,0.07800487111288625,1.8667609349502459,0.48425870583685376,low,medium,1.0587893892875555,1.5157525135744727,1.3600505625079,2.98715229114334,tum_fr1_desk,0
1625,3069,0.0006451886891613065,-0.001344874136583425,-0.0014790862901552756,-0.0007794008427331571,0.31555128833462553,0.6830379031397038,0.14208741318582122,medium,near,2.116955914299542,1.0048313223330898,1.4835839530711132,2.5669140061117073,tum_fr1_desk,0
2504,2967,-0.0009468237847210575,0.006248010485105124,0.005206287195308808,-9.489950507525794e-05,0.5975772563771989,0.39858624148388594,0.629824744226084,high,far,0.9819132160947271,1.6026065657058286,1.7052213955772728,3.366378210736998,tum_fr1_desk,0
3952,595,-0.0008009052009848479,-0.00693835805965891,-0.006186403484804433,0.0015528597758393257,0.0,2.3404182341888906,0.12502010127922594,low,near,0.799456321971886,1.6318143111270236,0.6546858032538989,2.364524220607209,tum_fr1_desk,0
2938,3636,-0.000615940467935549,0.006745714938904992,0.005999631416601758,-0.00013014305436768458,0.03384648214223146,2.6917935240637916,0.9023848620311968,low,far,0.9786090558397351,1.360156832184929,1.447755818254699,2.8183103954328677,tum_fr1_desk,0
4330,4846,-0.00023386755894953858,0.005120599085260776,0.0020383406426986903,-0.0028483908836125474,0.6510756225028603,0.3190580039936366,0.20461487897200678,high,medium,0.4170320386310216,1.1622957520600656,1.8315562741374496,3.0599939406219097,tum_fr1_desk,0
499,1680,0.0040646572713781215,-0.0008186227640198736,0.0034498572348857152,0.0002038227275274671,0.03850281156136913,1.8737432867829702,0.5175557561425744,low,medium,1.06246398893139,1.5593633407347443,0.6220231709628496,2.2089822946227278,tum_fr1_desk,0
3522,4268,-0.005037318871882776,-0.0013211372165221136,-0.013432607958349167,-0.007074151869944278,0.7091563176154925,0.2963271142610729,0.45037276213638766,high,medium,2.112890403261827,1.859531577642104,0.6667962234592271,2.704829415128465,tum_fr1_desk,0
133,2105,0.0019074343200380505,0.0005567068053993084,0.001005867328365438,-0.0014582737970719208,0.7867044631296776,0.21609466326142018,0.26266613316086057,high,medium,0.40803640732210805,1.9432588227118128,1.062305869285556,3.1400718915829247,tum_fr1_desk,0
3486,3584,-6.102359429181314e-06,0.003120462409052084,0.000163380398140788,-0.0029509796514821146,0.6699116093658185,0.26769986596942663,0.24213289912000463,high,medium,0.05244350429433166,1.4440979572028938,1.5436230334769259,3.112620905242092,tum_fr1_desk,0
2779,4964,0.008002057742066991,0.011080438951219075,0.01646590012257576,-0.002616596570710303,0.1266939603019375,2.7084161309484176,0.09746202596853903,medium,near,0.8628345416575975,0.782181739585642,1.1955476074099733,2.129359367196514,tum_fr1_desk,0
255,4804,-0.0070506566249800805,0.003708779878885797,-0.006138706088791,-0.002796829342696716,0.32963485607078513,0.9631064680446669,0.504272150246399,medium,medium,1.8374536252998777,1.8663907767407637,1.7338058643847534,3.724792599700842,tum_fr1_desk,0
3925,4784,-0.0046011660351032106,0.01115729382927177,0.006273906605181348,-0.00028222118898721095,0.011280218673661241,2.801549025894339,0.49909431689882583,low,medium,0.9568071268583345,1.9809141939724166,0.7256253366552923,2.7208828041731654,tum_fr1_desk,0
4178,2048,0.008769361870827065,0.0014273007737369107,0.009207150044000342,-0.0009895126005636337,0.209885888372024,1.2737175318961125,0.09581666764501837,medium,near,0.90286866362542,1.6534811227707658,1.917148594823642,3.6729787472826447,tum_fr1_desk,0
3962,4363,0.0026014781585594945,0.004572194170293745,0.009256414322689605,0.002082741993836365,0.3903351996906953,0.7244962762352151,0.13302613868913182,medium,near,1.2901515077510306,0.6703363882994435,1.5073597933891993,2.355253780464769,tum_fr1_desk,0
1329,1358,0.0025783731714642934,-0.0008162930573018153,0.003061326271828643,0.0012992461576661648,0.27126144550130016,1.2905805470619716,0.4606726444779564,medium,medium,1.7363511999469605,1.8547265880149393,1.425895568145938,3.4068827417954246,tum_fr1_desk,0
3579,3031,0.006430317801230766,0.0013146108947907353,0.006893118256861052,-0.0008518104391604497,0.27380368338507843,1.077353627718736,0.15152403938975392,medium,near,0.8899021056573275,1.4331300503418103,1.7935455631201178,3.3259397005301814,tum_fr1_desk,0
3445,899,0.005982027148481633,0.002640205342792303,0.003983631592214077,-0.004638600899059858,0.17536061959462107,1.074869554264972,0.07038680217324315,medium,near,0.4619649993485869,1.305895125071105,1.1901787384753582,2.6418041393261675,tum_fr1_desk,0
3900,523,-0.0005693345866834678,-0.0032960676094447583,-0.005504122211195542,-0.0016387200150673165,0.1202943248554336,2.695525809222735,0.056738555133964946,medium,near,1.4243140159453807,0.7884335282130062,0.5613029243997183,1.4232235716941024,tum_fr1_desk,0
3644,4432,-0.0019643641613117206,-0.0007682465267359103,-0.0034323361960402164,-0.0006997255079925856,0.040102472382682545,1.535080949021828,0.35173723020376263,low,medium,1.2565246618263222,1.810367936160166,1.8813086007977198,3.8023755324945965,tum_fr1_desk,0
364,4621,0.00625677132300255,-0.0011018186126777597,0.004579134469680109,-0.00057581824064468,0.007317061553601793,2.257366086631792,0.1388355330073109,low,near,0.8881257697554902,1.226784477786532,1.427382157295444,2.722840425947549,tum_fr1_desk,0
4580,2075,-0.008960650281209894,0.006334245316710715,-0.002984614164989959,-0.0003582092004907793,0.05719142501741319,2.261367884425333,0.00928382441520913,low,near,1.1368204925899126,1.0957457487561237,0.6573037497987213,1.8981426704057394,tum_fr1_desk,0
4718,4007,-0.0012328644212126327,-0.0034077400180719747,-0.005819476194542446,-0.0011788717552578389,0.5570142693512107,0.4032982888667911,0.34098988736790947,high,medium,1.2543043853625948,1.6837568579110074,1.247663298393586,3.035288571686974,tum_fr1_desk,0
3812,3448,-0.002306421006641318,-0.0031862307716322823,-0.004640296683210318,0.0008523550950632827,0.2547730425002709,0.8871389221062372,0.13533444764238703,medium,near,0.8449728552652475,1.0341450888467694,1.9797728731894695,3.209388794059745,tum_fr1_desk,0
2595,919,0.00019288580286511365,0.0008075331630797086,-0.0009738318015845696,-0.001974250767529392,0.439172776212258,0.5009344605937796,0.06194752363637412,medium,near,-0.9724519254194227,0.9276427530407707,0.7600603929421322,1.6625651698997923,tum_fr1_desk,0
4289,846,0.005423211007775843,0.0008052597656679514,0.0056516994428754625,-0.0005767713305683327,0.0,2.9099377781623383,0.6018732185904464,low,far,0.9072519397584512,0.7563313810850987,1.5029648298866465,2.3970657722630326,tum_fr1_desk,0
1917,4234,-0.006730807793305956,0.015083499733007967,0.008991315589539655,0.0006386236498376441,0.0,2.523818548172743,0.39982287489853363,low,medium,1.0763283652832893,1.294760034771675,1.5608451434666668,2.9449315463929753,tum_fr1_desk,0
3713,1619,0.0026925398119422113,0.0010101851564934233,0.005769768970187014,0.0020670440017513795,0.09085011212610024,1.8019551377958016,0.13824442411457571,low,near,1.5578286777120027,1.323382969833466,0.8025956934953538,2.1287316988102822,tum_fr1_desk,0
2635,1570,0.00617846056032571,-0.0036485342732880902,0.004963774365440036,0.0024338480784024162,0.0,2.2926721866745754,0.15922734405161332,low,near,1.9612480975295408,1.023302399814493,1.8942937163717388,3.0361534098547973,tum_fr1_desk,0
2898,77,-0.001019925933579103,0.002917559115438678,-3.853303370273341e-05,-0.0019361662155623083,0.7675553428541949,0.1918791996940587,0.4563106634044472,high,medium,-0.020295143933486443,1.6993056963792734,1.7376990150391958,3.5718222677510933,tum_fr1_desk,0
2190,992,-0.009040532758369385,0.0038038921233671417,-0.0056447160080237944,-0.0004080753730215514,0.0791884982439879,2.6377415953986696,0.17348246433416412,low,near,1.078132821089119,1.0654166441373614,1.1940196785044097,2.4120159746753544,tum_fr1_desk,0
1202,2035,-0.0022177248112273534,0.003634636868820813,0.0008881411738105916,-0.0005287708837828681,0.15874572909372328,1.1824791030509738,0.23528471465332904,medium,medium,0.626372537742561,0.675347061062546,1.9097481854202127,2.723638506177107,tum_fr1_desk,0
1865,2912,0.004397904622165434,0.009915153969782676,0.01532295355299777,0.00100989496104966,0.0526306768705558,2.9931932169753375,0.45229725705519125,low,medium,1.0704828022443043,0.7146919783227044,0.806816889754195,1.6189209188416342,tum_fr1_desk,0
2371,2891,0.011204715349686041,0.002435176140733363,0.012750203243256628,-0.0008896882471627758,0.1261836441360589,1.1675236183929014,0.18319390886458348,medium,near,0.9347045427501315,1.309790955669255,1.2295362229934117,2.7646116391447655,tum_fr1_desk,0
362,2443,0.008652192816345416,0.01199658603124902,0.021006950692955786,0.00035817184536134826,0.09810265049012064,2.162728270462209,0.9588027407764436,low,far,1.0172966426419117,1.013786385767815,0.8410264745449805,1.870839896212706,tum_fr1_desk,0
4146,3533,-0.0010253153799595167,0.0006558291160241225,0.0008354843833653541,0.0012049706473007482,0.015336226335261816,2.1919819788840824,0.26965528674674777,low,medium,-2.267342001958145,1.061653054580633,0.6033823090508281,1.798656614576216,tum_fr1_desk,0
536,1625,-0.0029480241012929042,0.0013710653995017592,-0.0015290533675755575,4.790533421558749e-05,0.13881427780662522,2.955281536938887,0.15274945302270407,medium,near,0.9702369521724918,0.582142458233047,1.0027958624688513,1.63433310193889,tum_fr1_desk,0
4759,4120,-0.0062742833593288465,0.000850602142768066,-0.009429211251821987,-0.004005530035261207,0.23124106835462477,1.0735119455938718,0.4012526854996697,medium,medium,1.7388466840029853,1.17865927419904,0.7112855305696998,1.976908046524149,tum_fr1_desk,0
1724,4422,-0.011484433214707858,0.0017285256674109389,-0.011600812787593014,-0.0018449052402960938,0.07021572006072296,2.748795408150895,0.3001172317553544,low,medium,1.189228368525911,0.5196416848825005,1.4953060580250659,2.101503308379825,tum_fr1_desk,0
285,3495,-0.0035326295437083516,-0.0013878310636685357,-0.00503530462685991,-0.00011484401948302342,0.04105270896779052,2.2623833876775743,0.07068085147507897,low,near,1.023548114057324,0.7860315809954999,0.5548245017721423,1.4486079139474182,tum_fr1_desk,0
4150,4895,-0.006253678597242806,0.005504711307230386,0.002150497901190039,0.002899465191202459,0.16086393035580815,2.156474639379993,0.19680626027099024,medium,near,-2.875122923028265,1.2455179232318736,1.648034421599361,2.9786204552413085,tum_fr1_desk,0
2490,327,-0.001579049344343087,0.0045689770679030565,0.0027331106956342377,-0.0002568170279257321,0.07553725962622299,1.6034064766449168,0.4839581443326937,low,medium,0.9138003149006677,1.3275838928890096,0.8808328460649564,2.3596310680429355,tum_fr1_desk,0
4547,164,0.0024937288881866733,0.001348274270063959,0.004268000018595408,0.0004259968603447762,0.359919845286471,0.5767067530602842,0.03142201004546139,medium,near,1.1105897764961083,0.8647582864991812,1.5834003977834887,2.559891284540424,tum_fr1_desk,0
914,1308,0.0032637775376894336,0.0006209521719900415,0.005611035913892885,0.0017263062042134104,0.16833051349423497,1.005770680265059,0.027281181409728853,medium,near,1.4440108636263655,1.7721921432003254,0.6841653344940628,2.5948534556208713,tum_fr1_desk,0
3577,2901,0.006620135096034505,0.001075489317785055,0.006879319004764715,-0.0008163054090548456,0.0,2.4614585071284005,0.14326194243256132,low,near,0.8938098879312151,1.3854424137722117,0.9020954612343144,2.323516407381712,tum_fr1_desk,0
4616,2599,0.010773970909921823,0.000224838361766379,0.009664521256132244,-0.0013342880155559568,0.08875674180358611,1.7190410289013536,1.2673492095868615,low,far,0.8786080755970215,1.2271675507255193,1.2686864838228824,2.589781702574185,tum_fr1_desk,0
2175,3924,-0.0019715128758176085,0.010103840117336373,0.010840257996142523,0.002707930754623758,0.3035064030736902,0.6931681671075552,0.04256454916358599,medium,near,1.3328196043564435,1.8508584518545785,1.5368327864144815,3.5352001622454883,tum_fr1_desk,0
2074,645,0.004697862032000713,0.0019588171646896095,0.007278579729354209,0.0006219005326638868,0.7571390180088441,0.24816742975134476,0.1558832745163979,high,near,1.093260806704617,0.6598680951930116,0.7100278079906734,1.4688534651504281,tum_fr1_desk,0
1386,3776,-0.0025328933650952037,0.0062222117551468436,0.002257947336249125,-0.0014313710538025148,0.19437198908261866,1.9176392869044705,0.5462458285063158,medium,medium,0.6118570534011644,1.1065722523235364,1.6563670655964058,2.7702000277119767,tum_fr1_desk,0
1250,1333,-0.0029479152878737003,0.002933833822385392,-0.002860547957710117,-0.0028464664922218086,0.2755071282860307,0.7737798735598969,0.1479426770775565,medium,near,218.67182696516102,1.5785688577763684,0.9456825734347625,2.556667200930314,tum_fr1_desk,0
4460,481,0.012406573283825708,0.00047723180756371257,0.013584114970798412,0.0007003098794089914,0.0,2.813647731008036,0.009503903647277353,low,near,1.0542739975070576,0.8933960664497376,1.3926168960503822,2.385746138958287,tum_fr1_desk,0
4226,3569,-0.0012938441289067834,-0.0004006129489814666,0.0006154996735849199,0.00230995675147317,0.3170425707918003,1.065932009530488,0.12994656192521434,medium,near,-0.3634574986408579,1.397429087402232,1.1895222691416967,2.651737400014434,tum_fr1_desk,0
4107,1341,0.005162038695277605,0.0068627722481336495,0.013313081348644092,0.0012882704052328366,0.19010472155762484,0.85282815482839,0.028815220381995965,medium,near,1.1070422952173642,1.8759703631933642,0.7052279463784421,2.677476638116804,tum_fr1_desk,0
3359,4873,0.00510336048775339,0.00842266516966947,0.01488087082979611,0.0013548451723732497,0.07211179222402897,2.186104821355759,0.3041971827460446,low,medium,1.1000844684308215,0.577393709988065,1.5048761968250588,2.233702038328277,tum_fr1_desk,0
2419,934,-0.004254981654909235,0.015029887334797593,0.008600366844356,-0.002174538835532358,0.25025598132717436,0.9729218266914833,0.06418045993027797,medium,near,0.7981108131270412,0.6729230318709265,1.1326439895957687,1.9384111897779124,tum_fr1_desk,0
2983,4278,0.005958245739613955,0.00878316691091727,0.015643667323920418,0.0009022546733891916,0.0,1.9514126193461756,0.31509011489086175,low,medium,1.061133458596868,1.2215928257661297,1.8274975347849216,3.0484944603908626,tum_fr1_desk,0
738,3241,0.009220865392744842,-0.007522560359325857,0.0016686552438781633,-2.964978954082191e-05,0.12856720236697536,2.421732089232648,0.4016581256113836,medium,medium,0.981963338577798,1.2802521648180978,1.1402255849822964,2.509572554881697,tum_fr1_desk,0
920,3430,0.006979287643592472,-0.00018832834901352574,0.009388663937813329,0.002597704643234384,0.0,2.801140232804496,0.021780790502678574,low,near,1.3823204072066455,0.9075304566035061,1.0974310759634534,2.072442985363458,tum_fr1_desk,0
2632,4494,0.010688647143722299,0.002842380797074923,0.009931550787578817,-0.0035994771532184056,0.8210395497940642,0.05987176802678871,0.5748333986598937,high,medium,0.7339292256141848,1.5733299728513628,1.3836628017063424,3.0799965250726875,tum_fr1_desk,0
1868,4867,0.0007513435858743248,0.009752502464070384,0.011472490846897877,0.0009686447969531674,0.30326370475040726,0.6938489692019394,0.8984868761219328,medium,far,1.0921141340246734,1.9170980334371155,1.2011022668748046,3.207500858100645,tum_fr1_desk,0
726,2736,0.007835514571918181,0.010105542788938576,0.01741006040585494,-0.0005309969550018177,0.06409000446376177,1.5624311074987005,0.07472546958615202,low,near,0.9703491665252143,0.7796573932163817,1.66937671035013,2.5242356512501885,tum_fr1_desk,0
4069,4876,0.0011594255218735318,0.014508491064302215,0.011006285837788378,-0.004661630748387369,0.11435658034218787,1.5988429275377913,0.09042615138529896,medium,near,0.7024280062540457,1.9945036637100864,1.846154222069306,4.099026469382601,tum_fr1_desk,0
4135,1560,0.0030146151042564984,-0.00557872057498616,-0.002399407643292521,0.00016469782743714056,0.0252834483809145,1.7991728077830245,0.629797443387427,low,far,0.936133011572661,0.8984000638830592,0.6942723819242063,1.7069657153435107,tum_fr1_desk,0
3387,1711,0.003672283949935125,-0.002252782293310978,0.002187703329742506,0.000768201673118359,0.15746026120745277,1.2549369785585613,0.13989362358918483,medium,near,1.5400920650396357,1.243813602618156,0.6215693238614719,1.9178487369093618,tum_fr1_desk,0
1312,1285,-0.0005880564951808573,0.0031189397581944927,0.0016606600208701238,-0.0008702232421435117,0.0,2.5610603964438674,0.26924642297642243,low,medium,0.655899126602497,1.7370214488877238,1.0217138118532896,2.892829835222329,tum_fr1_desk,0
4451,4286,0.011233536628680168,0.007508283569981837,0.016812806347657028,-0.001929013851004976,0.3165453093486246,0.7735923201532371,0.05135775200655965,medium,near,0.8970264970507078,0.8580350469515263,1.895135525764608,2.8056540243062984,tum_fr1_desk,0
2129,2403,-0.0026413472570822527,0.004971844044615847,0.00288655343536245,0.000556056647828856,0.016674874042398317,2.650829541672533,0.6337666960894254,low,far,1.2380688023233477,0.5077177561320722,1.7299203761121502,2.349119528752405,tum_fr1_desk,0
4795,4543,0.001237643224474519,0.009836539333194762,0.00957765675609905,-0.001496525801570231,0.3124754250446685,0.8131305755588286,0.06437887931994471,medium,near,0.8647854521790044,1.3397664684632442,0.6737657851703864,2.083787738780152,tum_fr1_desk,0
1265,4826,0.009475668727587058,0.0030681521221425506,0.012698727409256557,0.00015490655952694887,0.5903490209412021,0.3655928845395273,0.9889863833302996,high,far,1.0122685338731057,1.012808249058029,1.4489328397009222,2.5705183802534766,tum_fr1_desk,0
2507,28,0.004042561741887131,0.004452097858513832,0.007908111511879621,-0.0005865480885213431,0.010150206510915132,2.1402874135777568,0.19249328884937494,low,near,0.9308413806394018,1.4713604651028613,1.391593788842818,3.0584944833686185,tum_fr1_desk,0
115,2384,-0.008678371069893477,0.01768874266829997,0.007336575947239512,-0.0016737956511669824,0.13181522943975524,1.7529731362377372,0.43384871895077587,medium,medium,0.8141464223422836,1.3602934271833598,1.9340707154178998,3.3844972215858933,tum_fr1_desk,1
3637,2953,0.0012436335817324416,0.004967783611404309,0.0061927084366908535,-1.8708756445897418e-05,0.0,1.8984479077249703,0.7826621878694326,low,far,0.9968275220685966,1.531583063645841,1.5840604365473427,3.1962175775387394,tum_fr1_desk,1
2694,4674,-4.980251926386698e-05,-0.001735390396508208,-0.0010604059710065574,0.0007247869447655176,0.15836322860553187,1.1082107999801898,0.07098452737087456,medium,near,0.594333696559762,1.9361720285571442,0.5132949276702033,2.522686289306077,tum_fr1_desk,1
3747,4642,0.006283085523128388,0.0056254789342399854,0.012708973982596055,0.0008004095252276823,0.06083693724402569,2.234404589262881,0.046242804513066504,low,near,1.0671233216033433,1.4878107735050823,1.6491738991933793,3.27469923918914,tum_fr1_desk,1
3756,2015,-0.0018352725328533827,0.0030590853948723896,0.00047891021721255776,-0.0007449026448064491,0.09907945708060592,1.4885020385182721,0.1568221419151893,low,near,0.39100684852632284,0.5990147662103624,1.023230800954219,1.7275849268382901,tum_fr1_desk,1
2158,2555,0.001326157104424405,-0.007468073334768928,-0.007823424893479713,-0.00168150866313519,0.6709292405474511,0.2767431220646824,0.20831894903141807,high,medium,1.273983327572732,0.5753390171959607,0.6093527530518552,1.3315702771291438,tum_fr1_desk,1
2828,1556,0.0006044576255015304,0.0071385220330284485,0.005347512091926751,-0.002395467566603228,0.23080106806155434,0.9129195186586885,0.006681940841972466,medium,near,0.6905379827588359,1.3748862386841734,1.763346119515922,3.1643659561547883,tum_fr1_desk,1
1589,1587,0.003288804414300555,-3.231110614680807e-05,0.00393443709310642,0.0006779437849526731,0.0,2.2908537146643995,0.062418427856344605,low,near,1.2078112588161678,1.1809202721625356,1.7321479874638899,3.033372519477237,tum_fr1_desk,1
1035,3702,0.004126512021139308,0.01309369838600421,0.016186109217686588,-0.0010341011894569308,0.0811386765953648,1.4163595144164582,0.10273446715123491,low,near,0.9398938190182287,1.3449333964307222,0.6799305395358348,2.1361789827076505,tum_fr1_desk,1
817,2437,0.0041372796249755815,0.004781087894987513,0.009332002378590562,0.00041363485862746835,0.31959742907701016,0.851063789863165,0.15447350682897087,medium,near,1.046262793600995,1.390228644463902,1.8435900888892593,3.3803315411652592,tum_fr1_desk,1
2188,1106,0.006125491323338173,-0.0023356510785545017,0.0012347621650937168,-0.002555078079689955,0.21524542505262795,0.9829969417014551,0.09457489154662681,medium,near,0.32572255367205005,1.7640678532408325,0.9700218763777146,2.847217796068643,tum_fr1_desk,1
4118,3796,0.002967949556837722,0.0008686956441312425,0.0037710975941879594,-6.554760678100492e-05,0.050825552296795196,2.894031328645819,0.028059072543708454,low,near,0.9826592602244203,1.0814732081834706,1.4490678181229013,2.729625616626373,tum_fr1_desk,1
