variant,seed,domain,method,budget_fraction,realized_delta_q,oracle_delta_q,ose,ndcg,overlap,regret,budget_cost,budget_realized_delta_q,budget_ose
A1_standard,43,tum_fr2_xyz,oracle,0.6,0.3901675343513489,0.3901675343513489,0.999999974369985,0.9985133741274979,1.0,0.0,1359.8126811981201,0.40691059827804565,0.9999999754245779
A1_standard,43,tum_fr2_xyz,oracle,0.8,0.47540831565856934,0.47540831565856934,0.9999999789654505,0.99859534858969,1.0,0.0,1725.4245891571045,0.4754083752632141,0.999999978965453
A1_standard,44,tum_fr1_desk_val,learned,0.1,0.14109469950199127,0.17743204534053802,0.7952041091514949,0.8147149091414477,0.75,0.03633734583854675,237.75885391235352,0.17743204534053802,0.9999999436403981
A1_standard,44,tum_fr1_desk_val,learned,0.2,0.14475798606872559,0.22170570492744446,0.6529285278735335,0.7914043633755383,0.5,0.07694771885871887,484.43488693237305,0.1661989986896515,0.7506430157463457
A1_standard,44,tum_fr1_desk_val,learned,0.4,0.2404797226190567,0.36898475885391235,0.6517334668474267,0.8069708755709671,0.5625,0.12850503623485565,977.5305633544922,0.24567054212093353,0.6790598161337108
A1_standard,44,tum_fr1_desk_val,learned,0.6,0.3367002010345459,0.5344743728637695,0.6299650868774497,0.8424523634048471,0.6666666666666666,0.19777417182922363,1459.3594093322754,0.3367002010345459,0.6085693786568728
A1_standard,44,tum_fr1_desk_val,learned,0.8,0.398575097322464,0.5601627826690674,0.7115344013181073,0.8558616594855615,0.78125,0.1615876853466034,1518.119686126709,0.40455102920532227,0.719275442695962
A1_standard,44,tum_fr1_desk_val,error_only,0.1,0.08590444922447205,0.17743204534053802,0.4841540558136419,0.5337010514083645,0.5,0.09152759611606598,234.4746437072754,0.037859637290239334,0.21337540850539602
A1_standard,44,tum_fr1_desk_val,error_only,0.2,0.13340425491333008,0.22170570492744446,0.6017177092479914,0.5590649925684171,0.375,0.08830145001411438,464.7136116027832,0.13310737907886505,0.6011836728115779
A1_standard,44,tum_fr1_desk_val,error_only,0.4,0.27439066767692566,0.36898475885391235,0.7436368404289387,0.7029510887048185,0.625,0.0945940911769867,961.8832321166992,0.26656827330589294,0.7368233940277372
A1_standard,44,tum_fr1_desk_val,error_only,0.6,0.37992942333221436,0.5344743728637695,0.710846834784696,0.7363729028191399,0.6666666666666666,0.15454494953155518,1456.1837348937988,0.3038138747215271,0.5491289295299429
A1_standard,44,tum_fr1_desk_val,error_only,0.8,0.421366810798645,0.5601627826690674,0.7522220617169405,0.7698489327729662,0.78125,0.13879597187042236,1934.4979515075684,0.4132809042930603,0.7347968091370454
A1_standard,44,tum_fr1_desk_val,heuristic,0.1,0.022396177053451538,0.17743204534053802,0.12622396223989785,0.2174883344925875,0.0,0.1550358682870865,238.9962501525879,0.05823275074362755,0.3281974648372518
A1_standard,44,tum_fr1_desk_val,heuristic,0.2,0.07657825201749802,0.22170570492744446,0.34540495287890555,0.2763851629754417,0.0,0.14512745290994644,486.4480381011963,0.0763123631477356,0.3446671933259568
A1_standard,44,tum_fr1_desk_val,heuristic,0.4,0.20252352952957153,0.36898475885391235,0.5488669089475458,0.477503259601908,0.5,0.16646122932434082,951.8800430297852,0.1262509822845459,0.3489713014702503
A1_standard,44,tum_fr1_desk_val,heuristic,0.6,0.46325528621673584,0.5344743728637695,0.866749279422085,0.614017599579938,0.6666666666666666,0.07121908664703369,1460.6364631652832,0.4010722041130066,0.7249186703887709
A1_standard,44,tum_fr1_desk_val,heuristic,0.8,0.42386022210121155,0.5601627826690674,0.7566732879233187,0.6464564203617963,0.8125,0.13630256056785583,1941.3107604980469,0.4229138493537903,0.7519237976324964
A1_standard,44,tum_fr1_desk_val,random,0.1,0.06177517771720886,0.17743204534053802,0.34816244222976683,0.3007085393527344,0.25,0.11565686762332916,231.9868507385254,0.10099664330482483,0.5692130608022667
A1_standard,44,tum_fr1_desk_val,random,0.2,0.07233557105064392,0.22170570492744446,0.3262684097896011,0.33798271290137205,0.125,0.14937013387680054,474.86019134521484,0.11155703663825989,0.5038508719672755
A1_standard,44,tum_fr1_desk_val,random,0.4,0.19325560331344604,0.36898475885391235,0.5237495409734904,0.4902664894978106,0.3125,0.1757291555404663,962.0924854278564,0.23769983649253845,0.6570279280133617
A1_standard,44,tum_fr1_desk_val,random,0.6,0.28393375873565674,0.5344743728637695,0.5312392283692063,0.543444195364875,0.4583333333333333,0.2505406141281128,1447.6360569000244,0.2940056025981903,0.5314009505936185
