scene,sensor,seed,frame,psnr_ours,psnr_error,delta_q,win
tum_fr2_xyz,Freiburg 2,44,5,12.948594093322754,12.945051193237305,0.0035429000854492188,1
tum_fr2_xyz,Freiburg 2,44,6,12.881799936294556,12.876927852630615,0.00487208366394043,1
tum_fr2_xyz,Freiburg 2,44,7,12.83875823020935,12.827428579330444,0.01132965087890625,1
tum_fr2_xyz,Freiburg 2,44,8,12.836744785308838,12.817931175231934,0.018813610076904297,1
tum_fr2_xyz,Freiburg 2,44,9,12.796037197113037,12.765451669692993,0.030585527420043945,1
tum_fr2_xyz,Freiburg 2,44,10,12.71578073501587,12.688212394714355,0.027568340301513672,1
tum_fr2_xyz,Freiburg 2,44,11,12.643581628799438,12.614428997039795,0.029152631759643555,1
tum_fr2_xyz,Freiburg 2,44,12,12.519932985305786,12.493948936462402,0.02598404884338379,1
tum_fr2_xyz,Freiburg 2,44,13,12.354040145874023,12.322360277175903,0.03167986869812012,1
tum_fr2_xyz,Freiburg 2,44,14,12.224303483963013,12.203280925750732,0.021022558212280273,1
tum_fr2_xyz,Freiburg 2,44,15,12.088470458984375,12.073428630828857,0.015041828155517578,1
tum_fr2_xyz,Freiburg 2,44,16,11.980379819869995,11.958643198013306,0.021736621856689453,1
tum_fr2_xyz,Freiburg 2,44,17,11.928950548171997,11.908588409423828,0.020362138748168945,1
tum_fr2_xyz,Freiburg 2,44,18,11.794930696487427,11.787530183792114,0.0074005126953125,1
tum_fr2_xyz,Freiburg 2,44,19,11.727781295776367,11.716614961624146,0.01116633415222168,1
tum_fr2_xyz,Freiburg 2,44,20,11.716289520263672,11.699787378311157,0.01650214195251465,1
tum_fr2_xyz,Freiburg 2,44,21,11.645485162734985,11.630743741989136,0.01474142074584961,1
tum_fr2_xyz,Freiburg 2,44,22,11.626213788986206,11.617816686630249,0.008397102355957031,1
tum_fr2_xyz,Freiburg 2,44,23,11.648998260498047,11.640713214874268,0.008285045623779297,1
tum_fr2_xyz,Freiburg 2,44,24,11.737806797027588,11.73368215560913,0.004124641418457031,1
tum_fr2_xyz,Freiburg 2,44,25,11.845825910568237,11.83426022529602,0.011565685272216797,1
tum_fr2_xyz,Freiburg 2,44,26,11.875,11.854963302612305,0.020036697387695312,1
tum_fr2_xyz,Freiburg 2,44,27,11.972705125808716,11.947177648544312,0.025527477264404297,1
tum_fr2_xyz,Freiburg 2,44,28,12.148550748825073,12.116249799728394,0.03230094909667969,1
tum_fr2_xyz,Freiburg 2,44,29,12.148722410202026,12.115421295166016,0.03330111503601074,1
tum_fr2_xyz,Freiburg 2,45,1,13.458311557769775,13.458311557769775,0.0,1
tum_fr2_xyz,Freiburg 2,45,2,13.427187204360962,13.425318002700806,0.00186920166015625,1
tum_fr2_xyz,Freiburg 2,45,3,13.298277854919434,13.299360275268555,-0.0010824203491210938,0
tum_fr2_xyz,Freiburg 2,45,4,13.119497299194336,13.116551637649536,0.0029456615447998047,1
tum_fr2_xyz,Freiburg 2,45,5,12.955516576766968,12.948037385940552,0.007479190826416016,1
tum_fr2_xyz,Freiburg 2,45,6,12.882269620895386,12.87523627281189,0.007033348083496094,1
tum_fr2_xyz,Freiburg 2,45,7,12.835240364074707,12.823044061660767,0.01219630241394043,1
tum_fr2_xyz,Freiburg 2,45,8,12.832520008087158,12.82782793045044,0.00469207763671875,1
tum_fr2_xyz,Freiburg 2,45,9,12.782199382781982,12.784035205841064,-0.0018358230590820312,0
tum_fr2_xyz,Freiburg 2,45,10,12.71302580833435,12.704710960388184,0.008314847946166992,1
tum_fr2_xyz,Freiburg 2,45,11,12.644164562225342,12.63155221939087,0.012612342834472656,1
tum_fr2_xyz,Freiburg 2,45,12,12.525935173034668,12.5082528591156,0.017682313919067383,1
tum_fr2_xyz,Freiburg 2,45,13,12.350232601165771,12.344211339950562,0.006021261215209961,1
tum_fr2_xyz,Freiburg 2,45,14,12.223854064941406,12.216503620147705,0.007350444793701172,1
tum_fr2_xyz,Freiburg 2,45,15,12.089841365814209,12.080109119415283,0.009732246398925781,1
tum_fr2_xyz,Freiburg 2,45,16,11.974178552627563,11.964782476425171,0.009396076202392578,1
tum_fr2_xyz,Freiburg 2,45,17,11.937025785446167,11.9102942943573,0.026731491088867188,1
tum_fr2_xyz,Freiburg 2,45,18,11.809958219528198,11.78583025932312,0.024127960205078125,1
tum_fr2_xyz,Freiburg 2,45,19,11.737536191940308,11.71646237373352,0.02107381820678711,1
tum_fr2_xyz,Freiburg 2,45,20,11.719930171966553,11.70253038406372,0.01739978790283203,1
tum_fr2_xyz,Freiburg 2,45,21,11.652665138244629,11.638566255569458,0.014098882675170898,1
tum_fr2_xyz,Freiburg 2,45,22,11.638853549957275,11.617101430892944,0.021752119064331055,1
tum_fr2_xyz,Freiburg 2,45,23,11.655116081237793,11.637474298477173,0.017641782760620117,1
tum_fr2_xyz,Freiburg 2,45,24,11.736602783203125,11.732858419418335,0.003744363784790039,1
tum_fr2_xyz,Freiburg 2,45,25,11.83911681175232,11.84499740600586,-0.005880594253540039,0
tum_fr2_xyz,Freiburg 2,45,26,11.868456602096558,11.870118379592896,-0.0016617774963378906,0
tum_fr2_xyz,Freiburg 2,45,27,11.97223424911499,11.9716477394104,0.0005865097045898438,1
tum_fr2_xyz,Freiburg 2,45,28,12.150472402572632,12.140308618545532,0.01016378402709961,1
tum_fr2_xyz,Freiburg 2,45,29,12.152512073516846,12.136878967285156,0.015633106231689453,1
tum_fr2_xyz,Freiburg 2,46,1,13.458311557769775,13.465389013290405,-0.007077455520629883,0
tum_fr2_xyz,Freiburg 2,46,2,13.421915769577026,13.430495262145996,-0.008579492568969727,0
tum_fr2_xyz,Freiburg 2,46,3,13.2928466796875,13.307348489761353,-0.014501810073852539,0
tum_fr2_xyz,Freiburg 2,46,4,13.10925006866455,13.128951787948608,-0.019701719284057617,0
tum_fr2_xyz,Freiburg 2,46,5,12.952322959899902,12.965902090072632,-0.013579130172729492,0
tum_fr2_xyz,Freiburg 2,46,6,12.887227535247803,12.901427745819092,-0.014200210571289062,0
tum_fr2_xyz,Freiburg 2,46,7,12.851438522338867,12.858326435089111,-0.006887912750244141,0
tum_fr2_xyz,Freiburg 2,46,8,12.84587025642395,12.848162651062012,-0.0022923946380615234,0
tum_fr2_xyz,Freiburg 2,46,9,12.8044593334198,12.803192138671875,0.0012671947479248047,1
tum_fr2_xyz,Freiburg 2,46,10,12.722461223602295,12.721046209335327,0.0014150142669677734,1
tum_fr2_xyz,Freiburg 2,46,11,12.647457122802734,12.656570672988892,-0.009113550186157227,0
tum_fr2_xyz,Freiburg 2,46,12,12.529170513153076,12.54050612449646,-0.011335611343383789,0
tum_fr2_xyz,Freiburg 2,46,13,12.36560583114624,12.362937927246094,0.0026679039001464844,1
tum_fr2_xyz,Freiburg 2,46,14,12.242987155914307,12.23088026046753,0.012106895446777344,1
tum_fr2_xyz,Freiburg 2,46,15,12.106328010559082,12.104864120483398,0.0014638900756835938,1
tum_fr2_xyz,Freiburg 2,46,16,11.988928318023682,11.999434232711792,-0.010505914688110352,0
tum_fr2_xyz,Freiburg 2,46,17,11.935957670211792,11.94919228553772,-0.013234615325927734,0
tum_fr2_xyz,Freiburg 2,46,18,11.813089847564697,11.826702356338501,-0.013612508773803711,0
tum_fr2_xyz,Freiburg 2,46,19,11.744495630264282,11.752737760543823,-0.008242130279541016,0
tum_fr2_xyz,Freiburg 2,46,20,11.73182487487793,11.73291563987732,-0.0010907649993896484,0
tum_fr2_xyz,Freiburg 2,46,21,11.659730672836304,11.666362285614014,-0.006631612777709961,0
tum_fr2_xyz,Freiburg 2,46,22,11.640625,11.646534204483032,-0.0059092044830322266,0
tum_fr2_xyz,Freiburg 2,46,23,11.664513349533081,11.666640043258667,-0.0021266937255859375,0
tum_fr2_xyz,Freiburg 2,46,24,11.765273809432983,11.755905151367188,0.009368658065795898,1
tum_fr2_xyz,Freiburg 2,46,25,11.87953233718872,11.857786178588867,0.021746158599853516,1
tum_fr2_xyz,Freiburg 2,46,26,11.910034418106079,11.882085800170898,0.027948617935180664,1
tum_fr2_xyz,Freiburg 2,46,27,12.008399963378906,11.97905421257019,0.02934575080871582,1
tum_fr2_xyz,Freiburg 2,46,28,12.179908752441406,12.148635387420654,0.03127336502075195,1
tum_fr2_xyz,Freiburg 2,46,29,12.181627750396729,12.148205041885376,0.03342270851135254,1
tum_fr1_rpy,Freiburg 1,42,1,9.833904504776001,9.8391854763031,-0.005280971527099609,0
tum_fr1_rpy,Freiburg 1,42,2,9.393589496612549,9.462409019470215,-0.06881952285766602,0
tum_fr1_rpy,Freiburg 1,42,3,8.838735222816467,8.917288780212402,-0.07855355739593506,0
tum_fr1_rpy,Freiburg 1,42,4,8.406689167022705,8.535542488098145,-0.12885332107543945,0
tum_fr1_rpy,Freiburg 1,42,5,8.169305324554443,8.270171284675598,-0.10086596012115479,0
tum_fr1_rpy,Freiburg 1,42,6,7.962613105773926,8.064517378807068,-0.10190427303314209,0
tum_fr1_rpy,Freiburg 1,42,7,7.695798873901367,7.814620137214661,-0.11882126331329346,0
tum_fr1_rpy,Freiburg 1,42,8,7.649288177490234,7.733969688415527,-0.08468151092529297,0
tum_fr1_rpy,Freiburg 1,42,9,7.401784062385559,7.447794079780579,-0.04601001739501953,0
tum_fr1_rpy,Freiburg 1,43,1,9.807338118553162,9.807338118553162,0.0,1
tum_fr1_rpy,Freiburg 1,43,2,9.391970038414001,9.38749074935913,0.0044792890548706055,1
tum_fr1_rpy,Freiburg 1,43,3,8.834527134895325,8.836026191711426,-0.0014990568161010742,0
tum_fr1_rpy,Freiburg 1,43,4,8.40685486793518,8.401594758033752,0.005260109901428223,1
tum_fr1_rpy,Freiburg 1,43,5,8.172175288200378,8.167756199836731,0.004419088363647461,1
tum_fr1_rpy,Freiburg 1,43,6,7.995630502700806,7.957620024681091,0.038010478019714355,1
tum_fr1_rpy,Freiburg 1,43,7,7.733495235443115,7.653375267982483,0.08011996746063232,1
tum_fr1_rpy,Freiburg 1,43,8,7.655017971992493,7.562112808227539,0.09290516376495361,1
tum_fr1_rpy,Freiburg 1,43,9,7.364138960838318,7.321481704711914,0.04265725612640381,1
tum_fr1_rpy,Freiburg 1,43,10,7.028114199638367,7.010336518287659,0.017777681350708008,1
tum_fr1_rpy,Freiburg 1,43,11,6.757035851478577,6.742527484893799,0.014508366584777832,1
tum_fr1_rpy,Freiburg 1,43,12,6.453790664672852,6.4487868547439575,0.005003809928894043,1
tum_fr1_rpy,Freiburg 1,43,13,6.915447115898132,6.892522573471069,0.02292454242706299,1
tum_fr1_rpy,Freiburg 1,43,14,7.4897366762161255,7.49373197555542,-0.003995299339294434,0
tum_fr1_rpy,Freiburg 1,43,15,7.2542983293533325,7.229211926460266,0.025086402893066406,1
tum_fr1_rpy,Freiburg 1,43,16,7.107954621315002,7.043671607971191,0.06428301334381104,1
tum_fr1_rpy,Freiburg 1,43,17,6.953626871109009,6.948907375335693,0.00471949577331543,1
tum_fr1_rpy,Freiburg 1,43,18,6.839463114738464,6.850462555885315,-0.010999441146850586,0
tum_fr1_rpy,Freiburg 1,43,19,6.7898935079574585,6.822706460952759,-0.03281295299530029,0
tum_fr1_rpy,Freiburg 1,44,1,9.807338118553162,9.807338118553162,0.0,1
tum_fr1_rpy,Freiburg 1,44,2,9.393070936203003,9.404242038726807,-0.011171102523803711,0
tum_fr1_rpy,Freiburg 1,44,3,8.859978318214417,8.853251934051514,0.006726384162902832,1
tum_fr1_rpy,Freiburg 1,44,4,8.427832126617432,8.436685800552368,-0.008853673934936523,0
tum_fr1_rpy,Freiburg 1,44,5,8.18453848361969,8.172679543495178,0.011858940124511719,1
tum_fr1_rpy,Freiburg 1,44,6,7.9928988218307495,7.9583317041397095,0.03456711769104004,1
tum_fr1_rpy,Freiburg 1,44,7,7.698904871940613,7.697722911834717,0.001181960105895996,1
tum_fr1_rpy,Freiburg 1,44,8,7.555033564567566,7.5983768701553345,-0.043343305587768555,0
tum_fr1_rpy,Freiburg 1,44,9,7.269051671028137,7.313753962516785,-0.04470229148864746,0
tum_fr1_rpy,Freiburg 1,44,10,6.934006214141846,6.939584016799927,-0.005577802658081055,0
tum_fr1_rpy,Freiburg 1,44,11,6.705847978591919,6.659393310546875,0.046454668045043945,1
tum_fr1_rpy,Freiburg 1,44,12,6.3739049434661865,6.385279893875122,-0.011374950408935547,0
tum_fr1_rpy,Freiburg 1,44,13,6.8783557415008545,6.856486201286316,0.021869540214538574,1
tum_fr1_rpy,Freiburg 1,44,14,7.481457591056824,7.450968623161316,0.030488967895507812,1
tum_fr1_rpy,Freiburg 1,44,15,7.227981686592102,7.278730869293213,-0.05074918270111084,0
tum_fr1_rpy,Freiburg 1,44,16,7.046087384223938,7.105951905250549,-0.05986452102661133,0
tum_fr1_rpy,Freiburg 1,44,17,6.943902969360352,6.995348930358887,-0.051445960998535156,0
tum_fr1_rpy,Freiburg 1,44,18,6.871216297149658,6.888830065727234,-0.017613768577575684,0
tum_fr1_rpy,Freiburg 1,44,19,6.846461892127991,6.896635293960571,-0.050173401832580566,0
tum_fr1_rpy,Freiburg 1,45,1,9.807338118553162,9.807338118553162,0.0,1
tum_fr1_rpy,Freiburg 1,45,2,9.402351379394531,9.3975168466568,0.004834532737731934,1
tum_fr1_rpy,Freiburg 1,45,3,8.85909616947174,8.846938014030457,0.01215815544128418,1
tum_fr1_rpy,Freiburg 1,45,4,8.41209888458252,8.436793684959412,-0.02469480037689209,0
tum_fr1_rpy,Freiburg 1,45,5,8.190609216690063,8.202089071273804,-0.011479854583740234,0
tum_fr1_rpy,Freiburg 1,45,6,7.943491339683533,7.967647910118103,-0.024156570434570312,0
tum_fr1_rpy,Freiburg 1,45,7,7.709287405014038,7.711697220802307,-0.002409815788269043,0
tum_fr1_rpy,Freiburg 1,45,8,7.629186511039734,7.605531215667725,0.023655295372009277,1
tum_fr1_rpy,Freiburg 1,45,9,7.309705018997192,7.3032450675964355,0.006459951400756836,1
tum_fr1_rpy,Freiburg 1,45,10,6.9459569454193115,6.9718921184539795,-0.02593517303466797,0
tum_fr1_rpy,Freiburg 1,45,11,6.6861748695373535,6.661096811294556,0.02507805824279785,1
tum_fr1_rpy,Freiburg 1,45,12,6.387105584144592,6.332893371582031,0.054212212562561035,1
tum_fr1_rpy,Freiburg 1,45,13,6.79524302482605,6.808938980102539,-0.013695955276489258,0
tum_fr1_rpy,Freiburg 1,45,14,7.40783154964447,7.406681776046753,0.0011497735977172852,1
tum_fr1_rpy,Freiburg 1,45,15,7.181897163391113,7.2173625230789185,-0.035465359687805176,0
tum_fr1_rpy,Freiburg 1,45,16,7.012429237365723,7.019573450088501,-0.00714421272277832,0
tum_fr1_rpy,Freiburg 1,45,17,6.9304656982421875,6.919658184051514,0.010807514190673828,1
tum_fr1_rpy,Freiburg 1,45,18,6.85759961605072,6.801961660385132,0.05563795566558838,1
tum_fr1_rpy,Freiburg 1,45,19,6.852985620498657,6.76550567150116,0.08747994899749756,1
tum_fr1_rpy,Freiburg 1,46,1,9.807338118553162,9.860432744026184,-0.05309462547302246,0
tum_fr1_rpy,Freiburg 1,46,2,9.391881227493286,9.443621039390564,-0.05173981189727783,0
tum_fr1_rpy,Freiburg 1,46,3,8.857070803642273,8.908559083938599,-0.051488280296325684,0
tum_fr1_rpy,Freiburg 1,46,4,8.44434380531311,8.506984114646912,-0.06264030933380127,0
tum_fr1_rpy,Freiburg 1,46,5,8.28309178352356,8.283148407936096,-5.6624412536621094e-05,0
tum_fr1_rpy,Freiburg 1,46,6,8.099911212921143,8.109009861946106,-0.009098649024963379,0
tum_fr1_rpy,Freiburg 1,46,7,7.831947207450867,7.852334976196289,-0.020387768745422363,0
tum_fr1_rpy,Freiburg 1,46,8,7.715781331062317,7.757807374000549,-0.04202604293823242,0
tum_fr1_rpy,Freiburg 1,46,9,7.46389627456665,7.4643319845199585,-0.00043570995330810547,0
tum_fr1_rpy,Freiburg 1,46,10,7.152055501937866,7.118119597434998,0.03393590450286865,1
tum_fr1_rpy,Freiburg 1,46,11,6.888185143470764,6.936880350112915,-0.04869520664215088,0
tum_fr1_rpy,Freiburg 1,46,12,6.589726209640503,6.651654243469238,-0.06192803382873535,0
tum_fr1_rpy,Freiburg 1,46,13,7.034808397293091,7.091119289398193,-0.05631089210510254,0
tum_fr1_rpy,Freiburg 1,46,14,7.55912721157074,7.685169577598572,-0.12604236602783203,0
tum_fr1_rpy,Freiburg 1,46,15,7.325257658958435,7.451540231704712,-0.12628257274627686,0
tum_fr1_rpy,Freiburg 1,46,16,7.119147777557373,7.271962761878967,-0.15281498432159424,0
tum_fr1_rpy,Freiburg 1,46,17,7.036383748054504,7.179407477378845,-0.14302372932434082,0
tum_fr1_rpy,Freiburg 1,46,18,6.927863359451294,7.026501893997192,-0.09863853454589844,0
tum_fr1_rpy,Freiburg 1,46,19,6.912839412689209,7.029796242713928,-0.11695683002471924,0
tum_fr1_xyz,Freiburg 1,42,1,12.273577451705933,12.280166149139404,-0.00658869743347168,0
tum_fr1_xyz,Freiburg 1,42,2,11.653989553451538,11.680128574371338,-0.026139020919799805,0
tum_fr1_xyz,Freiburg 1,42,3,11.142053604125977,11.16641640663147,-0.024362802505493164,0
tum_fr1_xyz,Freiburg 1,42,4,10.85496187210083,10.875874757766724,-0.020912885665893555,0
tum_fr1_xyz,Freiburg 1,42,5,10.783270597457886,10.793418884277344,-0.010148286819458008,0
tum_fr1_xyz,Freiburg 1,42,6,11.188308000564575,11.215311288833618,-0.02700328826904297,0
tum_fr1_xyz,Freiburg 1,42,7,11.241625547409058,11.258538961410522,-0.016913414001464844,0
tum_fr1_xyz,Freiburg 1,42,8,11.151936054229736,11.126331090927124,0.025604963302612305,1
tum_fr1_xyz,Freiburg 1,42,9,10.87726354598999,10.894743204116821,-0.017479658126831055,0
tum_fr1_xyz,Freiburg 1,42,10,10.829880237579346,10.861749649047852,-0.03186941146850586,0
tum_fr1_xyz,Freiburg 1,42,11,10.74887990951538,10.782324075698853,-0.03344416618347168,0
tum_fr1_xyz,Freiburg 1,42,12,11.282780170440674,11.283750534057617,-0.0009703636169433594,0
tum_fr1_xyz,Freiburg 1,42,13,11.560715436935425,11.609100103378296,-0.048384666442871094,0
tum_fr1_xyz,Freiburg 1,42,14,11.643472909927368,11.717386245727539,-0.0739133358001709,0
tum_fr1_xyz,Freiburg 1,42,15,11.716200113296509,11.795990467071533,-0.07979035377502441,0
tum_fr1_xyz,Freiburg 1,42,16,11.871058940887451,11.95441484451294,-0.08335590362548828,0
tum_fr1_xyz,Freiburg 1,42,17,11.949771642684937,12.06497073173523,-0.11519908905029297,0
tum_fr1_xyz,Freiburg 1,42,18,12.039974927902222,12.164748907089233,-0.12477397918701172,0
tum_fr1_xyz,Freiburg 1,42,19,12.138611078262329,12.232931852340698,-0.09432077407836914,0
tum_fr1_xyz,Freiburg 1,43,1,12.265809774398804,12.265809774398804,0.0,1
tum_fr1_xyz,Freiburg 1,43,2,11.662348508834839,11.658940315246582,0.003408193588256836,1
tum_fr1_xyz,Freiburg 1,43,3,11.138278245925903,11.132160425186157,0.006117820739746094,1
tum_fr1_xyz,Freiburg 1,43,4,10.863438844680786,10.855004787445068,0.008434057235717773,1
tum_fr1_xyz,Freiburg 1,43,5,10.779575109481812,10.762132406234741,0.017442703247070312,1
tum_fr1_xyz,Freiburg 1,43,6,11.192636489868164,11.18335485458374,0.009281635284423828,1
tum_fr1_xyz,Freiburg 1,43,7,11.235237121582031,11.199216842651367,0.03602027893066406,1
tum_fr1_xyz,Freiburg 1,43,8,11.098717451095581,11.08481764793396,0.013899803161621094,1
tum_fr1_xyz,Freiburg 1,43,9,10.84072232246399,10.829665660858154,0.011056661605834961,1
tum_fr1_xyz,Freiburg 1,43,10,10.78685998916626,10.804039239883423,-0.017179250717163086,0
tum_fr1_xyz,Freiburg 1,43,11,10.681384801864624,10.71028470993042,-0.0288999080657959,0
tum_fr1_xyz,Freiburg 1,43,12,11.206401586532593,11.206891536712646,-0.0004899501800537109,0
tum_fr1_xyz,Freiburg 1,43,13,11.535400152206421,11.50133490562439,0.03406524658203125,1
tum_fr1_xyz,Freiburg 1,43,14,11.613070964813232,11.597269773483276,0.015801191329956055,1
tum_fr1_xyz,Freiburg 1,43,15,11.64196252822876,11.65090799331665,-0.008945465087890625,0
tum_fr1_xyz,Freiburg 1,43,16,11.788934469223022,11.788949966430664,-1.5497207641601562e-05,0
tum_fr1_xyz,Freiburg 1,43,17,11.884359121322632,11.898047924041748,-0.013688802719116211,0
tum_fr1_xyz,Freiburg 1,43,18,11.965972185134888,11.981602907180786,-0.015630722045898438,0
tum_fr1_xyz,Freiburg 1,43,19,12.04985499382019,12.06167221069336,-0.011817216873168945,0
tum_fr1_xyz,Freiburg 1,44,1,12.265809774398804,12.265809774398804,0.0,1
tum_fr1_xyz,Freiburg 1,44,2,11.65766716003418,11.658751964569092,-0.0010848045349121094,0
tum_fr1_xyz,Freiburg 1,44,3,11.125566959381104,11.130740642547607,-0.005173683166503906,0
tum_fr1_xyz,Freiburg 1,44,4,10.842341184616089,10.841982364654541,0.00035881996154785156,1
tum_fr1_xyz,Freiburg 1,44,5,10.7564115524292,10.77053427696228,-0.014122724533081055,0
tum_fr1_xyz,Freiburg 1,44,6,11.155370473861694,11.162012815475464,-0.006642341613769531,0
tum_fr1_xyz,Freiburg 1,44,7,11.19832992553711,11.200846433639526,-0.002516508102416992,0
