scene,sensor,seed,frame,psnr_ours,psnr_error,delta_q,win
tum_fr1_xyz,Freiburg 1,44,8,11.067239046096802,11.068284511566162,-0.0010454654693603516,0
tum_fr1_xyz,Freiburg 1,44,9,10.816192626953125,10.809953212738037,0.006239414215087891,1
tum_fr1_xyz,Freiburg 1,44,10,10.792334079742432,10.812692642211914,-0.020358562469482422,0
tum_fr1_xyz,Freiburg 1,44,11,10.683591365814209,10.708515644073486,-0.024924278259277344,0
tum_fr1_xyz,Freiburg 1,44,12,11.223697662353516,11.228893995285034,-0.005196332931518555,0
tum_fr1_xyz,Freiburg 1,44,13,11.54572606086731,11.53073787689209,0.014988183975219727,1
tum_fr1_xyz,Freiburg 1,44,14,11.623715162277222,11.599217653274536,0.024497509002685547,1
tum_fr1_xyz,Freiburg 1,44,15,11.664425134658813,11.68040156364441,-0.015976428985595703,0
tum_fr1_xyz,Freiburg 1,44,16,11.827013492584229,11.863986253738403,-0.036972761154174805,0
tum_fr1_xyz,Freiburg 1,44,17,11.966830492019653,11.95145845413208,0.015372037887573242,1
tum_fr1_xyz,Freiburg 1,44,18,12.048474550247192,12.042282819747925,0.006191730499267578,1
tum_fr1_xyz,Freiburg 1,44,19,12.118446826934814,12.117716073989868,0.0007307529449462891,1
tum_fr1_xyz,Freiburg 1,45,1,12.265809774398804,12.265809774398804,0.0,1
tum_fr1_xyz,Freiburg 1,45,2,11.657087802886963,11.653910875320435,0.0031769275665283203,1
tum_fr1_xyz,Freiburg 1,45,3,11.133584976196289,11.133108139038086,0.000476837158203125,1
tum_fr1_xyz,Freiburg 1,45,4,10.85167407989502,10.840703248977661,0.010970830917358398,1
tum_fr1_xyz,Freiburg 1,45,5,10.773879289627075,10.754802227020264,0.019077062606811523,1
tum_fr1_xyz,Freiburg 1,45,6,11.191763877868652,11.171669960021973,0.020093917846679688,1
tum_fr1_xyz,Freiburg 1,45,7,11.224766969680786,11.242760419845581,-0.017993450164794922,0
tum_fr1_xyz,Freiburg 1,45,8,11.089403629302979,11.103677749633789,-0.014274120330810547,0
tum_fr1_xyz,Freiburg 1,45,9,10.84404706954956,10.825309753417969,0.018737316131591797,1
tum_fr1_xyz,Freiburg 1,45,10,10.810741186141968,10.788589715957642,0.022151470184326172,1
tum_fr1_xyz,Freiburg 1,45,11,10.746994018554688,10.677484273910522,0.06950974464416504,1
tum_fr1_xyz,Freiburg 1,45,12,11.264492273330688,11.228985786437988,0.035506486892700195,1
tum_fr1_xyz,Freiburg 1,45,13,11.55682921409607,11.544520854949951,0.012308359146118164,1
tum_fr1_xyz,Freiburg 1,45,14,11.62732481956482,11.635500192642212,-0.008175373077392578,0
tum_fr1_xyz,Freiburg 1,45,15,11.676201820373535,11.686017513275146,-0.009815692901611328,0
tum_fr1_xyz,Freiburg 1,45,16,11.791024208068848,11.852079629898071,-0.06105542182922363,0
tum_fr1_xyz,Freiburg 1,45,17,11.870118379592896,11.906553506851196,-0.03643512725830078,0
tum_fr1_xyz,Freiburg 1,45,18,11.923081874847412,11.96535587310791,-0.04227399826049805,0
tum_fr1_xyz,Freiburg 1,45,19,12.036508321762085,12.05198049545288,-0.015472173690795898,0
tum_fr1_xyz,Freiburg 1,46,1,12.265809774398804,12.277177572250366,-0.0113677978515625,0
tum_fr1_xyz,Freiburg 1,46,2,11.656148433685303,11.675680875778198,-0.019532442092895508,0
tum_fr1_xyz,Freiburg 1,46,3,11.125422716140747,11.14730954170227,-0.021886825561523438,0
tum_fr1_xyz,Freiburg 1,46,4,10.840336084365845,10.879229307174683,-0.03889322280883789,0
tum_fr1_xyz,Freiburg 1,46,5,10.78705906867981,10.809812545776367,-0.022753477096557617,0
tum_fr1_xyz,Freiburg 1,46,6,11.205041408538818,11.227505207061768,-0.02246379852294922,0
tum_fr1_xyz,Freiburg 1,46,7,11.254982948303223,11.260039806365967,-0.005056858062744141,0
tum_fr1_xyz,Freiburg 1,46,8,11.149368286132812,11.123772859573364,0.025595426559448242,1
tum_fr1_xyz,Freiburg 1,46,9,10.917701721191406,10.876752138137817,0.04094958305358887,1
tum_fr1_xyz,Freiburg 1,46,10,10.869985818862915,10.861483812332153,0.008502006530761719,1
tum_fr1_xyz,Freiburg 1,46,11,10.766767263412476,10.807269811630249,-0.04050254821777344,0
tum_fr1_xyz,Freiburg 1,46,12,11.268054246902466,11.347118616104126,-0.07906436920166016,0
tum_fr1_xyz,Freiburg 1,46,13,11.594792604446411,11.662355661392212,-0.06756305694580078,0
tum_fr1_xyz,Freiburg 1,46,14,11.698938608169556,11.736829280853271,-0.03789067268371582,0
tum_fr1_xyz,Freiburg 1,46,15,11.761051416397095,11.816860437393188,-0.05580902099609375,0
tum_fr1_xyz,Freiburg 1,46,16,11.904749870300293,11.970130205154419,-0.06538033485412598,0
tum_fr1_xyz,Freiburg 1,46,17,12.012548446655273,12.038551568984985,-0.026003122329711914,0
tum_fr1_xyz,Freiburg 1,46,18,12.0811927318573,12.102787494659424,-0.021594762802124023,0
tum_fr1_xyz,Freiburg 1,46,19,12.168717384338379,12.149332761764526,0.01938462257385254,1
tum_fr3_sitting_static,Freiburg 3,42,1,7.356544137001038,7.365865707397461,-0.00932157039642334,0
tum_fr3_sitting_static,Freiburg 3,42,2,7.1930307149887085,7.203978896141052,-0.01094818115234375,0
tum_fr3_sitting_static,Freiburg 3,42,3,7.136703133583069,7.1475279331207275,-0.010824799537658691,0
tum_fr3_sitting_static,Freiburg 3,42,4,7.029566764831543,7.043135762214661,-0.013568997383117676,0
tum_fr3_sitting_static,Freiburg 3,42,5,6.915715932846069,6.932820677757263,-0.017104744911193848,0
tum_fr3_sitting_static,Freiburg 3,42,6,6.916629076004028,6.939287781715393,-0.022658705711364746,0
tum_fr3_sitting_static,Freiburg 3,42,7,6.939250826835632,6.9501519203186035,-0.010901093482971191,0
tum_fr3_sitting_static,Freiburg 3,42,8,6.964282393455505,6.97828471660614,-0.014002323150634766,0
tum_fr3_sitting_static,Freiburg 3,42,9,6.982002854347229,6.995415091514587,-0.013412237167358398,0
tum_fr3_sitting_static,Freiburg 3,42,10,6.954303979873657,6.967839002609253,-0.013535022735595703,0
tum_fr3_sitting_static,Freiburg 3,42,11,6.9321829080581665,6.945452094078064,-0.013269186019897461,0
tum_fr3_sitting_static,Freiburg 3,42,12,6.976122260093689,6.99189305305481,-0.015770792961120605,0
tum_fr3_sitting_static,Freiburg 3,42,13,7.040046453475952,7.053045630455017,-0.012999176979064941,0
tum_fr3_sitting_static,Freiburg 3,42,14,7.069106101989746,7.0821380615234375,-0.013031959533691406,0
tum_fr3_sitting_static,Freiburg 3,42,15,7.134775519371033,7.146002650260925,-0.011227130889892578,0
tum_fr3_sitting_static,Freiburg 3,42,16,7.183437943458557,7.195649147033691,-0.012211203575134277,0
tum_fr3_sitting_static,Freiburg 3,42,17,7.252973914146423,7.264111042022705,-0.011137127876281738,0
tum_fr3_sitting_static,Freiburg 3,42,18,7.305955290794373,7.316063046455383,-0.010107755661010742,0
tum_fr3_sitting_static,Freiburg 3,42,19,7.337874174118042,7.340368032455444,-0.0024938583374023438,0
tum_fr3_sitting_static,Freiburg 3,43,1,7.356544137001038,7.356544137001038,0.0,1
tum_fr3_sitting_static,Freiburg 3,43,2,7.195071578025818,7.196096181869507,-0.0010246038436889648,0
tum_fr3_sitting_static,Freiburg 3,43,3,7.138815522193909,7.137971520423889,0.0008440017700195312,1
tum_fr3_sitting_static,Freiburg 3,43,4,7.032367587089539,7.032073736190796,0.0002938508987426758,1
tum_fr3_sitting_static,Freiburg 3,43,5,6.918434500694275,6.9202882051467896,-0.0018537044525146484,0
tum_fr3_sitting_static,Freiburg 3,43,6,6.922035217285156,6.923527121543884,-0.0014919042587280273,0
tum_fr3_sitting_static,Freiburg 3,43,7,6.927124857902527,6.936628222465515,-0.009503364562988281,0
tum_fr3_sitting_static,Freiburg 3,43,8,6.958739757537842,6.967379450798035,-0.008639693260192871,0
tum_fr3_sitting_static,Freiburg 3,43,9,6.973576545715332,6.987630128860474,-0.014053583145141602,0
tum_fr3_sitting_static,Freiburg 3,43,10,6.946079134941101,6.962226033210754,-0.01614689826965332,0
tum_fr3_sitting_static,Freiburg 3,43,11,6.922147274017334,6.937649250030518,-0.015501976013183594,0
tum_fr3_sitting_static,Freiburg 3,43,12,6.968444585800171,6.98125422000885,-0.0128096342086792,0
tum_fr3_sitting_static,Freiburg 3,43,13,7.032884955406189,7.040257453918457,-0.007372498512268066,0
tum_fr3_sitting_static,Freiburg 3,43,14,7.066017389297485,7.0712810754776,-0.005263686180114746,0
tum_fr3_sitting_static,Freiburg 3,43,15,7.127630710601807,7.130463123321533,-0.0028324127197265625,0
tum_fr3_sitting_static,Freiburg 3,43,16,7.175279855728149,7.179287672042847,-0.004007816314697266,0
tum_fr3_sitting_static,Freiburg 3,43,17,7.246484160423279,7.2505587339401245,-0.004074573516845703,0
tum_fr3_sitting_static,Freiburg 3,43,18,7.300386428833008,7.300760746002197,-0.0003743171691894531,0
tum_fr3_sitting_static,Freiburg 3,43,19,7.328624725341797,7.329233884811401,-0.0006091594696044922,0
tum_fr3_sitting_static,Freiburg 3,44,1,7.356544137001038,7.356544137001038,0.0,1
tum_fr3_sitting_static,Freiburg 3,44,2,7.194578647613525,7.192156910896301,0.002421736717224121,1
tum_fr3_sitting_static,Freiburg 3,44,3,7.141221761703491,7.136886715888977,0.00433504581451416,1
tum_fr3_sitting_static,Freiburg 3,44,4,7.031938433647156,7.02970027923584,0.002238154411315918,1
tum_fr3_sitting_static,Freiburg 3,44,5,6.918792724609375,6.917135119438171,0.0016576051712036133,1
tum_fr3_sitting_static,Freiburg 3,44,6,6.922358274459839,6.919118165969849,0.0032401084899902344,1
tum_fr3_sitting_static,Freiburg 3,44,7,6.92844033241272,6.927821636199951,0.0006186962127685547,1
tum_fr3_sitting_static,Freiburg 3,44,8,6.95954442024231,6.9598388671875,-0.0002944469451904297,0
tum_fr3_sitting_static,Freiburg 3,44,9,6.973739862442017,6.979089379310608,-0.005349516868591309,0
tum_fr3_sitting_static,Freiburg 3,44,10,6.943555474281311,6.948761343955994,-0.005205869674682617,0
tum_fr3_sitting_static,Freiburg 3,44,11,6.91916286945343,6.924387216567993,-0.005224347114562988,0
tum_fr3_sitting_static,Freiburg 3,44,12,6.965690851211548,6.971489191055298,-0.00579833984375,0
tum_fr3_sitting_static,Freiburg 3,44,13,7.031230926513672,7.0339953899383545,-0.002764463424682617,0
tum_fr3_sitting_static,Freiburg 3,44,14,7.060635685920715,7.06839382648468,-0.007758140563964844,0
tum_fr3_sitting_static,Freiburg 3,44,15,7.121395468711853,7.129990458488464,-0.008594989776611328,0
tum_fr3_sitting_static,Freiburg 3,44,16,7.174617052078247,7.179076671600342,-0.0044596195220947266,0
tum_fr3_sitting_static,Freiburg 3,44,17,7.2460126876831055,7.246445417404175,-0.00043272972106933594,0
tum_fr3_sitting_static,Freiburg 3,44,18,7.301802635192871,7.2940438985824585,0.007758736610412598,1
tum_fr3_sitting_static,Freiburg 3,44,19,7.335072755813599,7.325193285942078,0.009879469871520996,1
tum_fr3_sitting_static,Freiburg 3,45,1,7.356544137001038,7.356544137001038,0.0,1
tum_fr3_sitting_static,Freiburg 3,45,2,7.196478247642517,7.194573283195496,0.0019049644470214844,1
tum_fr3_sitting_static,Freiburg 3,45,3,7.140447497367859,7.142719030380249,-0.0022715330123901367,0
tum_fr3_sitting_static,Freiburg 3,45,4,7.031365633010864,7.035619020462036,-0.004253387451171875,0
tum_fr3_sitting_static,Freiburg 3,45,5,6.9179147481918335,6.920504570007324,-0.0025898218154907227,0
tum_fr3_sitting_static,Freiburg 3,45,6,6.923568248748779,6.92607045173645,-0.0025022029876708984,0
tum_fr3_sitting_static,Freiburg 3,45,7,6.935351490974426,6.932821869850159,0.002529621124267578,1
tum_fr3_sitting_static,Freiburg 3,45,8,6.9691914319992065,6.965610980987549,0.003580451011657715,1
tum_fr3_sitting_static,Freiburg 3,45,9,6.982155442237854,6.982595324516296,-0.0004398822784423828,0
tum_fr3_sitting_static,Freiburg 3,45,10,6.958191990852356,6.955505609512329,0.0026863813400268555,1
tum_fr3_sitting_static,Freiburg 3,45,11,6.933582425117493,6.925051808357239,0.008530616760253906,1
tum_fr3_sitting_static,Freiburg 3,45,12,6.977773904800415,6.970546841621399,0.007227063179016113,1
tum_fr3_sitting_static,Freiburg 3,45,13,7.038031816482544,7.036637663841248,0.0013941526412963867,1
tum_fr3_sitting_static,Freiburg 3,45,14,7.070799469947815,7.069798111915588,0.0010013580322265625,1
tum_fr3_sitting_static,Freiburg 3,45,15,7.134370803833008,7.133773565292358,0.0005972385406494141,1
tum_fr3_sitting_static,Freiburg 3,45,16,7.187732458114624,7.184749245643616,0.0029832124710083008,1
tum_fr3_sitting_static,Freiburg 3,45,17,7.255358695983887,7.254121899604797,0.0012367963790893555,1
tum_fr3_sitting_static,Freiburg 3,45,18,7.309315204620361,7.3101383447647095,-0.0008231401443481445,0
tum_fr3_sitting_static,Freiburg 3,45,19,7.337440848350525,7.337298393249512,0.0001424551010131836,1
tum_fr3_sitting_static,Freiburg 3,46,1,7.356544137001038,7.365783452987671,-0.0092393159866333,0
tum_fr3_sitting_static,Freiburg 3,46,2,7.1945202350616455,7.2021037340164185,-0.007583498954772949,0
tum_fr3_sitting_static,Freiburg 3,46,3,7.1362656354904175,7.14849591255188,-0.012230277061462402,0
tum_fr3_sitting_static,Freiburg 3,46,4,7.029756307601929,7.040571570396423,-0.010815262794494629,0
tum_fr3_sitting_static,Freiburg 3,46,5,6.92490816116333,6.9276100397109985,-0.002701878547668457,0
tum_fr3_sitting_static,Freiburg 3,46,6,6.925169825553894,6.926950812339783,-0.0017809867858886719,0
tum_fr3_sitting_static,Freiburg 3,46,7,6.934114098548889,6.935091018676758,-0.0009769201278686523,0
tum_fr3_sitting_static,Freiburg 3,46,8,6.964534521102905,6.971389651298523,-0.006855130195617676,0
tum_fr3_sitting_static,Freiburg 3,46,9,6.982709169387817,6.991152763366699,-0.008443593978881836,0
tum_fr3_sitting_static,Freiburg 3,46,10,6.953842639923096,6.959125399589539,-0.005282759666442871,0
tum_fr3_sitting_static,Freiburg 3,46,11,6.9285571575164795,6.936984658241272,-0.00842750072479248,0
tum_fr3_sitting_static,Freiburg 3,46,12,6.973868012428284,6.9806671142578125,-0.006799101829528809,0
tum_fr3_sitting_static,Freiburg 3,46,13,7.0401448011398315,7.0501697063446045,-0.01002490520477295,0
tum_fr3_sitting_static,Freiburg 3,46,14,7.074028253555298,7.080804109573364,-0.006775856018066406,0
tum_fr3_sitting_static,Freiburg 3,46,15,7.1396201848983765,7.142179012298584,-0.0025588274002075195,0
tum_fr3_sitting_static,Freiburg 3,46,16,7.191561460494995,7.197698950767517,-0.006137490272521973,0
tum_fr3_sitting_static,Freiburg 3,46,17,7.263815402984619,7.264285683631897,-0.00047028064727783203,0
tum_fr3_sitting_static,Freiburg 3,46,18,7.31303870677948,7.316506505012512,-0.0034677982330322266,0
tum_fr3_sitting_static,Freiburg 3,46,19,7.344488501548767,7.349227070808411,-0.004738569259643555,0
