frame,config,policy,seed,densification_enabled,N_before,N_new,N_after,N_visible,N_optimized,PSNR,SSIM,depth_L1,coverage,opt_time_ms,frame_time_ms,delta_psnr_step,delta_psnr_cumul,has_nan_inf
12,new_init_new_dense,no_op,42,True,28079,1292,29371,25723,0,11.888632774353027,0.49006280303001404,1.3418779373168945,0.8497265577316284,0.0,11501.242740001544,-0.09859681129455566,0.24673104286193848,False
13,new_init_new_dense,no_op,42,True,29371,1282,30653,26225,0,11.773619651794434,0.46703797578811646,1.3744534254074097,0.8519921898841858,0.0,12112.841489999482,-0.11501312255859375,0.13171792030334473,False
14,new_init_new_dense,no_op,42,True,30653,1264,31917,26673,0,11.694355010986328,0.45036014914512634,1.3736311197280884,0.8525781631469727,0.0,12421.125087999826,-0.07926464080810547,0.05245327949523926,False
15,new_init_new_dense,no_op,42,True,31917,1274,33191,27086,0,11.611642837524414,0.43236610293388367,1.3793480396270752,0.8532161712646484,0.0,13076.510439999765,-0.08271217346191406,-0.030258893966674805,False
16,new_init_new_dense,no_op,42,True,33191,1266,34457,27418,0,11.565090417861938,0.4213537573814392,1.3964228630065918,0.8547005653381348,0.0,13647.726168999725,-0.046552419662475586,-0.07681131362915039,False
17,new_init_new_dense,no_op,42,True,34457,1258,35715,27647,0,11.552600860595703,0.4155629575252533,1.4090666770935059,0.857200562953949,0.0,14240.409234998879,-0.012489557266235352,-0.08930087089538574,False
18,new_init_new_dense,no_op,42,True,35715,1285,37000,27858,0,11.48108720779419,0.39592403173446655,1.4057201147079468,0.8575000166893005,0.0,14543.679940001311,-0.07151365280151367,-0.16081452369689941,False
19,new_init_new_dense,no_op,42,True,37000,1287,38287,28068,0,11.455484628677368,0.3894772231578827,1.421609878540039,0.8583984375,0.0,15268.048071000521,-0.02560257911682129,-0.1864171028137207,False
20,new_init_new_dense,no_op,42,True,38287,1279,39566,28181,0,11.464569568634033,0.3847582936286926,1.424498438835144,0.8592187762260437,0.0,15876.186519999465,0.009084939956665039,-0.17733216285705566,False
21,new_init_new_dense,no_op,42,True,39566,1298,40864,28341,0,11.41994595527649,0.3732585310935974,1.4319705963134766,0.8592969179153442,0.0,16333.530858999438,-0.044623613357543945,-0.2219557762145996,False
22,new_init_new_dense,no_op,42,True,40864,1267,42131,28476,0,11.419867277145386,0.374194860458374,1.4348652362823486,0.8611458539962769,0.0,16608.80867599917,-7.867813110351562e-05,-0.22203445434570312,False
23,new_init_new_dense,no_op,42,True,42131,1270,43401,28575,0,11.450692415237427,0.378872275352478,1.4314640760421753,0.8611848950386047,0.0,17285.040247001234,0.030825138092041016,-0.1912093162536621,False
24,new_init_new_dense,no_op,42,True,43401,1271,44672,28706,0,11.522136926651001,0.3929106593132019,1.4347059726715088,0.8611719012260437,0.0,17499.326966999433,0.07144451141357422,-0.11976480484008789,False
25,new_init_new_dense,no_op,42,True,44672,1265,45937,28843,0,11.568025350570679,0.4053313732147217,1.4379076957702637,0.8609505295753479,0.0,18361.557573000027,0.045888423919677734,-0.07387638092041016,False
26,new_init_new_dense,no_op,42,True,45937,1274,47211,28893,0,11.55470609664917,0.4098847508430481,1.436058521270752,0.8612239956855774,0.0,18965.01679099856,-0.013319253921508789,-0.08719563484191895,False
27,new_init_new_dense,no_op,42,True,47211,1310,48521,28966,0,11.624265909194946,0.42534181475639343,1.454829454421997,0.8609505295753479,0.0,19421.80261499925,0.06955981254577637,-0.017635822296142578,False
28,new_init_new_dense,no_op,42,True,48521,1287,49808,28995,0,11.772311925888062,0.4505605101585388,1.462035894393921,0.8612109422683716,0.0,20035.275578999062,0.14804601669311523,0.13041019439697266,False
29,new_init_new_dense,no_op,42,True,49808,1266,51074,29068,0,11.770702600479126,0.45127055048942566,1.4478615522384644,0.8607682585716248,0.0,20682.129079001243,-0.0016093254089355469,0.1288008689880371,False
30,new_init_new_dense,no_op,42,True,51074,1255,52329,29070,0,11.75620436668396,0.4491640031337738,1.427314043045044,0.8601042032241821,0.0,20997.253056999398,-0.014498233795166016,0.1143026351928711,False
1,new_init_new_dense,full,42,True,14073,1267,15340,14073,15340,11.8092679977417,0.5894129276275635,1.3533592224121094,0.8232682347297668,784.5714092254639,7236.999315999128,0.16736626625061035,0.16736626625061035,False
2,new_init_new_dense,full,42,True,15340,1257,16597,15339,16597,11.787315607070923,0.5719628930091858,1.3560621738433838,0.8252604603767395,695.0480937957764,7701.7495410000265,-0.021952390670776367,0.14541387557983398,False
3,new_init_new_dense,full,42,True,16597,1240,17837,16585,17837,11.730365753173828,0.548621416091919,1.3608897924423218,0.8269140720367432,742.6464557647705,8285.241888999735,-0.05694985389709473,0.08846402168273926,False
4,new_init_new_dense,full,42,True,17837,1281,19118,17793,19118,11.729351282119751,0.5345779657363892,1.3368854522705078,0.8319010734558105,782.8588485717773,8939.563926000119,-0.0010144710540771484,0.08744955062866211,False
5,new_init_new_dense,full,42,True,19118,1270,20388,19014,20388,11.757593154907227,0.527016818523407,1.36764395236969,0.8357682228088379,796.4882850646973,9400.637654000093,0.028241872787475586,0.1156914234161377,False
6,new_init_new_dense,full,42,True,20388,1294,21682,20187,21682,11.845455169677734,0.5315364599227905,1.3397855758666992,0.8387370109558105,856.9049835205078,10093.411806999939,0.08786201477050781,0.2035534381866455,False
7,new_init_new_dense,full,42,True,21682,1275,22957,21316,22957,11.919150352478027,0.5338675379753113,1.3465946912765503,0.8417578339576721,861.159086227417,10494.607186001303,0.07369518280029297,0.2772486209869385,False
8,new_init_new_dense,full,42,True,22957,1277,24234,22361,24234,11.99684739112854,0.538182258605957,1.3449037075042725,0.8441666960716248,901.0441303253174,11227.320090998546,0.0776970386505127,0.35494565963745117,False
9,new_init_new_dense,full,42,True,24234,1283,25517,23355,25517,12.07950472831726,0.5400165319442749,1.330196738243103,0.8463151454925537,966.8586254119873,11893.13514800051,0.0826573371887207,0.4376029968261719,False
10,new_init_new_dense,full,42,True,25517,1287,26804,24251,26804,12.125929594039917,0.536934494972229,1.329634428024292,0.8472786545753479,977.7078628540039,12346.366329000375,0.04642486572265625,0.4840278625488281,False
11,new_init_new_dense,full,42,True,26804,1275,28079,25048,28079,12.095210552215576,0.5223028063774109,1.3303253650665283,0.84940105676651,1029.8495292663574,13218.597914999918,-0.03071904182434082,0.4533088207244873,False
12,new_init_new_dense,full,42,True,28079,1292,29371,25723,29371,11.973313093185425,0.4985855519771576,1.3418779373168945,0.8497265577316284,1116.459846496582,13890.896381999482,-0.12189745903015137,0.33141136169433594,False
13,new_init_new_dense,full,42,True,29371,1282,30653,26225,30653,11.854630708694458,0.47538983821868896,1.3744534254074097,0.8519921898841858,1062.0934963226318,14284.508376000304,-0.1186823844909668,0.21272897720336914,False
14,new_init_new_dense,full,42,True,30653,1264,31917,26673,31917,11.755837202072144,0.4571077525615692,1.3736311197280884,0.8525781631469727,1106.9557666778564,15095.869024999047,-0.09879350662231445,0.11393547058105469,False
15,new_init_new_dense,full,42,True,31917,1274,33191,27086,33191,11.676971912384033,0.4399988055229187,1.3793480396270752,0.8532161712646484,1154.064416885376,15524.555275000239,-0.07886528968811035,0.035070180892944336,False
16,new_init_new_dense,full,42,True,33191,1266,34457,27418,34457,11.624894142150879,0.4285125136375427,1.3964228630065918,0.8547005653381348,1161.8971824645996,16246.890672000518,-0.0520777702331543,-0.01700758934020996,False
17,new_init_new_dense,full,42,True,34457,1258,35715,27647,35715,11.623507738113403,0.4233921766281128,1.4090666770935059,0.857200562953949,1232.3544025421143,16833.715626999037,-0.001386404037475586,-0.018393993377685547,False
18,new_init_new_dense,full,42,True,35715,1285,37000,27858,37000,11.5354323387146,0.4026014506816864,1.4057201147079468,0.8575000166893005,1238.1870746612549,17425.111403999836,-0.08807539939880371,-0.10646939277648926,False
19,new_init_new_dense,full,42,True,37000,1287,38287,28068,38287,11.505981683731079,0.3961307406425476,1.421609878540039,0.8583984375,1327.5706768035889,18348.89271300017,-0.029450654983520508,-0.13592004776000977,False
20,new_init_new_dense,full,42,True,38287,1279,39566,28181,39566,11.511584520339966,0.3912609815597534,1.424498438835144,0.8592187762260437,1327.8729915618896,18967.088703000627,0.005602836608886719,-0.13031721115112305,False
21,new_init_new_dense,full,42,True,39566,1298,40864,28341,40864,11.454188823699951,0.37838214635849,1.4319705963134766,0.8592969179153442,1389.538288116455,19032.89571700043,-0.05739569664001465,-0.1877129077911377,False
22,new_init_new_dense,full,42,True,40864,1267,42131,28476,42131,11.453843116760254,0.3792099356651306,1.4348652362823486,0.8611458539962769,1362.5192642211914,20348.18676299983,-0.0003457069396972656,-0.18805861473083496,False
23,new_init_new_dense,full,42,True,42131,1270,43401,28575,43401,11.482576131820679,0.38407230377197266,1.4314640760421753,0.8611848950386047,1420.6576347351074,19783.624220001002,0.028733015060424805,-0.15932559967041016,False
24,new_init_new_dense,full,42,True,43401,1271,44672,28706,44672,11.551092863082886,0.39714524149894714,1.4347059726715088,0.8611719012260437,1427.4449348449707,21192.390751999483,0.06851673126220703,-0.09080886840820312,False
25,new_init_new_dense,full,42,True,44672,1265,45937,28843,45937,11.59537672996521,0.4091300964355469,1.4379076957702637,0.8609505295753479,1486.9189262390137,21917.062369999257,0.04428386688232422,-0.046525001525878906,False
26,new_init_new_dense,full,42,True,45937,1274,47211,28893,47211,11.582143306732178,0.4133903980255127,1.436058521270752,0.8612239956855774,1515.4047012329102,22400.94902999772,-0.013233423233032227,-0.05975842475891113,False
27,new_init_new_dense,full,42,True,47211,1310,48521,28966,48521,11.649937629699707,0.4288444519042969,1.454829454421997,0.8609505295753479,1536.6816520690918,22587.147414000356,0.0677943229675293,0.008035898208618164,False
28,new_init_new_dense,full,42,True,48521,1287,49808,28995,49808,11.796718835830688,0.4533942639827728,1.462035894393921,0.8612109422683716,1570.9607601165771,23145.87736699832,0.14678120613098145,0.1548171043395996,False
29,new_init_new_dense,full,42,True,49808,1266,51074,29068,51074,11.791120767593384,0.4537346065044403,1.4478615522384644,0.8607682585716248,1626.1374950408936,23820.072389000416,-0.0055980682373046875,0.14921903610229492,False
30,new_init_new_dense,full,42,True,51074,1255,52329,29070,52329,11.775764226913452,0.4516051411628723,1.427314043045044,0.8601042032241821,1595.1459407806396,24089.992193999933,-0.01535654067993164,0.13386249542236328,False
